gloss,diff,high,low,stem_gloss,molly_pos
whee,0.014705882352941176,0.024509803921568627,0.00980392156862745,whee,Interjection
whoo,0.014705882352941176,0.014705882352941176,0,whoo,Interjection
aah,0.00980392156862745,0.00980392156862745,0,aah,Interjection
hooray,0.00980392156862745,0.00980392156862745,0,hooray,Interjection
oops,0.00980392156862745,0.0196078431372549,0.00980392156862745,oops,Interjection
thank,0.00980392156862745,0.00980392156862745,0,thank,Interjection
thank_you,0.00980392156862745,0.014705882352941176,0.004901960784313725,thank_you,Interjection
uhhum,0.00980392156862745,0.00980392156862745,0,uhhum,Interjection
achoo,0.004901960784313725,0.004901960784313725,0,achoo,Interjection
ahhah,0.004901960784313725,0.00980392156862745,0.004901960784313725,ahhah,Interjection
ba,0.004901960784313725,0.004901960784313725,0,ba,Interjection
huh,0.004901960784313725,0.029411764705882353,0.024509803921568627,huh,Interjection
ssh,0.004901960784313725,0.00980392156862745,0.004901960784313725,ssh,Interjection
ugh,0.004901960784313725,0.004901960784313725,0,ugh,Interjection
uhoh,0.004901960784313725,0.0196078431372549,0.014705882352941176,uhoh,Interjection
uhuh,0.004901960784313725,0.004901960784313725,0,uhuh,Interjection
vroom,0.004901960784313725,0.004901960784313725,0,vroom,Interjection
ya,0.004901960784313725,0.004901960784313725,0,ya,Interjection
yucky,0.004901960784313725,0.00980392156862745,0.004901960784313725,yucky,Interjection
yum,0.004901960784313725,0.00980392156862745,0.004901960784313725,yum,Interjection
yummy,0.004901960784313725,0.014705882352941176,0.00980392156862745,yummy,Interjection
zoom,0.004901960784313725,0.004901960784313725,0,zoom,Interjection
boo,0,0.014705882352941176,0.014705882352941176,boo,Interjection
hum,0,0.00980392156862745,0.00980392156862745,hum,Interjection
hunhunh,0,0.004901960784313725,0.004901960784313725,hunhunh,Interjection
nah,0,0.004901960784313725,0.004901960784313725,nah,Interjection
ooh,0,0.014705882352941176,0.014705882352941176,ooh,Interjection
shh,0,0.004901960784313725,0.004901960784313725,shh,Interjection
yuck,0,0.004901960784313725,0.004901960784313725,yuck,Interjection
eh,-0.004901960784313725,0.024509803921568627,0.029411764705882353,eh,Interjection
ouch,-0.004901960784313725,0.004901960784313725,0.00980392156862745,ouch,Interjection
ow,-0.004901960784313725,0.024509803921568627,0.029411764705882353,ow,Interjection
ta,-0.004901960784313725,0.004901960784313725,0.00980392156862745,ta,Interjection
yeh,-0.004901960784313725,0.00980392156862745,0.014705882352941176,yeh,Interjection
yup,-0.004901960784313725,0.004901960784313725,0.00980392156862745,yup,Interjection
ay,-0.00980392156862745,0,0.00980392156862745,ay,Interjection
hi,-0.00980392156862745,0.029411764705882353,0.0392156862745098,hi,Interjection
whoa,-0.00980392156862745,0,0.00980392156862745,whoa,Interjection
wow,-0.00980392156862745,0.00980392156862745,0.0196078431372549,wow,Interjection
yay,-0.00980392156862745,0,0.00980392156862745,yay,Interjection
bah,-0.014705882352941176,0,0.014705882352941176,bah,Interjection
woo,-0.0196078431372549,0.004901960784313725,0.024509803921568627,woo,Interjection
oh,-0.019607843137254916,0.14215686274509803,0.16176470588235295,oh,Interjection
ah,-0.029411764705882346,0.07352941176470588,0.10294117647058823,ah,Interjection
mm,-0.03921568627450981,0.049019607843137254,0.08823529411764706,mm,Interjection
uh,-0.05882352941176472,0.0784313725490196,0.13725490196078433,uh,Interjection
mummy,0.04901960784313726,0.08823529411764706,0.0392156862745098,mummy,Noun
hat,0.04411764705882354,0.06862745098039216,0.024509803921568627,hat,Noun
dolly,0.04411764705882353,0.04411764705882353,0,dolly,Noun
hair,0.04411764705882353,0.05392156862745098,0.00980392156862745,hair,Noun
tiger,0.04411764705882353,0.04411764705882353,0,tiger,Noun
box,0.044117647058823525,0.058823529411764705,0.014705882352941176,box,Noun
car,0.044117647058823525,0.10294117647058823,0.058823529411764705,car,Noun
horse,0.044117647058823525,0.049019607843137254,0.004901960784313725,horse,Noun
man,0.044117647058823525,0.058823529411764705,0.014705882352941176,man,Noun
baby,0.0392156862745098,0.10294117647058823,0.06372549019607843,baby,Noun
giraffe,0.0392156862745098,0.0392156862745098,0,giraffe,Noun
monkey,0.0392156862745098,0.05392156862745098,0.014705882352941176,monkey,Noun
shoes,0.0392156862745098,0.049019607843137254,0.00980392156862745,shoe,Noun
tea,0.0392156862745098,0.049019607843137254,0.00980392156862745,tea,Noun
bed,0.03431372549019608,0.04411764705882353,0.00980392156862745,b,Noun
blue,0.03431372549019608,0.07352941176470588,0.0392156862745098,blue,Noun
green,0.03431372549019608,0.06862745098039216,0.03431372549019608,green,Noun
lady,0.03431372549019608,0.0392156862745098,0.004901960784313725,lady,Noun
panda,0.03431372549019608,0.03431372549019608,0,panda,Noun
boy,0.029411764705882356,0.05392156862745098,0.024509803921568627,boy,Noun
chair,0.029411764705882356,0.05392156862745098,0.024509803921568627,chair,Noun
elephant,0.029411764705882356,0.04411764705882353,0.014705882352941176,elephant,Noun
pen,0.029411764705882356,0.03431372549019608,0.004901960784313725,p,Noun
bit,0.029411764705882353,0.0392156862745098,0.00980392156862745,bit,Noun
bottle,0.029411764705882353,0.0392156862745098,0.00980392156862745,bottle,Noun
lion,0.029411764705882353,0.0392156862745098,0.00980392156862745,lion,Noun
row,0.029411764705882353,0.029411764705882353,0,row,Noun
train,0.029411764705882346,0.06372549019607843,0.03431372549019608,train,Noun
down,0.024509803921568638,0.10784313725490197,0.08333333333333333,down,Noun
bag,0.02450980392156863,0.03431372549019608,0.00980392156862745,bag,Noun
cat,0.02450980392156863,0.04411764705882353,0.0196078431372549,cat,Noun
cup,0.02450980392156863,0.03431372549019608,0.00980392156862745,cup,Noun
head,0.02450980392156863,0.03431372549019608,0.00980392156862745,head,Noun
house,0.02450980392156863,0.05392156862745098,0.029411764705882353,house,Noun
pink,0.02450980392156863,0.03431372549019608,0.00980392156862745,pink,Noun
cheese,0.024509803921568627,0.0392156862745098,0.014705882352941176,cheese,Noun
chocolate,0.024509803921568627,0.024509803921568627,0,chocolate,Noun
dinner,0.024509803921568627,0.029411764705882353,0.004901960784313725,dinner,Noun
egg,0.024509803921568627,0.049019607843137254,0.024509803921568627,egg,Noun
fish,0.024509803921568627,0.0392156862745098,0.014705882352941176,fish,Noun
girl,0.024509803921568627,0.0392156862745098,0.014705882352941176,girl,Noun
juice,0.024509803921568627,0.049019607843137254,0.024509803921568627,juice,Noun
milk,0.024509803921568627,0.0392156862745098,0.014705882352941176,milk,Noun
orange,0.024509803921568627,0.0392156862745098,0.014705882352941176,orange,Noun
penny,0.024509803921568627,0.029411764705882353,0.004901960784313725,penny,Noun
plate,0.024509803921568627,0.029411764705882353,0.004901960784313725,plate,Noun
sugar,0.024509803921568627,0.024509803921568627,0,sugar,Noun
way,0.024509803921568627,0.049019607843137254,0.024509803921568627,way,Noun
red,0.024509803921568624,0.06372549019607843,0.0392156862745098,re,Noun
eyes,0.019607843137254905,0.03431372549019608,0.014705882352941176,eye,Noun
tractor,0.019607843137254905,0.03431372549019608,0.014705882352941176,tractor,Noun
airplane,0.0196078431372549,0.0196078431372549,0,airplane,Noun
banana,0.0196078431372549,0.0392156862745098,0.0196078431372549,banana,Noun
biscuit,0.0196078431372549,0.0196078431372549,0,biscuit,Noun
boat,0.0196078431372549,0.024509803921568627,0.004901960784313725,boat,Noun
bottom,0.0196078431372549,0.0196078431372549,0,bottom,Noun
bricks,0.0196078431372549,0.029411764705882353,0.00980392156862745,brick,Noun
bus,0.0196078431372549,0.0392156862745098,0.0196078431372549,bus,Noun
coffee,0.0196078431372549,0.024509803921568627,0.004901960784313725,coffee,Noun
color,0.0196078431372549,0.029411764705882353,0.00980392156862745,color,Noun
cow,0.0196078431372549,0.049019607843137254,0.029411764705882353,cow,Noun
dog,0.0196078431372549,0.049019607843137254,0.029411764705882353,dog,Noun
door,0.0196078431372549,0.049019607843137254,0.029411764705882353,door,Noun
fence,0.0196078431372549,0.0196078431372549,0,fence,Noun
floor,0.0196078431372549,0.024509803921568627,0.004901960784313725,floor,Noun
hand,0.0196078431372549,0.029411764705882353,0.00980392156862745,hand,Noun
hello,0.0196078431372549,0.05392156862745098,0.03431372549019608,hello,Noun
horsie,0.0196078431372549,0.0392156862745098,0.0196078431372549,horsie,Noun
minute,0.0196078431372549,0.0196078431372549,0,minute,Noun
park,0.0196078431372549,0.0196078431372549,0,park,Noun
sandwich,0.0196078431372549,0.0196078431372549,0,sandwich,Noun
seesaw,0.0196078431372549,0.029411764705882353,0.00980392156862745,seesaw,Noun
truck,0.0196078431372549,0.05392156862745098,0.03431372549019608,truck,Noun
tunnel,0.0196078431372549,0.024509803921568627,0.004901960784313725,tunnel,Noun
duck,0.019607843137254895,0.06372549019607843,0.04411764705882353,duck,Noun
bear,0.01470588235294118,0.04411764705882353,0.029411764705882353,bear,Noun
bird,0.01470588235294118,0.03431372549019608,0.0196078431372549,bird,Noun
book,0.01470588235294118,0.06862745098039216,0.05392156862745098,book,Noun
beach,0.014705882352941176,0.0196078431372549,0.004901960784313725,beach,Noun
bike,0.014705882352941176,0.029411764705882353,0.014705882352941176,bike,Noun
birthday,0.014705882352941176,0.024509803921568627,0.00980392156862745,birthday,Noun
bread,0.014705882352941176,0.024509803921568627,0.00980392156862745,bread,Noun
butterfly,0.014705882352941176,0.024509803921568627,0.00980392156862745,butterfly,Noun
cake,0.014705882352941176,0.029411764705882353,0.014705882352941176,cake,Noun
chimney,0.014705882352941176,0.014705882352941176,0,chimney,Noun
cook,0.014705882352941176,0.014705882352941176,0,cook,Noun
cross,0.014705882352941176,0.014705882352941176,0,cross,Noun
digger,0.014705882352941176,0.0196078431372549,0.004901960784313725,digger,Noun
dinosaur,0.014705882352941176,0.024509803921568627,0.00980392156862745,dinosaur,Noun
doggie,0.014705882352941176,0.029411764705882353,0.014705882352941176,doggie,Noun
doll,0.014705882352941176,0.0196078431372549,0.004901960784313725,doll,Noun
feet,0.014705882352941176,0.029411764705882353,0.014705882352941176,feet,Noun
food,0.014705882352941176,0.014705882352941176,0,food,Noun
frog,0.014705882352941176,0.0196078431372549,0.004901960784313725,frog,Noun
gate,0.014705882352941176,0.014705882352941176,0,gate,Noun
goes,0.014705882352941176,0.029411764705882353,0.014705882352941176,goes,Noun
grape,0.014705882352941176,0.014705882352941176,0,grape,Noun
grass,0.014705882352941176,0.0196078431372549,0.004901960784313725,grass,Noun
hammer,0.014705882352941176,0.024509803921568627,0.00980392156862745,hammer,Noun
helicopter,0.014705882352941176,0.014705882352941176,0,helicopter,Noun
hippo,0.014705882352941176,0.014705882352941176,0,hippo,Noun
jam,0.014705882352941176,0.014705882352941176,0,jam,Noun
key,0.014705882352941176,0.0196078431372549,0.004901960784313725,key,Noun
ladder,0.014705882352941176,0.014705882352941176,0,ladder,Noun
lid,0.014705882352941176,0.0196078431372549,0.004901960784313725,lid,Noun
men,0.014705882352941176,0.014705882352941176,0,men,Noun
money,0.014705882352941176,0.024509803921568627,0.00980392156862745,money,Noun
mouth,0.014705882352941176,0.0196078431372549,0.004901960784313725,mouth,Noun
paper,0.014705882352941176,0.024509803921568627,0.00980392156862745,paper,Noun
pencil,0.014705882352941176,0.014705882352941176,0,pencil,Noun
penguin,0.014705882352941176,0.024509803921568627,0.00980392156862745,penguin,Noun
phone,0.014705882352941176,0.014705882352941176,0,phone,Noun
picture,0.014705882352941176,0.024509803921568627,0.00980392156862745,picture,Noun
pram,0.014705882352941176,0.0196078431372549,0.004901960784313725,pram,Noun
press,0.014705882352941176,0.014705882352941176,0,press,Noun
road,0.014705882352941176,0.0196078431372549,0.004901960784313725,road,Noun
roof,0.014705882352941176,0.014705882352941176,0,roof,Noun
sheep,0.014705882352941176,0.024509803921568627,0.00980392156862745,sheep,Noun
snow,0.014705882352941176,0.014705882352941176,0,snow,Noun
spider,0.014705882352941176,0.024509803921568627,0.00980392156862745,spider,Noun
sun,0.014705882352941176,0.0196078431372549,0.004901960784313725,sun,Noun
tail,0.014705882352941176,0.029411764705882353,0.014705882352941176,tail,Noun
telephone,0.014705882352941176,0.014705882352941176,0,telephone,Noun
toilet,0.014705882352941176,0.014705882352941176,0,toilet,Noun
track,0.014705882352941176,0.0196078431372549,0.004901960784313725,track,Noun
trunk,0.014705882352941176,0.014705882352941176,0,trunk,Noun
van,0.014705882352941176,0.014705882352941176,0,van,Noun
wait,0.014705882352941176,0.014705882352941176,0,wait,Noun
whale,0.014705882352941176,0.0196078431372549,0.004901960784313725,whale,Noun
wheels,0.014705882352941176,0.014705882352941176,0,wheel,Noun
wind,0.014705882352941176,0.0196078431372549,0.004901960784313725,wind,Noun
window,0.014705882352941176,0.0196078431372549,0.004901960784313725,window,Noun
top,0.009803921568627454,0.03431372549019608,0.024509803921568627,top,Noun
air,0.00980392156862745,0.00980392156862745,0,air,Noun
animals,0.00980392156862745,0.00980392156862745,0,animal,Noun
apple,0.00980392156862745,0.05392156862745098,0.04411764705882353,apple,Noun
beads,0.00980392156862745,0.00980392156862745,0,bead,Noun
bib,0.00980392156862745,0.014705882352941176,0.004901960784313725,bib,Noun
bin,0.00980392156862745,0.00980392156862745,0,bin,Noun
blanket,0.00980392156862745,0.024509803921568627,0.014705882352941176,blanket,Noun
blow,0.00980392156862745,0.00980392156862745,0,blow,Noun
bone,0.00980392156862745,0.00980392156862745,0,bone,Noun
breakfast,0.00980392156862745,0.014705882352941176,0.004901960784313725,breakfast,Noun
bridge,0.00980392156862745,0.0196078431372549,0.00980392156862745,bridge,Noun
bring,0.00980392156862745,0.0196078431372549,0.00980392156862745,bring,Noun
button,0.00980392156862745,0.014705882352941176,0.004901960784313725,button,Noun
coo,0.00980392156862745,0.00980392156862745,0,coo,Noun
corner,0.00980392156862745,0.00980392156862745,0,corn,Noun
crab,0.00980392156862745,0.00980392156862745,0,crab,Noun
crayon,0.00980392156862745,0.014705882352941176,0.004901960784313725,crayon,Noun
cream,0.00980392156862745,0.014705882352941176,0.004901960784313725,cream,Noun
crisps,0.00980392156862745,0.00980392156862745,0,crisp,Noun
diamond,0.00980392156862745,0.00980392156862745,0,diamond,Noun
dough,0.00980392156862745,0.00980392156862745,0,dough,Noun
drop,0.00980392156862745,0.0196078431372549,0.00980392156862745,drop,Noun
ear,0.00980392156862745,0.00980392156862745,0,ear,Noun
face,0.00980392156862745,0.00980392156862745,0,face,Noun
field,0.00980392156862745,0.00980392156862745,0,field,Noun
finger,0.00980392156862745,0.014705882352941176,0.004901960784313725,finger,Noun
glasses,0.00980392156862745,0.014705882352941176,0.004901960784313725,glass,Noun
gun,0.00980392156862745,0.00980392156862745,0,gun,Noun
him,0.00980392156862745,0.0196078431372549,0.00980392156862745,him,Noun
holiday,0.00980392156862745,0.00980392156862745,0,holiday,Noun
home,0.00980392156862745,0.029411764705882353,0.0196078431372549,home,Noun
honey,0.00980392156862745,0.00980392156862745,0,honey,Noun
kangaroo,0.00980392156862745,0.014705882352941176,0.004901960784313725,kangaroo,Noun
ladybird,0.00980392156862745,0.00980392156862745,0,ladybird,Noun
lemon,0.00980392156862745,0.0196078431372549,0.00980392156862745,lemon,Noun
letter,0.00980392156862745,0.014705882352941176,0.004901960784313725,letter,Noun
mess,0.00980392156862745,0.014705882352941176,0.004901960784313725,mess,Noun
mind,0.00980392156862745,0.00980392156862745,0,mind,Noun
mirror,0.00980392156862745,0.00980392156862745,0,mirror,Noun
morning,0.00980392156862745,0.014705882352941176,0.004901960784313725,morn,Noun
muck,0.00980392156862745,0.014705882352941176,0.004901960784313725,muck,Noun
name,0.00980392156862745,0.0196078431372549,0.00980392156862745,name,Noun
noise,0.00980392156862745,0.014705882352941176,0.004901960784313725,noise,Noun
nose,0.00980392156862745,0.024509803921568627,0.014705882352941176,nose,Noun
number,0.00980392156862745,0.014705882352941176,0.004901960784313725,numb,Noun
nut,0.00980392156862745,0.00980392156862745,0,nut,Noun
oven,0.00980392156862745,0.00980392156862745,0,oven,Noun
owie,0.00980392156862745,0.00980392156862745,0,owie,Noun
page,0.00980392156862745,0.0196078431372549,0.00980392156862745,page,Noun
party,0.00980392156862745,0.00980392156862745,0,party,Noun
piece,0.00980392156862745,0.024509803921568627,0.014705882352941176,piece,Noun
piglet,0.00980392156862745,0.00980392156862745,0,piglet,Noun
pillow,0.00980392156862745,0.014705882352941176,0.004901960784313725,pillow,Noun
pipe,0.00980392156862745,0.00980392156862745,0,pipe,Noun
plane,0.00980392156862745,0.00980392156862745,0,plane,Noun
police,0.00980392156862745,0.014705882352941176,0.004901960784313725,police,Noun
poo,0.00980392156862745,0.00980392156862745,0,poo,Noun
pool,0.00980392156862745,0.00980392156862745,0,pool,Noun
rainbow,0.00980392156862745,0.00980392156862745,0,rainbow,Noun
read,0.00980392156862745,0.049019607843137254,0.0392156862745098,read,Noun
salad,0.00980392156862745,0.00980392156862745,0,salad,Noun
sausage,0.00980392156862745,0.00980392156862745,0,sausage,Noun
shops,0.00980392156862745,0.00980392156862745,0,shop,Noun
side,0.00980392156862745,0.014705882352941176,0.004901960784313725,side,Noun
snake,0.00980392156862745,0.0196078431372549,0.00980392156862745,snake,Noun
spaghetti,0.00980392156862745,0.00980392156862745,0,spaghetti,Noun
spoon,0.00980392156862745,0.024509803921568627,0.014705882352941176,spoon,Noun
star,0.00980392156862745,0.0196078431372549,0.00980392156862745,star,Noun
teddybear,0.00980392156862745,0.00980392156862745,0,teddybear,Noun
thunder,0.00980392156862745,0.00980392156862745,0,thunder,Noun
tip,0.00980392156862745,0.00980392156862745,0,tip,Noun
toast,0.00980392156862745,0.0196078431372549,0.00980392156862745,toast,Noun
toy,0.00980392156862745,0.0196078431372549,0.00980392156862745,toy,Noun
tummy,0.00980392156862745,0.014705882352941176,0.004901960784313725,tummy,Noun
wake,0.00980392156862745,0.00980392156862745,0,wake,Noun
water,0.004901960784313729,0.04411764705882353,0.0392156862745098,water,Noun
aeroplane,0.004901960784313725,0.00980392156862745,0.004901960784313725,aeroplane,Noun
arm,0.004901960784313725,0.014705882352941176,0.00980392156862745,arm,Noun
balloon,0.004901960784313725,0.014705882352941176,0.00980392156862745,balloon,Noun
basket,0.004901960784313725,0.004901960784313725,0,basket,Noun
bat,0.004901960784313725,0.00980392156862745,0.004901960784313725,bat,Noun
bee,0.004901960784313725,0.014705882352941176,0.00980392156862745,bee,Noun
beep,0.004901960784313725,0.024509803921568627,0.0196078431372549,beep,Noun
bicycle,0.004901960784313725,0.00980392156862745,0.004901960784313725,bicycle,Noun
birdie,0.004901960784313725,0.014705882352941176,0.00980392156862745,birdie,Noun
body,0.004901960784313725,0.004901960784313725,0,body,Noun
bubbles,0.004901960784313725,0.0196078431372549,0.014705882352941176,bubble,Noun
butter,0.004901960784313725,0.00980392156862745,0.004901960784313725,butt,Noun
camera,0.004901960784313725,0.014705882352941176,0.00980392156862745,camera,Noun
card,0.004901960784313725,0.00980392156862745,0.004901960784313725,card,Noun
carrot,0.004901960784313725,0.014705882352941176,0.00980392156862745,carrot,Noun
castle,0.004901960784313725,0.004901960784313725,0,castle,Noun
chicken,0.004901960784313725,0.0196078431372549,0.014705882352941176,chick,Noun
chip,0.004901960784313725,0.004901960784313725,0,chip,Noun
circle,0.004901960784313725,0.0196078431372549,0.014705882352941176,circle,Noun
clay,0.004901960784313725,0.004901960784313725,0,clay,Noun
clock,0.004901960784313725,0.014705882352941176,0.00980392156862745,clock,Noun
cloud,0.004901960784313725,0.00980392156862745,0.004901960784313725,cloud,Noun
cone,0.004901960784313725,0.004901960784313725,0,e,Noun
couch,0.004901960784313725,0.004901960784313725,0,couch,Noun
cracker,0.004901960784313725,0.00980392156862745,0.004901960784313725,crack,Noun
crocodile,0.004901960784313725,0.004901960784313725,0,crocodile,Noun
cushion,0.004901960784313725,0.004901960784313725,0,cushion,Noun
dish,0.004901960784313725,0.00980392156862745,0.004901960784313725,dish,Noun
doggies,0.004901960784313725,0.00980392156862745,0.004901960784313725,doggy,Noun
dolphin,0.004901960784313725,0.004901960784313725,0,dolphin,Noun
doo,0.004901960784313725,0.014705882352941176,0.00980392156862745,doo,Noun
engine,0.004901960784313725,0.00980392156862745,0.004901960784313725,engine,Noun
flower,0.004901960784313725,0.014705882352941176,0.00980392156862745,flower,Noun
fork,0.004901960784313725,0.004901960784313725,0,fork,Noun
fox,0.004901960784313725,0.0196078431372549,0.014705882352941176,fox,Noun
garden,0.004901960784313725,0.004901960784313725,0,garden,Noun
ginger,0.004901960784313725,0.004901960784313725,0,ginger,Noun
goat,0.004901960784313725,0.00980392156862745,0.004901960784313725,goat,Noun
gorilla,0.004901960784313725,0.004901960784313725,0,gorilla,Noun
hill,0.004901960784313725,0.004901960784313725,0,hill,Noun
hole,0.004901960784313725,0.014705882352941176,0.00980392156862745,hole,Noun
king,0.004901960784313725,0.004901960784313725,0,k,Noun
kite,0.004901960784313725,0.004901960784313725,0,kite,Noun
knife,0.004901960784313725,0.00980392156862745,0.004901960784313725,knife,Noun
lala,0.004901960784313725,0.014705882352941176,0.00980392156862745,lala,Noun
lollipop,0.004901960784313725,0.00980392156862745,0.004901960784313725,lollipop,Noun
lorry,0.004901960784313725,0.00980392156862745,0.004901960784313725,lorry,Noun
market,0.004901960784313725,0.004901960784313725,0,market,Noun
medicine,0.004901960784313725,0.004901960784313725,0,medicine,Noun
mouse,0.004901960784313725,0.024509803921568627,0.0196078431372549,mouse,Noun
nappie,0.004901960784313725,0.004901960784313725,0,nappie,Noun
night,0.004901960784313725,0.014705882352941176,0.00980392156862745,night,Noun
octopus,0.004901960784313725,0.004901960784313725,0,octopus,Noun
owl,0.004901960784313725,0.00980392156862745,0.004901960784313725,owl,Noun
pajamas,0.004901960784313725,0.00980392156862745,0.004901960784313725,pajama,Noun
part,0.004901960784313725,0.004901960784313725,0,part,Noun
peekaboo,0.004901960784313725,0.00980392156862745,0.004901960784313725,peekaboo,Noun
pepper,0.004901960784313725,0.004901960784313725,0,pepper,Noun
pig,0.004901960784313725,0.0196078431372549,0.014705882352941176,pig,Noun
pocket,0.004901960784313725,0.0196078431372549,0.014705882352941176,pocket,Noun
pottie,0.004901960784313725,0.00980392156862745,0.004901960784313725,pottie,Noun
rain,0.004901960784313725,0.014705882352941176,0.00980392156862745,rain,Noun
ramp,0.004901960784313725,0.004901960784313725,0,ramp,Noun
recorder,0.004901960784313725,0.00980392156862745,0.004901960784313725,recorder,Noun
rocket,0.004901960784313725,0.004901960784313725,0,rocket,Noun
room,0.004901960784313725,0.00980392156862745,0.004901960784313725,room,Noun
salt,0.004901960784313725,0.004901960784313725,0,salt,Noun
sand,0.004901960784313725,0.00980392156862745,0.004901960784313725,sand,Noun
save,0.004901960784313725,0.004901960784313725,0,save,Noun
scissors,0.004901960784313725,0.004901960784313725,0,scissor,Noun
sea,0.004901960784313725,0.004901960784313725,0,sea,Noun
seal,0.004901960784313725,0.004901960784313725,0,seal,Noun
seat,0.004901960784313725,0.00980392156862745,0.004901960784313725,seat,Noun
shadow,0.004901960784313725,0.00980392156862745,0.004901960784313725,shadow,Noun
shape,0.004901960784313725,0.004901960784313725,0,shape,Noun
shelf,0.004901960784313725,0.004901960784313725,0,shelf,Noun
slippers,0.004901960784313725,0.004901960784313725,0,slipper,Noun
snail,0.004901960784313725,0.004901960784313725,0,snail,Noun
snowman,0.004901960784313725,0.014705882352941176,0.00980392156862745,snowman,Noun
sock,0.004901960784313725,0.014705882352941176,0.00980392156862745,sock,Noun
sore,0.004901960784313725,0.004901960784313725,0,sore,Noun
soup,0.004901960784313725,0.004901960784313725,0,soup,Noun
stairs,0.004901960784313725,0.014705882352941176,0.00980392156862745,stair,Noun
starfish,0.004901960784313725,0.004901960784313725,0,starfish,Noun
sticker,0.004901960784313725,0.00980392156862745,0.004901960784313725,stick,Noun
stocking,0.004901960784313725,0.004901960784313725,0,stock,Noun
store,0.004901960784313725,0.004901960784313725,0,store,Noun
strawberry,0.004901960784313725,0.00980392156862745,0.004901960784313725,strawberry,Noun
street,0.004901960784313725,0.004901960784313725,0,street,Noun
teacher,0.004901960784313725,0.004901960784313725,0,teach,Noun
teddy+bear,0.004901960784313725,0.00980392156862745,0.004901960784313725,teddy,Noun
teeth,0.004901960784313725,0.004901960784313725,0,tee,Noun
tell,0.004901960784313725,0.004901960784313725,0,tell,Noun
thumb,0.004901960784313725,0.004901960784313725,0,thumb,Noun
toe,0.004901960784313725,0.014705882352941176,0.00980392156862745,toe,Noun
tongue,0.004901960784313725,0.004901960784313725,0,tongue,Noun
towel,0.004901960784313725,0.00980392156862745,0.004901960784313725,towel,Noun
tree,0.004901960784313725,0.029411764705882353,0.024509803921568627,tree,Noun
trousers,0.004901960784313725,0.004901960784313725,0,trouser,Noun
turtle,0.004901960784313725,0.00980392156862745,0.004901960784313725,turtle,Noun
video,0.004901960784313725,0.004901960784313725,0,video,Noun
wall,0.004901960784313725,0.004901960784313725,0,wall,Noun
yoghurt,0.004901960784313725,0.004901960784313725,0,yoghurt,Noun
zebra,0.004901960784313725,0.00980392156862745,0.004901960784313725,zebra,Noun
ball,0.004901960784313722,0.07352941176470588,0.06862745098039216,ball,Noun
ambulance,0,0.004901960784313725,0.004901960784313725,ambulance,Noun
ant,0,0.004901960784313725,0.004901960784313725,ant,Noun
bath,0,0.014705882352941176,0.014705882352941176,bath,Noun
battery,0,0.004901960784313725,0.004901960784313725,battery,Noun
block,0,0.014705882352941176,0.014705882352941176,block,Noun
bowl,0,0.00980392156862745,0.00980392156862745,bowl,Noun
brown,0,0.014705882352941176,0.014705882352941176,brown,Noun
bug,0,0.00980392156862745,0.00980392156862745,bug,Noun
chin,0,0.004901960784313725,0.004901960784313725,chin,Noun
cookie,0,0.024509803921568627,0.024509803921568627,cookie,Noun
crane,0,0.004901960784313725,0.004901960784313725,crane,Noun
dat,0,0.00980392156862745,0.00980392156862745,dat,Noun
day,0,0.014705882352941176,0.014705882352941176,day,Noun
donkey,0,0.004901960784313725,0.004901960784313725,donkey,Noun
dragon,0,0.004901960784313725,0.004901960784313725,dragon,Noun
end,0,0.004901960784313725,0.004901960784313725,end,Noun
flag,0,0.004901960784313725,0.004901960784313725,flag,Noun
football,0,0.004901960784313725,0.004901960784313725,football,Noun
game,0,0.004901960784313725,0.004901960784313725,game,Noun
garage,0,0.004901960784313725,0.004901960784313725,garage,Noun
garbage,0,0.004901960784313725,0.004901960784313725,garbage,Noun
grandma,0,0.00980392156862745,0.00980392156862745,grandma,Noun
guys,0,0.004901960784313725,0.004901960784313725,guy,Noun
heart,0,0.004901960784313725,0.004901960784313725,heart,Noun
hospital,0,0.004901960784313725,0.004901960784313725,hospital,Noun
knees,0,0.004901960784313725,0.004901960784313725,knee,Noun
light,0,0.014705882352941176,0.014705882352941176,light,Noun
lobster,0,0.004901960784313725,0.004901960784313725,lobster,Noun
lunch,0,0.004901960784313725,0.004901960784313725,lunch,Noun
mole,0,0.004901960784313725,0.004901960784313725,mole,Noun
nanny,0,0.004901960784313725,0.004901960784313725,nanny,Noun
pants,0,0.014705882352941176,0.014705882352941176,pant,Noun
peach,0,0.004901960784313725,0.004901960784313725,peach,Noun
peanut+butter,0,0.004901960784313725,0.004901960784313725,peanut,Noun
pear,0,0.014705882352941176,0.014705882352941176,pear,Noun
peas,0,0.004901960784313725,0.004901960784313725,pea,Noun
pie,0,0.00980392156862745,0.00980392156862745,pie,Noun
piggie,0,0.004901960784313725,0.004901960784313725,piggie,Noun
piggies,0,0.004901960784313725,0.004901960784313725,piggy,Noun
pond,0,0.004901960784313725,0.004901960784313725,pond,Noun
poop,0,0.004901960784313725,0.004901960784313725,poop,Noun
purple,0,0.024509803921568627,0.024509803921568627,purple,Noun
raisins,0,0.004901960784313725,0.004901960784313725,raisin,Noun
rosie,0,0.004901960784313725,0.004901960784313725,rosie,Noun
sauce,0,0.004901960784313725,0.004901960784313725,sauce,Noun
