gloss,prop_know
gave,0.26440677966101694
never,0.26440677966101694
pop,0.26440677966101694
s,0.26440677966101694
truck,0.26440677966101694
until,0.26440677966101694
air,0.26101694915254237
anymore,0.26101694915254237
front,0.26101694915254237
nine,0.26101694915254237
sure,0.26101694915254237
might,0.2576271186440678
morning,0.2576271186440678
start,0.2576271186440678
tried,0.2576271186440678
we'll,0.2576271186440678
different,0.2542372881355932
fix,0.2542372881355932
floor,0.2542372881355932
started,0.2542372881355932
story,0.2542372881355932
as,0.25084745762711863
flying,0.25084745762711863
looked,0.25084745762711863
makes,0.25084745762711863
pocket,0.25084745762711863
wrong,0.25084745762711863
already,0.24745762711864408
cup,0.24745762711864408
face,0.24745762711864408
fine,0.24745762711864408
ha,0.24745762711864408
hello,0.24745762711864408
n,0.24745762711864408
orange,0.24745762711864408
picture,0.24745762711864408
putting,0.24745762711864408
w,0.24745762711864408
wow,0.24745762711864408
everybody,0.2440677966101695
everything,0.2440677966101695
finished,0.2440677966101695
got_to,0.2440677966101695
guys,0.2440677966101695
talking,0.2440677966101695
throw,0.2440677966101695
tree,0.2440677966101695
feet,0.24067796610169492
night,0.24067796610169492
nobody,0.24067796610169492
stairs,0.24067796610169492
supposed,0.24067796610169492
wear,0.24067796610169492
both,0.23728813559322035
cookies,0.23728813559322035
dinner,0.23728813559322035
having,0.23728813559322035
holding,0.23728813559322035
ice,0.23728813559322035
o,0.23728813559322035
pretty,0.23728813559322035
saying,0.23728813559322035
tape,0.23728813559322035
than,0.23728813559322035
birthday,0.23389830508474577
cause,0.23389830508474577
climb,0.23389830508474577
round,0.23389830508474577
shoes,0.23389830508474577
shoot,0.23389830508474577
stuck,0.23389830508474577
thank_you,0.23389830508474577
wash,0.23389830508474577
b,0.2305084745762712
been,0.2305084745762712
clean,0.2305084745762712
d,0.2305084745762712
love,0.2305084745762712
nose,0.2305084745762712
one's,0.2305084745762712
toy,0.2305084745762712
blow,0.2271186440677966
cookie,0.2271186440677966
da,0.2271186440677966
finish,0.2271186440677966
fish,0.2271186440677966
fly,0.2271186440677966
kid,0.2271186440677966
m,0.2271186440677966
may,0.2271186440677966
person,0.2271186440677966
pulling,0.2271186440677966
street,0.2271186440677966
t,0.2271186440677966
whoops,0.2271186440677966
bag,0.22372881355932203
sometimes,0.22372881355932203
teeth,0.22372881355932203
tv,0.22372881355932203
dis,0.22033898305084745
fit,0.22033898305084745
fun,0.22033898305084745
oo,0.22033898305084745
oops,0.22033898305084745
set,0.22033898305084745
shirt,0.22033898305084745
sky,0.22033898305084745
small,0.22033898305084745
twelve,0.22033898305084745
wet,0.22033898305084745
yup,0.22033898305084745
boat,0.21694915254237288
e,0.21694915254237288
fire,0.21694915254237288
h,0.21694915254237288
lunch,0.21694915254237288
own,0.21694915254237288
shop,0.21694915254237288
tomorrow,0.21694915254237288
touch,0.21694915254237288
ask,0.2135593220338983
chicken,0.2135593220338983
high,0.2135593220338983
lost,0.2135593220338983
pants,0.2135593220338983
rocks,0.2135593220338983
sees,0.2135593220338983
write,0.2135593220338983
y,0.2135593220338983
broken,0.21016949152542372
cake,0.21016949152542372
church,0.21016949152542372
color,0.21016949152542372
dat,0.21016949152542372
eggs,0.21016949152542372
happy,0.21016949152542372
rest,0.21016949152542372
wouldn't,0.21016949152542372
along,0.20677966101694914
apple,0.20677966101694914
aw,0.20677966101694914
bird,0.20677966101694914
block,0.20677966101694914
candy,0.20677966101694914
cream,0.20677966101694914
dad,0.20677966101694914
eleven,0.20677966101694914
feel,0.20677966101694914
live,0.20677966101694914
p,0.20677966101694914
slide,0.20677966101694914
train,0.20677966101694914
coffee,0.2033898305084746
horse,0.2033898305084746
listen,0.2033898305084746
number,0.2033898305084746
pretend,0.2033898305084746
rock,0.2033898305084746
sorry,0.2033898305084746
