target_child_id,log_mtld_t1,log_mtld_t2,age_t1,age_diff,log_transcript_length_t1,log_transcript_length_t2,mlu_m_t1,mlu_m_t2,log_freq_t1,mtld_resid,mlu_resid
15217,3.3065636804519616,3.439765340746145,642.186972525103,179.187352820387,3.8066624897703196,5.459585514144159,1.3056,3.0889,NA,NA,NA
15227,1.7129169599922216,1.9500095275426879,674.405696061521,157.406120710898,4.499809670330265,5.37989735354046,1.18955,2.3535,8.966107789216924,-0.36743883728565274,0.5960238202473189
15392,2.7164316193785605,3.0076768733652917,713.561913899669,112.553478980208,9.03145291191651,9.934550077987947,1.918575,2.7030035714285714,8.453676019489478,0.15788426986445758,0.02506183716479482
15397,2.3791198176973998,2.7381929553323143,727.530652426128,100.370453272728,8.16961956172385,9.856815144337697,1.7501625,2.7014214285714284,8.624633873702226,0.1141459755300982,0.21775671370163296
15400,2.3062816221841973,2.7417471278626673,740.999391363272,86.9820714124373,7.470793774195062,9.791493975575204,1.4648750000000001,2.1290071428571427,8.60690673733606,0.1584875374036523,-0.014238733794202041
15404,2.4910998378349825,2.7663981005788845,688.244226361595,133.793559977407,9.790094865181038,10.209795089111074,2.1837958333333334,3.146,8.019651188041868,-0.021438051815374504,0.05838411840370927
15412,2.261249333611109,2.6167797800856487,714.66191299616,105.841319314822,8.131236549696116,9.838362192575666,1.5058,2.0614033333333333,8.613881268936986,0.02638471736845238,-0.11960603096993827
15418,2.6318227084943353,2.9176356057564092,737.353561024525,85.1024942016921,7.879291485082271,9.677151410322754,1.8273666666666666,2.5869884615384615,9.00011381033484,0.1921507340373334,0.10888316171661439
15423,2.492454453755336,2.9497706007607674,721.149407667509,104.916580491044,7.931644021454311,9.51125944745996,1.59676,2.2799689655172415,8.599252696545168,0.22914287439393988,-0.006624753079477408
15430,2.49332199869168,2.469344513353062,734.030647087209,82.4530572753034,8.139148678884066,9.23921933152656,2.1036125,2.1676375,8.360932465367688,-0.16747815989391857,-0.639134577959116
15436,2.255685182697632,2.6172779932314194,726.780653042157,96.4936707427258,8.124743020385568,9.83649268371185,1.6369624999999999,2.49117,8.49177144249734,0.06430386115548492,0.1543297996149371
15449,2.0431760632266838,2.199413897381741,723.541072369727,101.645749844282,7.640123172695364,9.498971993463552,1.3953833333333334,1.6446142857142858,9.278632148514493,-0.16282090004341754,-0.3168319950251881
15455,2.6353625979963375,2.9063724316852677,709.999416825808,109.807945521029,8.755107121633896,9.809121926500406,2.234776923076923,3.1247535714285712,8.191586207067262,0.06310630257569239,0.02466262300102251
15480,2.8914150821742597,3.043245967328095,740.499391773958,68.5086242844366,9.92749700499648,10.93029946092149,2.58066,2.534490909090909,8.18233801129889,0.17614463937251212,-0.8601664834427787
15513,2.460658991185615,2.7015034583162967,740.285106235681,64.8540350765259,10.351245572834545,11.678677163435019,1.8764461538461539,2.390216666666667,7.306536369510975,0.02093519865929494,-0.25439563753764904
15532,2.442596984606856,2.7087045893915085,710.489801038404,104.970055480859,8.828201089171515,9.28628237555134,2.1921,2.7827473684210524,8.279854828143472,0.06646961394355388,-0.15602893958349195
15614,2.2926111748578046,2.2476543583008914,736.999394648761,48.0832938390248,6.2285110035911835,6.836259277277067,1.6907999999999999,2.0723333333333334,10.360507045981441,0.0222406755862683,0.3214006537524008
15657,4.273441728528246,3.7270914062541625,718.395243263038,120.666567554433,6.07993319509559,7.325807502595773,2.0880666666666667,4.57454,9.727493261194146,-0.1136021602766295,1.8098221850215017
15658,4.032110830661028,3.8382445866498154,698.436926322923,140.624884494548,6.78105762593618,7.208600337960199,2.5548333333333333,4.72384,9.461495510345202,0.1332666181426072,1.3539395429434427
