word,target_child_id,tbin,n
a,2521,t1,1
a,2521,t2,3
ah,2521,t2,4
apple,2521,t1,2
around,2521,t2,1
at,2521,t2,3
away,2521,t1,3
awoh,2521,t1,1
baby's,2521,t1,1
back,2521,t2,4
ball,2521,t1,7
bed,2521,t2,2
big,2521,t1,2
book,2521,t1,2
boom_boom_boom,2521,t1,1
box,2521,t1,3
box,2521,t2,4
broke,2521,t1,2
bucket,2521,t1,1
byebye,2521,t1,1
can,2521,t2,3
can't,2521,t2,1
cat,2521,t1,1
catch,2521,t1,1
chair,2521,t1,1
claus,2521,t1,3
color,2521,t1,1
color,2521,t2,1
cover,2521,t2,2
crayon,2521,t1,1
cream,2521,t1,2
daddy,2521,t1,1
don't,2521,t1,1
don't,2521,t2,1
done,2521,t1,1
door,2521,t2,2
down,2521,t1,8
dukie's,2521,t1,1
fell,2521,t2,2
fish,2521,t1,1
garage,2521,t2,5
gate,2521,t1,8
get,2521,t1,1
git,2521,t1,2
go,2521,t2,9
gonna,2521,t2,8
got,2521,t2,4
gotta,2521,t2,2
he,2521,t2,3
hm,2521,t1,2
hold,2521,t1,1
horse,2521,t1,1
horsie,2521,t1,1
house,2521,t2,11
hug,2521,t1,1
i,2521,t1,2
i,2521,t2,15
in,2521,t1,1
in,2521,t2,6
is,2521,t1,1
it,2521,t1,1
it,2521,t2,3
jack,2521,t1,1
kitty,2521,t1,2
know,2521,t1,1
let's,2521,t2,3
like,2521,t2,2
look,2521,t1,1
look,2521,t2,4
looking,2521,t1,1
machine,2521,t1,2
make,2521,t2,1
mhm,2521,t1,2
mommy,2521,t1,4
nice,2521,t2,1
no,2521,t1,23
no,2521,t2,3
now,2521,t2,3
off,2521,t2,2
oh,2521,t1,7
oh,2521,t2,12
okay,2521,t2,12
on,2521,t2,3
one,2521,t2,1
oops,2521,t1,1
open,2521,t2,3
out,2521,t2,4
over,2521,t2,5
ow,2521,t1,1
paper,2521,t1,1
paper,2521,t2,1
peekaboo,2521,t1,1
peeky,2521,t1,3
people,2521,t2,4
please,2521,t1,2
pop,2521,t1,1
pull,2521,t2,2
put,2521,t2,16
quack,2521,t1,1
ready,2521,t1,1
side,2521,t2,2
sit,2521,t1,11
table,2521,t2,1
that,2521,t1,2
that,2521,t2,2
the,2521,t1,1
the,2521,t2,5
them,2521,t2,1
there,2521,t2,4
there's,2521,t2,2
they,2521,t2,1
this,2521,t2,4
to,2521,t2,2
too,2521,t1,1
touch,2521,t1,1
toys,2521,t1,5
truck,2521,t1,1
tv,2521,t1,1
ugh,2521,t1,2
uh,2521,t1,6
uhuh,2521,t1,1
up,2521,t2,1
want,2521,t2,1
we,2521,t2,1
went,2521,t2,1
wents,2521,t2,1
what,2521,t1,1
what,2521,t2,4
what's,2521,t2,1
where,2521,t2,2
who,2521,t1,3
whoa,2521,t2,1
window,2521,t1,1
wires,2521,t1,1
woof,2521,t1,1
wow,2521,t2,1
www,2521,t2,5
yeah,2521,t1,1
yeah,2521,t2,9
a,2567,t2,61
again,2567,t2,3
ah,2567,t2,2
all,2567,t2,3
and,2567,t2,22
another,2567,t2,1
at,2567,t2,1
away,2567,t2,2
awoh,2567,t1,6
back,2567,t1,17
ball,2567,t1,14
be,2567,t2,2
bed,2567,t2,3
bench,2567,t2,2
better,2567,t2,1
big,2567,t2,3
bike,2567,t2,1
bird,2567,t1,1
birdie,2567,t2,1
birthday,2567,t2,1
blue,2567,t2,2
book,2567,t2,1
bookie,2567,t1,1
books,2567,t2,1
box,2567,t2,4
boy,2567,t2,4
boys,2567,t2,1
brushing,2567,t2,1
bunny,2567,t2,1
butterfly,2567,t2,1
byebye,2567,t2,1
cake,2567,t2,5
can,2567,t2,3
candles,2567,t2,2
car,2567,t2,1
cars,2567,t2,1
chair,2567,t2,1
chairs,2567,t2,1
come,2567,t2,4
cookie,2567,t2,7
cookie_mon,2567,t2,1
cookie_monster,2567,t2,3
cookies,2567,t2,3
could,2567,t2,1
crayons,2567,t2,2
d,2567,t2,1
ding,2567,t2,3
dinner,2567,t2,2
dirty,2567,t2,1
do,2567,t2,5
dog,2567,t2,1
doggie,2567,t2,1
doing,2567,t2,1
don't,2567,t2,3
dong,2567,t2,2
door,2567,t2,5
down,2567,t2,1
draw,2567,t2,2
duck,2567,t1,4
duck,2567,t2,1
duckie,2567,t1,2
eat,2567,t2,5
eating,2567,t2,1
egg,2567,t2,2
eight,2567,t2,1
feel,2567,t2,1
five,2567,t2,2
flower,2567,t2,1
flowers,2567,t2,2
food,2567,t2,1
for,2567,t2,1
four,2567,t2,3
frangio,2567,t2,2
frannie,2567,t2,2
full,2567,t2,1
garage,2567,t2,2
get,2567,t1,1
get,2567,t2,4
gimme,2567,t1,1
give,2567,t1,1
go,2567,t1,1
go,2567,t2,13
going,2567,t2,2
gonna,2567,t2,6
good,2567,t2,4
good_night,2567,t2,4
goodbye,2567,t2,1
got,2567,t2,6
had,2567,t2,2
hair,2567,t1,1
have,2567,t2,6
he,2567,t2,13
he's,2567,t2,1
heavy,2567,t2,2
here,2567,t2,5
here's,2567,t2,1
hey,2567,t1,1
hey,2567,t2,2
high,2567,t2,1
him,2567,t2,5
him's,2567,t2,1
his,2567,t2,7
hit,2567,t2,1
hockey,2567,t2,3
homes,2567,t2,1
hook,2567,t1,1
horsie,2567,t1,2
house,2567,t2,1
huh,2567,t1,1
huh,2567,t2,1
hurt,2567,t2,2
i,2567,t2,28
i'll,2567,t2,7
i'm,2567,t2,3
in,2567,t2,20
is,2567,t2,4
it,2567,t1,10
it,2567,t2,10
it's,2567,t2,1
jacket,2567,t2,1
jiminy_cricket,2567,t2,4
juice,2567,t2,1
kissed,2567,t2,1
know,2567,t2,1
let's,2567,t2,3
like,2567,t2,2
look,2567,t2,4
lookyed,2567,t2,1
m,2567,t2,1
ma,2567,t2,1
make,2567,t2,9
marks,2567,t2,1
me,2567,t1,2
me,2567,t2,3
mean,2567,t2,1
mm,2567,t1,1
mm,2567,t2,1
mom,2567,t2,3
moon,2567,t2,3
mouth,2567,t1,3
mouth,2567,t2,1
my,2567,t2,2
night,2567,t2,1
nine,2567,t2,1
no,2567,t1,10
no,2567,t2,4
nose,2567,t2,2
now,2567,t2,2
of,2567,t2,1
oh,2567,t1,9
oh,2567,t2,14
okay,2567,t2,28
on,2567,t2,10
one,2567,t2,21
oops,2567,t2,2
open,2567,t2,2
opens,2567,t2,2
orange,2567,t2,1
other,2567,t2,2
out,2567,t2,2
ow,2567,t2,3
owl,2567,t1,2
page,2567,t2,1
peas,2567,t2,2
people,2567,t2,1
picture,2567,t2,1
play,2567,t1,1
pu,2567,t2,1
puck,2567,t2,2
pup,2567,t2,1
puppet,2567,t2,3
puppets,2567,t2,5
puppy,2567,t2,1
put,2567,t1,11
put,2567,t2,8
puts,2567,t2,1
putting,2567,t2,1
raccoon,2567,t2,1
read,2567,t2,2
red,2567,t2,1
refrigerator,2567,t2,1
ride,2567,t1,2
roof,2567,t2,1
sandbox,2567,t2,1
say,2567,t2,1
see,2567,t1,3
see,2567,t2,7
seven,2567,t2,1
shelf,2567,t2,1
shoes,2567,t2,1
shoot,2567,t2,1
side,2567,t2,1
sit,2567,t2,1
six,2567,t2,2
some,2567,t2,2
something,2567,t2,1
ster,2567,t2,1
stick,2567,t2,3
sweater,2567,t2,1
table,2567,t2,1
teeth,2567,t2,1
ten,2567,t2,1
thank_you,2567,t2,1
that,2567,t1,7
that,2567,t2,6
that's,2567,t2,4
the,2567,t2,11
their,2567,t2,1
them,2567,t2,6
there,2567,t2,11
there's,2567,t2,1
these,2567,t2,1
they,2567,t2,3
this,2567,t1,2
this,2567,t2,34
three,2567,t2,3
time,2567,t2,1
top,2567,t2,1
toy,2567,t1,1
toys,2567,t1,1
toys,2567,t2,2
truck,2567,t1,1
tummy,2567,t2,1
turn,2567,t2,1
two,2567,t2,9
uh,2567,t2,5
uhoh,2567,t2,2
uhuh,2567,t2,1
um,2567,t2,4
up,2567,t2,3
wanna,2567,t1,3
wanna,2567,t2,1
want,2567,t2,16
was,2567,t2,1
way,2567,t2,1
we,2567,t2,1
weeble,2567,t2,1
went,2567,t2,1
what,2567,t1,4
what,2567,t2,8
what's,2567,t1,3
what's,2567,t2,4
whe,2567,t2,1
when,2567,t2,2
where,2567,t1,1
where,2567,t2,3
where's,2567,t2,4
whoops,2567,t1,1
will,2567,t2,1
willn't,2567,t2,3
with,2567,t1,1
with,2567,t2,3
wolf,2567,t2,2
worm,2567,t2,1
yeah,2567,t1,1
yeah,2567,t2,7
yep,2567,t2,3
yes,2567,t2,2
you,2567,t2,25
your,2567,t2,2
yup,2567,t2,6
are,2576,t2,1
ball,2576,t2,2
bird,2576,t1,1
bird,2576,t2,1
brown,2576,t2,1
bye,2576,t2,1
car,2576,t1,1
cookie,2576,t2,1
cookie_monster,2576,t2,2
daddy,2576,t2,1
dog,2576,t1,3
draw,2576,t2,4
duck,2576,t1,3
duckie,2576,t2,1
eating,2576,t2,1
egg,2576,t2,1
everybody,2576,t2,2
eyes,2576,t2,1
fine,2576,t2,1
gone,2576,t2,2
haha,2576,t1,2
here,2576,t2,13
hey,2576,t2,1
hi,2576,t2,3
house,2576,t2,1
how,2576,t2,1
i,2576,t2,1
in,2576,t2,1
mm,2576,t1,7
more,2576,t2,1
must,2576,t2,1
night,2576,t2,6
no,2576,t2,1
noise,2576,t2,2
oh,2576,t2,2
okay,2576,t1,1
on,2576,t2,2
one,2576,t2,1
paper,2576,t2,3
people,2576,t2,9
quack_quack,2576,t2,1
rainbow,2576,t2,1
rainbow_bright,2576,t2,4
right,2576,t2,2
sleep,2576,t2,5
that,2576,t2,3
the,2576,t2,1
there,2576,t2,7
this,2576,t2,1
uh,2576,t2,5
up,2576,t2,1
what,2576,t2,1
yeah,2576,t1,1
yeah,2576,t2,16
you,2576,t2,3
a,2585,t2,6
ah,2585,t1,2
another,2585,t2,1
away,2585,t2,2
baby,2585,t1,3
ball,2585,t1,2
bed,2585,t2,3
bird,2585,t1,1
bird,2585,t2,1
boop,2585,t2,2
bounce,2585,t1,3
brush,2585,t2,2
bug,2585,t2,1
bunny,2585,t2,1
can't,2585,t2,1
catch,2585,t1,5
chicken,2585,t2,2
cluck_cluck,2585,t2,4
cookie,2585,t2,2
cookies,2585,t2,2
cow,2585,t1,1
crayons,2585,t2,2
cup,2585,t2,1
daddy,2585,t2,1
does,2585,t2,1
dog,2585,t2,1
doggie,2585,t1,4
don't,2585,t2,2
done,2585,t1,1
door,2585,t2,1
down,2585,t2,1
draw,2585,t2,1
duck,2585,t1,2
e,2585,t1,2
egg,2585,t2,1
eyes,2585,t1,4
face,2585,t1,4
face,2585,t2,1
fish,2585,t1,1
franny,2585,t2,1
game,2585,t2,1
girl,2585,t2,1
go,2585,t2,1
goodbye,2585,t2,1
got,2585,t2,1
ha_ha,2585,t1,1
hands,2585,t2,1
hat,2585,t1,1
he,2585,t2,1
here,2585,t2,1
here's,2585,t2,1
hey,2585,t2,1
him,2585,t2,1
hold,2585,t2,2
i,2585,t2,15
ice,2585,t1,2
in,2585,t2,2
is,2585,t2,4
jammies,2585,t2,1
jenessa,2585,t2,1
kitty,2585,t1,2
know,2585,t2,3
let's,2585,t2,2
like,2585,t2,2
little,2585,t2,1
meow,2585,t1,1
mhm,2585,t2,2
mommy,2585,t1,8
moo,2585,t1,2
my,2585,t2,4
name,2585,t2,1
nanny,2585,t2,3
no,2585,t1,1
no,2585,t2,10
no_no,2585,t2,1
not,2585,t2,1
o,2585,t1,3
oh,2585,t1,1
oh,2585,t2,4
oh_my_goodness,2585,t2,1
okay,2585,t2,5
pail,2585,t2,1
paper,2585,t2,1
play,2585,t1,1
play,2585,t2,1
put,2585,t2,3
rabbit,2585,t1,2
rabbit,2585,t2,1
read,2585,t2,1
right,2585,t2,2
roll,2585,t1,1
s,2585,t2,1
see,2585,t2,2
shoot,2585,t2,1
sit,2585,t2,1
spoon,2585,t2,1
stones,2585,t2,1
table,2585,t2,3
that,2585,t2,11
that's,2585,t2,1
the,2585,t2,2
there,2585,t2,4
to,2585,t2,1
truck,2585,t1,1
turtle,2585,t1,3
uh,2585,t2,2
um,2585,t2,6
wanna,2585,t2,1
want,2585,t2,4
wash,2585,t2,1
way,2585,t2,2
what,2585,t2,6
window,2585,t2,1
woof,2585,t1,2
woof_woof,2585,t2,1
yay,2585,t1,1
yeah,2585,t2,5
yes,2585,t2,1
you,2585,t2,1
a,2588,t1,1
a,2588,t2,15
abbie,2588,t1,2
ah,2588,t1,1
all,2588,t1,2
all,2588,t2,1
alright,2588,t2,4
and,2588,t2,3
anymore,2588,t2,1
apple,2588,t1,2
around,2588,t2,1
at,2588,t2,3
ba,2588,t1,1
baa,2588,t1,1
baby,2588,t1,2
baby,2588,t2,2
ball,2588,t1,3
ball,2588,t2,1
be,2588,t2,1
beard,2588,t2,1
because,2588,t2,4
bed,2588,t2,3
big,2588,t2,1
blue,2588,t2,1
book,2588,t1,3
bouncing,2588,t2,1
but,2588,t2,7
butter,2588,t2,1
byebye,2588,t1,1
byebye,2588,t2,4
can,2588,t2,5
can't,2588,t2,2
chair,2588,t2,3
chairs,2588,t2,1
chickies,2588,t1,1
chocolate,2588,t2,2
clock,2588,t2,1
close,2588,t2,2
closer,2588,t2,1
coloring,2588,t2,1
come,2588,t2,2
cookie,2588,t2,2
could,2588,t2,1
crayons,2588,t2,1
crib,2588,t2,1
daddy,2588,t2,3
day,2588,t1,1
dinner,2588,t2,1
do,2588,t1,1
does,2588,t2,1
doggie,2588,t1,2
doggie,2588,t2,1
dolly,2588,t2,2
don't,2588,t2,1
drawing,2588,t2,1
duck,2588,t1,2
duckie,2588,t1,1
ducky,2588,t1,3
dunno,2588,t2,5
eat,2588,t2,6
eating,2588,t2,1
eye,2588,t2,2
eyes,2588,t2,4
food,2588,t2,2
fork,2588,t2,1
funny,2588,t1,1
get,2588,t2,1
give,2588,t2,4
go,2588,t2,3
gonna,2588,t2,6
googly,2588,t2,1
got,2588,t2,1
grandpa,2588,t2,1
guy,2588,t2,1
guy's,2588,t2,1
guys,2588,t2,2
ha,2588,t2,1
hair,2588,t2,1
has,2588,t2,1
has_to,2588,t2,2
hat,2588,t2,1
have,2588,t2,8
have_to,2588,t2,1
he,2588,t2,6
he's,2588,t2,3
hee,2588,t1,1
hee_haw,2588,t1,9
here,2588,t2,11
here's,2588,t2,1
him,2588,t2,5
his,2588,t2,3
home,2588,t2,4
hospital,2588,t2,2
house,2588,t2,2
huh,2588,t2,1
hurts,2588,t2,1
i,2588,t2,15
i'll,2588,t2,1
in,2588,t1,3
in,2588,t2,6
it,2588,t1,2
it,2588,t2,6
it's,2588,t2,1
jane,2588,t2,1
kind,2588,t1,3
kitty,2588,t1,3
lady,2588,t2,1
let's,2588,t2,3
like,2588,t2,6
little,2588,t2,4
lot,2588,t2,1
lots_of,2588,t2,1
make,2588,t2,2
mama,2588,t1,1
mama,2588,t2,1
me,2588,t2,1
meow,2588,t1,1
mhm,2588,t2,3
milk,2588,t2,1
mine,2588,t2,1
mommy,2588,t1,5
monster,2588,t2,1
mouse,2588,t2,1
much,2588,t2,1
my,2588,t2,4
need,2588,t2,2
needs,2588,t2,1
night,2588,t1,1
no,2588,t1,1
no,2588,t2,11
not,2588,t2,2
now,2588,t2,3
off,2588,t2,1
oh,2588,t2,1
oink_oink,2588,t1,2
okay,2588,t2,6
old,2588,t2,1
on,2588,t2,7
one,2588,t2,6
open,2588,t1,4
own,2588,t2,1
pillow,2588,t2,1
play,2588,t2,2
popsicle,2588,t2,1
puppet,2588,t2,4
puppets,2588,t2,3
puppy,2588,t2,1
put,2588,t2,2
quack_quack,2588,t1,1
r,2588,t2,1
red,2588,t2,2
right,2588,t1,1
right,2588,t2,5
s,2588,t2,1
she,2588,t2,3
sheep,2588,t1,1
shoes,2588,t2,2
should,2588,t2,4
sick,2588,t2,2
sit,2588,t2,5
sleeping,2588,t2,1
smile,2588,t2,1
so,2588,t2,1
some,2588,t2,7
something,2588,t2,2
soup,2588,t2,2
soupie,2588,t2,1
swimming,2588,t1,2
table,2588,t2,1
take,2588,t2,1
tape,2588,t2,1
that,2588,t2,3
that's,2588,t2,1
the,2588,t2,6
their,2588,t2,1
them,2588,t2,1
there,2588,t1,4
there,2588,t2,1
these,2588,t2,3
they,2588,t2,7
they're,2588,t1,1
they're,2588,t2,4
think,2588,t2,1
this,2588,t2,11
to,2588,t2,8
too,2588,t2,5
toothpaste,2588,t2,1
tummy,2588,t2,1
tv,2588,t1,1
two,2588,t2,1
uh,2588,t1,1
uh,2588,t2,3
uhhuh,2588,t2,1
um,2588,t2,5
up,2588,t1,1
up,2588,t2,1
wanna,2588,t2,2
want,2588,t2,2
was,2588,t2,1
way,2588,t2,1
we're,2588,t2,2
went,2588,t2,1
what,2588,t2,10
what's,2588,t2,1
where,2588,t2,3
with,2588,t2,4
woof_woof,2588,t1,1
write,2588,t1,4
yeah,2588,t1,21
yeah,2588,t2,34
you,2588,t2,7
your,2588,t2,2
ah,2591,t2,1
all,2591,t2,1
away,2591,t2,2
baby,2591,t2,1
blue,2591,t1,1
book,2591,t2,6
books,2591,t2,2
box,2591,t2,1
brush,2591,t2,2
bug,2591,t2,1
car,2591,t2,4
cat,2591,t1,1
color,2591,t2,2
colors,2591,t2,1
comb,2591,t2,3
cookie,2591,t2,1
done,2591,t2,1
down,2591,t2,2
duck,2591,t2,1
eyes,2591,t2,1
get,2591,t2,1
go,2591,t2,1
hello,2591,t2,3
help,2591,t2,4
here,2591,t2,2
house,2591,t2,3
i,2591,t2,2
it,2591,t2,2
m,2591,t1,6
me,2591,t2,4
milk,2591,t2,1
mm,2591,t1,1
mommy,2591,t2,6
more,2591,t2,2
no,2591,t1,2
no,2591,t2,6
nose,2591,t2,1
o,2591,t2,2
oh,2591,t2,1
okay,2591,t2,1
one,2591,t1,1
out,2591,t2,1
play,2591,t2,1
puppet,2591,t2,3
purple,2591,t2,6
put,2591,t2,1
show,2591,t2,1
soap,2591,t2,1
that,2591,t1,1
that,2591,t2,2
that's,2591,t2,2
the,2591,t2,3
there,2591,t2,4
three,2591,t2,1
to,2591,t2,1
too,2591,t2,1
two,2591,t2,3
um,2591,t1,1
want,2591,t2,3
what,2591,t2,2
where,2591,t2,1
yeah,2591,t1,4
yeah,2591,t2,16
yellow,2591,t2,1
yes,2591,t1,3
a,2600,t1,3
a,2600,t2,3
almost,2600,t1,1
alright,2600,t2,1
around,2600,t2,1
at,2600,t2,1
away,2600,t2,1
awoh,2600,t1,1
baa,2600,t1,1
baby,2600,t1,1
backyard,2600,t2,1
ball,2600,t1,1
because,2600,t2,1
bed,2600,t2,1
beep,2600,t1,7
book,2600,t1,3
bow_wow,2600,t1,1
box,2600,t1,6
bunny,2600,t2,1
called,2600,t2,1
camera,2600,t1,1
can,2600,t2,1
can't,2600,t2,1
car,2600,t1,3
car,2600,t2,1
chair,2600,t1,2
come,2600,t2,1
cookie_monster,2600,t2,1
cover,2600,t1,3
crayon,2600,t2,3
crayons,2600,t2,2
cup,2600,t1,1
daddy's,2600,t2,1
dirt,2600,t1,1
do,2600,t2,2
door,2600,t2,4
fork,2600,t1,2
four,2600,t1,1
french,2600,t2,1
frys,2600,t2,1
help,2600,t2,4
here,2600,t2,2
here's,2600,t2,3
hey,2600,t2,1
hop,2600,t1,1
house,2600,t2,4
huh,2600,t2,5
i,2600,t1,1
i,2600,t2,12
it,2600,t2,3
j,2600,t1,5
kid,2600,t2,1
look,2600,t2,1
look_it,2600,t2,1
lost,2600,t2,1
m,2600,t2,1
mama,2600,t1,1
me,2600,t2,4
mommy,2600,t1,2
mommy,2600,t2,3
mommy's,2600,t2,2
more,2600,t2,3
move,2600,t2,1
my,2600,t2,6
n,2600,t2,1
next,2600,t2,1
no,2600,t1,3
no,2600,t2,10
not,2600,t2,1
o,2600,t2,1
oh,2600,t1,2
oh,2600,t2,3
oink,2600,t1,1
okay,2600,t2,4
one,2600,t2,5
ooo,2600,t1,1
open,2600,t2,1
opens,2600,t2,1
out,2600,t1,2
out,2600,t2,3
outside,2600,t2,4
p,2600,t1,3
paper,2600,t1,2
pen,2600,t1,3
peoples,2600,t2,2
pig,2600,t1,1
play,2600,t2,1
present,2600,t2,2
presents,2600,t2,3
puppet,2600,t2,3
put,2600,t2,1
quack_quack,2600,t1,1
reading,2600,t2,1
school,2600,t1,1
shoe,2600,t2,1
show,2600,t2,2
t,2600,t1,2
take,2600,t2,2
ten,2600,t1,1
thank,2600,t2,1
thank_you,2600,t2,1
that,2600,t2,2
the,2600,t1,1
the,2600,t2,6
them,2600,t2,1
there,2600,t2,1
this,2600,t2,11
those,2600,t2,1
tiger,2600,t1,1
too,2600,t2,1
towel,2600,t1,2
try,2600,t2,1
tv,2600,t1,1
uack_ack,2600,t1,1
ug_ug,2600,t1,1
uh,2600,t2,1
uhuh,2600,t2,1
um,2600,t2,1
up,2600,t2,1
want,2600,t2,2
way,2600,t2,1
what,2600,t2,3
why,2600,t2,11
with,2600,t2,1
woo,2600,t1,1
yeah,2600,t1,1
yeah,2600,t2,11
yes,2600,t2,3
you,2600,t2,3
a,2618,t1,1
a,2618,t2,36
abc,2618,t1,1
again,2618,t2,3
ah,2618,t2,1
airplane,2618,t1,7
airplane,2618,t2,1
all,2618,t2,4
all_gone,2618,t1,1
all_gone,2618,t2,3
aloo,2618,t1,2
alright,2618,t2,1
an,2618,t2,1
and,2618,t1,1
and,2618,t2,3
animals,2618,t2,1
another,2618,t2,2
any,2618,t2,1
apple,2618,t1,22
apple,2618,t2,5
appledumpling,2618,t1,12
april,2618,t2,6
are,2618,t1,1
are,2618,t2,4
arm,2618,t2,1
ashoo,2618,t2,2
at,2618,t2,7
ate,2618,t1,1
away,2618,t2,1
b,2618,t2,2
baby,2618,t1,4
back,2618,t2,7
ball,2618,t1,1
bananas,2618,t2,1
basket,2618,t2,1
batter,2618,t2,1
be,2618,t2,1
bean,2618,t2,1
bear,2618,t1,5
bear,2618,t2,3
becky,2618,t1,1
becky,2618,t2,1
bed,2618,t2,1
beds,2618,t2,2
bee,2618,t2,2
bert,2618,t2,1
best,2618,t2,2
bet,2618,t2,1
better,2618,t1,1
bettylou,2618,t2,1
bicycle,2618,t2,4
big,2618,t2,13
big_bird,2618,t2,1
bike,2618,t2,3
bird,2618,t2,2
birthday,2618,t2,1
bit,2618,t1,1
bite,2618,t2,2
biting,2618,t2,2
black,2618,t1,2
blanket,2618,t2,8
blow,2618,t1,1
blue,2618,t1,2
blue,2618,t2,13
book,2618,t2,22
boots,2618,t2,2
boughted,2618,t2,1
bow_wow,2618,t2,1
boy,2618,t2,3
bring,2618,t2,2
broken,2618,t2,2
brown,2618,t1,1
brown,2618,t2,4
brushing,2618,t2,2
bubbles,2618,t2,5
bumble,2618,t2,1
burt,2618,t2,1
button,2618,t2,2
button's,2618,t2,1
buy,2618,t2,5
by,2618,t2,1
bye,2618,t1,2
bye,2618,t2,2
byebye,2618,t2,1
byebyes,2618,t2,2
c_j,2618,t1,2
camera,2618,t1,20
camera,2618,t2,20
can't,2618,t2,2
car,2618,t2,6
carl,2618,t1,4
carpet,2618,t2,1
cat,2618,t1,2
cat,2618,t2,3
chair,2618,t2,3
cheese,2618,t1,8
cheese,2618,t2,1
christmas,2618,t2,2
close,2618,t2,3
closed,2618,t2,1
cloth,2618,t2,2
clouds,2618,t2,1
cmon,2618,t2,1
coat,2618,t2,1
cold,2618,t2,7
color,2618,t1,1
coloring,2618,t1,1
come,2618,t2,3
conol,2618,t1,1
cookie,2618,t1,4
cookie,2618,t2,4
cookie_monster,2618,t2,14
could,2618,t2,1
count,2618,t1,1
count,2618,t2,4
cow,2618,t2,2
cup,2618,t1,7
cup,2618,t2,1
cupboard,2618,t1,2
cute,2618,t2,1
dark,2618,t2,3
did,2618,t2,7
didn't,2618,t2,1
dirty,2618,t1,1
dirty,2618,t2,1
do,2618,t2,7
does,2618,t2,1
dog,2618,t1,2
dog,2618,t2,1
doggie,2618,t1,12
doggie,2618,t2,3
don't,2618,t2,14
done,2618,t1,3
done,2618,t2,2
donkey_kong,2618,t1,1
door,2618,t2,3
down,2618,t1,1
down,2618,t2,6
drink,2618,t2,2
ear,2618,t2,2
easter,2618,t2,1
eat,2618,t1,1
egg,2618,t2,3
er,2618,t2,1
ernie,2618,t2,8
excuse,2618,t2,1
eye,2618,t1,4
eyes,2618,t2,14
fall,2618,t2,3
far,2618,t2,1
fat,2618,t1,1
favorite,2618,t1,1
feel,2618,t2,10
fell,2618,t2,3
find,2618,t2,2
fire,2618,t2,1
fish,2618,t2,1
five,2618,t1,6
fix,2618,t1,1
fix,2618,t2,2
floor,2618,t1,1
flower,2618,t2,1
foot,2618,t1,4
for,2618,t2,1
four,2618,t1,1
friend,2618,t1,1
frog,2618,t2,1
funny,2618,t1,5
funny,2618,t2,1
game,2618,t2,2
garfield,2618,t1,11
garfield,2618,t2,2
gave,2618,t2,1
get,2618,t1,2
get,2618,t2,8
girl,2618,t2,2
give,2618,t1,2
give,2618,t2,3
go,2618,t2,9
goat,2618,t2,1
gone,2618,t2,4
gonna,2618,t2,1
good,2618,t2,10
goodbye,2618,t2,3
goose,2618,t2,1
got,2618,t2,6
grandma,2618,t1,1
grandma,2618,t2,2
grandma's,2618,t1,1
grape,2618,t2,4
green,2618,t1,5
green,2618,t2,8
grey,2618,t2,2
grover,2618,t2,1
had,2618,t2,1
hair,2618,t1,3
hair,2618,t2,1
hairy_monster,2618,t2,1
half,2618,t2,1
hamburger,2618,t2,1
hand,2618,t1,3
hand,2618,t2,4
has,2618,t2,6
hat,2618,t2,1
have,2618,t2,7
he,2618,t1,3
he,2618,t2,5
he's,2618,t2,2
hear,2618,t2,1
heart,2618,t2,5
hee,2618,t1,1
hee_haw,2618,t2,1
hello,2618,t2,3
help,2618,t2,1
hemlock,2618,t2,1
here,2618,t1,7
here,2618,t2,17
here's,2618,t2,4
hey,2618,t2,1
hi,2618,t2,22
hide,2618,t1,1
hiding,2618,t1,2
him,2618,t2,3
his,2618,t2,7
ho,2618,t1,1
hold,2618,t1,7
hold,2618,t2,7
hoo_hoot,2618,t2,1
hoot,2618,t2,2
hout,2618,t2,1
huh,2618,t1,2
hum,2618,t1,10
hurt,2618,t2,1
hurts,2618,t2,1
i,2618,t1,2
i,2618,t2,48
i'd,2618,t2,1
icky,2618,t1,1
in,2618,t2,8
is,2618,t2,12
it,2618,t1,11
it,2618,t2,31
it's,2618,t2,3
jam,2618,t2,3
jelly,2618,t2,1
job,2618,t2,1
josina,2618,t2,1
juice,2618,t1,7
juice,2618,t2,16
jump,2618,t1,4
ka_kag,2618,t2,1
keek,2618,t2,1
kiki,2618,t1,1
kinda,2618,t2,1
kiss,2618,t2,1
kitchen,2618,t1,2
kitty,2618,t1,2
knock,2618,t2,1
kobi,2618,t1,3
laugh,2618,t2,1
lemonade,2618,t2,1
let's,2618,t2,1
letter,2618,t2,2
letters,2618,t2,3
light,2618,t2,3
like,2618,t2,2
little,2618,t2,1
look,2618,t1,1
look,2618,t2,7
love,2618,t2,1
loyal,2618,t1,3
maa,2618,t2,2
make,2618,t2,9
man,2618,t2,1
mark,2618,t2,1
mary,2618,t2,1
matthew,2618,t2,4
matthew's,2618,t2,1
me,2618,t1,2
me,2618,t2,11
mess,2618,t2,2
messy,2618,t1,2
messy,2618,t2,1
miaw,2618,t2,2
mine,2618,t2,2
mm,2618,t1,1
mommie,2618,t2,4
mommie's,2618,t2,1
mommy,2618,t1,8
mommy,2618,t2,14
mommy's,2618,t2,2
moo,2618,t2,3
moo_moo,2618,t2,1
moopy,2618,t1,2
more,2618,t1,3
more,2618,t2,1
move,2618,t2,5
music,2618,t2,1
must,2618,t2,5
my,2618,t1,2
my,2618,t2,11
nah,2618,t1,1
