word,target_child_id,tbin,n
peeing,3658,t2,1
peeling,3658,t2,1
peepee,3658,t1,2
pelican,3658,t2,1
pencil,3658,t1,2
pengams,3658,t1,7
penguin,3658,t1,7
penguin,3658,t2,1
penguins,3658,t1,6
pentagon,3658,t1,13
people,3658,t1,3
people,3658,t2,7
pepper,3658,t1,2
persey's,3658,t1,4
person,3658,t1,13
person,3658,t2,3
person's,3658,t1,4
persons,3658,t1,3
petting,3658,t2,1
pew,3658,t1,2
philadelphia,3658,t2,2
philip's,3658,t2,1
phone,3658,t1,1
phooey,3658,t1,2
photograph,3658,t1,3
photographs,3658,t1,1
piano,3658,t1,4
pick,3658,t1,6
pick,3658,t2,13
picked,3658,t2,1
picker,3658,t2,3
picking,3658,t2,3
picnic,3658,t1,15
picture,3658,t1,19
picture,3658,t2,19
pictures,3658,t1,18
pictures,3658,t2,2
pie,3658,t1,2
piece,3658,t1,7
piece,3658,t2,20
pieces,3658,t1,11
pieces,3658,t2,6
pig,3658,t1,55
pig,3658,t2,8
piglet,3658,t1,2
pigs,3658,t2,4
pile,3658,t1,4
pile,3658,t2,4
pillow,3658,t2,3
pillows,3658,t2,3
pin,3658,t1,2
pin,3658,t2,2
pinch,3658,t2,3
pinches,3658,t2,1
pinching,3658,t2,1
pine,3658,t1,1
pine,3658,t2,2
pineapple,3658,t1,2
ping,3658,t1,2
pink,3658,t1,5
pink,3658,t2,2
pins,3658,t2,2
pipe,3658,t2,1
pipes,3658,t2,1
pizza,3658,t1,6
pizza,3658,t2,1
place,3658,t1,8
place,3658,t2,2
plain,3658,t1,2
plain,3658,t2,3
plane,3658,t1,1
plane,3658,t2,2
plant,3658,t2,9
plant's,3658,t2,1
planted,3658,t2,4
planting,3658,t1,1
plants,3658,t1,1
plants,3658,t2,1
plastic,3658,t2,5
plate,3658,t2,11
play,3658,t1,62
play,3658,t2,38
played,3658,t2,1
player,3658,t2,4
playground,3658,t1,2
playing,3658,t1,16
playing,3658,t2,14
playpen,3658,t1,1
plays,3658,t2,1
please,3658,t2,1
plop,3658,t1,1
plop,3658,t2,1
plowing,3658,t2,1
plums,3658,t1,2
pocket,3658,t1,1
pocket,3658,t2,1
pockets,3658,t2,1
pointy,3658,t1,1
poke,3658,t2,3
polar,3658,t1,3
polar,3658,t2,7
pole,3658,t1,3
pole,3658,t2,5
police,3658,t2,5
policeman,3658,t1,3
policemen,3658,t2,1
polka,3658,t1,1
polly,3658,t1,2
pond,3658,t1,8
pond,3658,t2,3
ponies,3658,t2,1
pony,3658,t1,6
pony,3658,t2,3
poo,3658,t1,2
pooh,3658,t1,24
pool,3658,t2,3
poop,3658,t1,1
poop,3658,t2,39
pooped,3658,t2,3
pooping,3658,t2,1
poops,3658,t2,4
poopy,3658,t1,2
poor,3658,t1,2
poor,3658,t2,2
pop,3658,t1,22
pop,3658,t2,4
pope,3658,t2,3
poppa,3658,t1,1
poppa_bear,3658,t1,1
popping,3658,t1,3
porning,3658,t2,1
porridge,3658,t1,16
porridge,3658,t2,1
portishead,3658,t2,3
pose,3658,t2,1
posies,3658,t2,3
positively,3658,t1,1
pot,3658,t1,3
pot,3658,t2,5
potato,3658,t1,7
potato,3658,t2,1
potato's,3658,t1,2
potatoes,3658,t2,3
potties,3658,t2,3
potty,3658,t2,37
pouch,3658,t1,1
pour,3658,t1,1
pour,3658,t2,6
poured,3658,t2,1
powder,3658,t2,2
power,3658,t2,1
pranced,3658,t2,1
pranilla,3658,t2,2
present,3658,t1,10
present,3658,t2,33
presents,3658,t1,2
presents,3658,t2,6
president,3658,t2,2
pressing,3658,t2,2
pretend,3658,t1,15
pretend,3658,t2,11
pretending,3658,t1,8
pretending,3658,t2,11
pretends,3658,t1,1
pretty,3658,t1,1
pretty,3658,t2,1
princess,3658,t1,1
protect,3658,t2,1
pteranodon,3658,t1,2
pudding,3658,t1,1
pudding,3658,t2,3
puffed,3658,t1,3
pulling,3658,t2,2
pumpkin,3658,t1,1
pung,3658,t2,2
punjabi,3658,t1,7
puppy,3658,t1,3
puppy,3658,t2,3
purple,3658,t1,4
purple,3658,t2,2
purpose,3658,t2,1
purse,3658,t1,1
push,3658,t2,8
pushed,3658,t2,1
pushing,3658,t1,1
pushing,3658,t2,6
put,3658,t1,110
put,3658,t2,115
putting,3658,t1,22
putting,3658,t2,27
puzzle,3658,t1,17
puzzle,3658,t2,8
q,3658,t1,3
quat,3658,t1,3
quickly,3658,t2,1
quilt,3658,t1,5
r,3658,t1,3
rabbit,3658,t1,10
rabbit,3658,t2,22
rabbit's,3658,t1,1
raccoon,3658,t1,10
raccoon,3658,t2,5
raccoons,3658,t1,1
race,3658,t2,1
rack,3658,t1,1
rack,3658,t2,1
racoon,3658,t1,1
radido,3658,t2,7
radio,3658,t1,9
radio,3658,t2,3
radio's,3658,t1,1
rag,3658,t1,3
railing,3658,t1,1
rain,3658,t1,1
rain,3658,t2,7
raining,3658,t1,9
raining,3658,t2,4
raisin,3658,t1,2
raisin,3658,t2,1
raisins,3658,t2,2
rake,3658,t1,15
rake,3658,t2,1
raked,3658,t1,1
raking,3658,t1,5
rapunzel,3658,t1,21
rapunzel's,3658,t1,1
rascal,3658,t1,1
rats,3658,t1,2
rats,3658,t2,2
rattle,3658,t2,2
rawring,3658,t2,6
reach,3658,t2,1
read,3658,t1,101
read,3658,t2,39
reading,3658,t1,2
reading,3658,t2,9
reads,3658,t2,1
ready,3658,t1,4
ready,3658,t2,5
real,3658,t1,2
real,3658,t2,1
realize,3658,t1,1
really,3658,t1,3
really,3658,t2,8
rectangle,3658,t1,1
recycling,3658,t2,1
red,3658,t1,9
red,3658,t2,11
register,3658,t1,1
regular,3658,t1,1
regular,3658,t2,1
remarkable,3658,t2,4
remember,3658,t1,6
remember,3658,t2,1
remembers,3658,t2,1
reptile,3658,t1,1
rest,3658,t1,3
rest,3658,t2,1
restaurant,3658,t1,1
restaurant,3658,t2,3
resting,3658,t1,2
retired,3658,t2,7
returned,3658,t1,1
rhinoceros,3658,t1,1
rhyme,3658,t1,1
rhyming,3658,t1,1
ribbit,3658,t1,2
ribbon,3658,t1,3
ribbon,3658,t2,1
ribbons,3658,t1,2
rice,3658,t1,2
rice,3658,t2,5
rid,3658,t2,1
ride,3658,t1,3
ride,3658,t2,3
riding,3658,t2,1
right,3658,t1,8
right,3658,t2,9
ring,3658,t2,8
ringing,3658,t2,1
rings,3658,t1,1
ripe,3658,t1,6
ripe,3658,t2,2
rise,3658,t2,1
rising,3658,t2,1
river,3658,t1,2
road,3658,t1,1
road,3658,t2,1
roar,3658,t1,1
roar,3658,t2,5
roars,3658,t2,1
robin,3658,t1,5
robin,3658,t2,5
robins,3658,t1,3
robins,3658,t2,2
rock,3658,t1,1
rock,3658,t2,2
rocking,3658,t1,8
rocking,3658,t2,1
rocks,3658,t1,4
rocks,3658,t2,3
roll,3658,t1,2
roll,3658,t2,8
rolled,3658,t2,4
rolling,3658,t1,11
rolling,3658,t2,3
romeo,3658,t1,4
roo,3658,t1,7
roof,3658,t1,1
roof,3658,t2,1
room,3658,t1,19
room,3658,t2,8
rooster,3658,t2,5
roosting,3658,t2,1
rope,3658,t1,1
rose,3658,t2,2
rosebud,3658,t2,1
rosemary,3658,t1,6
rosie,3658,t2,7
rosies,3658,t2,1
rosy,3658,t1,3
round,3658,t1,3
round,3658,t2,5
row,3658,t2,1
rubber,3658,t1,4
rubbing,3658,t1,4
ruby,3658,t1,6
ruby,3658,t2,1
ruby's,3658,t1,2
rug,3658,t1,9
rug,3658,t2,1
rule,3658,t2,2
rumble,3658,t1,6
run,3658,t1,8
run,3658,t2,1
runaway,3658,t2,1
running,3658,t2,3
runny,3658,t2,1
rushing,3658,t1,3
s,3658,t1,3
s,3658,t2,3
sad,3658,t2,1
safe,3658,t1,5
said,3658,t1,17
said,3658,t2,30
sal,3658,t2,5
salamanders,3658,t1,4
sale,3658,t1,2
sally,3658,t1,38
sally,3658,t2,8
sally_bally's,3658,t1,1
sally's,3658,t1,5
salmon,3658,t2,12
salt,3658,t2,1
salty,3658,t1,3
salty,3658,t2,8
salwar,3658,t1,2
sam,3658,t1,2
sam,3658,t2,1
sam's,3658,t2,3
same,3658,t1,3
same,3658,t2,3
sand,3658,t1,2
sand,3658,t2,3
sandals,3658,t2,2
sandwiches,3658,t2,1
sandy,3658,t1,1
santa,3658,t1,1
santa,3658,t2,1
saturday,3658,t1,1
sauce,3658,t1,7
sauce,3658,t2,18
sausage,3658,t2,3
sausages,3658,t2,1
save,3658,t2,3
saving,3658,t2,1
saw,3658,t1,11
saw,3658,t2,10
sawelly,3658,t1,2
say,3658,t1,14
say,3658,t2,42
saying,3658,t2,15
says,3658,t1,27
says,3658,t2,27
scale,3658,t1,2
scallop,3658,t1,6
scar,3658,t1,1
scar_face,3658,t1,2
scare,3658,t1,1
scare,3658,t2,1
scared,3658,t2,10
scary,3658,t2,3
scene,3658,t2,1
school,3658,t1,2
school,3658,t2,2
science,3658,t2,1
scissors,3658,t1,1
sclaimed,3658,t2,2
sclaiming,3658,t2,3
sclot,3658,t1,2
scoop,3658,t1,3
scramble,3658,t2,1
scrambling,3658,t2,2
scrape,3658,t2,2
scraping,3658,t2,1
scratch,3658,t1,1
screaming,3658,t2,4
screwdriver,3658,t2,1
screwing,3658,t2,2
screws,3658,t2,2
scrubbed,3658,t2,1
scrubbing,3658,t1,1
scrubbing,3658,t2,1
scrubby,3658,t2,2
scrumptious,3658,t1,1
sea,3658,t1,3
seagull,3658,t2,1
seahorse,3658,t2,1
seasons,3658,t2,3
seat,3658,t1,1
seat,3658,t2,6
seatbelt,3658,t1,1
seatbelt,3658,t2,10
secret,3658,t1,5
see,3658,t1,48
see,3658,t2,65
seed,3658,t2,1
seeds,3658,t1,6
seeds,3658,t2,12
seein,3658,t2,1
seeing,3658,t2,2
seems,3658,t1,2
seen,3658,t1,9
seen,3658,t2,4
sees,3658,t1,3
sees,3658,t2,3
seesaw,3658,t1,5
send,3658,t2,2
sending,3658,t2,1
sent,3658,t2,1
sentence,3658,t1,1
sentences,3658,t1,1
sentences,3658,t2,1
serengeti,3658,t2,1
sergeant,3658,t1,14
serious,3658,t2,1
sesame,3658,t1,8
sesame,3658,t2,1
set,3658,t1,1
settle,3658,t2,1
seven,3658,t1,3
seven,3658,t2,3
sewed,3658,t2,1
shake,3658,t2,2
shaking,3658,t1,1
shaking,3658,t2,3
shape,3658,t2,5
shapes,3658,t1,2
shark,3658,t1,7
sharp,3658,t1,3
sharp,3658,t2,1
shaving,3658,t2,1
she,3658,t1,210
she,3658,t2,125
she'd,3658,t1,1
she's,3658,t1,107
she's,3658,t2,57
sheep,3658,t1,1
sheep,3658,t2,7
sheeps,3658,t1,1
sheets,3658,t1,1
sheets,3658,t2,1
shelf,3658,t1,1
shell,3658,t1,11
ship,3658,t2,2
ships,3658,t2,2
shirley,3658,t1,6
shirt,3658,t1,20
shirt,3658,t2,14
shirts,3658,t1,1
shivering,3658,t1,1
shoe,3658,t2,7
shoes,3658,t1,5
shoes,3658,t2,10
shoo,3658,t2,1
shooed,3658,t2,1
shooing,3658,t2,4
shopping,3658,t1,1
shopping,3658,t2,1
short,3658,t2,2
shorter,3658,t2,1
should,3658,t1,5
should,3658,t2,7
shouldn't,3658,t2,1
shout,3658,t1,1
shovel,3658,t1,5
shovel,3658,t2,1
show,3658,t1,2
show,3658,t2,1
showed,3658,t2,1
shower,3658,t1,3
shower,3658,t2,4
showing,3658,t1,2
showing,3658,t2,1
shut,3658,t2,2
shy,3658,t2,2
sick,3658,t1,5
sick,3658,t2,4
side,3658,t1,8
side,3658,t2,3
sides,3658,t1,1
sign,3658,t2,1
siken,3658,t2,1
silly,3658,t1,6
silly,3658,t2,6
silver,3658,t1,3
silverware,3658,t2,1
sing,3658,t1,12
sing,3658,t2,6
singing,3658,t1,9
singing,3658,t2,1
sings,3658,t1,5
sink,3658,t1,4
sink,3658,t2,2
sinking,3658,t2,1
sip,3658,t2,1
sippy,3658,t1,1
sippy,3658,t2,5
siren,3658,t1,2
siren,3658,t2,2
sister,3658,t2,5
sit,3658,t1,21
sit,3658,t2,29
sits,3658,t1,1
sits,3658,t2,3
sitters,3658,t1,1
sitting,3658,t1,24
sitting,3658,t2,15
six,3658,t1,3
six,3658,t2,6
size,3658,t1,1
skageeska_bear,3658,t2,3
skipped,3658,t1,5
skipped,3658,t2,3
skunk,3658,t1,1
sky,3658,t1,2
sky,3658,t2,1
slapping,3658,t2,1
sled,3658,t2,5
sleeky_bear,3658,t2,1
sleep,3658,t1,14
sleep,3658,t2,10
sleeping,3658,t1,9
sleeping,3658,t2,8
sleeps,3658,t2,1
sleepy,3658,t1,32
sleepy,3658,t2,61
sleepy's,3658,t1,1
sleepy's,3658,t2,2
sleeve,3658,t1,3
slice,3658,t1,1
sliced,3658,t2,1
slicing,3658,t1,1
slide,3658,t1,14
slide,3658,t2,5
slides,3658,t1,1
sliding,3658,t1,2
sling,3658,t2,3
slip,3658,t2,1
slipped,3658,t1,1
slippers,3658,t2,1
slippery,3658,t1,5
slippery,3658,t2,1
slippin,3658,t2,1
slipping,3658,t2,2
slither,3658,t2,1
slow,3658,t1,1
slug,3658,t1,1
slugged,3658,t1,1
small,3658,t1,3
small,3658,t2,3
smaller,3658,t1,1
smaller,3658,t2,2
smashing,3658,t2,1
smell,3658,t2,14
smelling,3658,t2,2
smells,3658,t2,5
smommy,3658,t2,2
smoothie,3658,t2,42
smoothie's,3658,t2,1
smushing,3658,t2,1
snack,3658,t2,5
snacks,3658,t2,1
snake,3658,t1,50
snake,3658,t2,6
snake's,3658,t2,3
snakes,3658,t1,1
snakes,3658,t2,1
sneaking,3658,t1,2
sniffs,3658,t2,1
snip,3658,t2,1
snow,3658,t1,8
snow,3658,t2,16
snowball,3658,t2,1
snowballs,3658,t2,1
snowman's,3658,t1,1
snowplow,3658,t2,1
snuggle,3658,t1,66
snuggling,3658,t1,3
so,3658,t1,5
so,3658,t2,40
soaftie,3658,t2,3
soaka,3658,t2,1
soaking,3658,t2,1
soaky,3658,t2,1
soap,3658,t1,2
soap,3658,t2,4
soaping,3658,t1,1
soapy,3658,t2,1
sock,3658,t2,7
socks,3658,t1,7
socks,3658,t2,4
soda,3658,t2,1
sofa,3658,t1,1
sofa,3658,t2,1
soft,3658,t1,1
soggy,3658,t1,1
some,3658,t1,98
some,3658,t2,136
somebody,3658,t1,14
somebody,3658,t2,7
somebody's,3658,t1,8
somebody's,3658,t2,4
someone,3658,t1,1
someone,3658,t2,10
someone's,3658,t2,5
somersault,3658,t1,4
somersaults,3658,t1,2
something,3658,t1,20
something,3658,t2,51
something's,3658,t1,2
sometimes,3658,t1,2
sometimes,3658,t2,2
somewhere,3658,t1,10
somewhere,3658,t2,5
song,3658,t1,28
song,3658,t2,18
songs,3658,t1,1
sonya,3658,t2,1
sort,3658,t1,1
sort,3658,t2,2
sound,3658,t1,2
sound,3658,t2,6
sounds,3658,t2,4
soup,3658,t1,3
soup,3658,t2,3
sour,3658,t2,4
south,3658,t2,2
soy,3658,t1,2
space,3658,t1,10
space,3658,t2,3
spaghetti,3658,t2,4
sparkle,3658,t1,1
spatula,3658,t1,2
special,3658,t1,2
special,3658,t2,2
speed,3658,t2,2
spell,3658,t1,31
spell,3658,t2,2
spelled,3658,t1,1
spelling,3658,t1,1
spells,3658,t1,7
spells,3658,t2,1
spend,3658,t2,1
spice,3658,t2,1
spices,3658,t2,1
spicy,3658,t2,3
spider,3658,t1,13
spider's,3658,t2,1
spiders,3658,t2,1
spidersaurus,3658,t1,4
spilled,3658,t1,2
spilled,3658,t2,4
spin,3658,t1,2
spin,3658,t2,4
spinach,3658,t2,3
spinosaurus,3658,t1,3
spit,3658,t1,4
spitting,3658,t1,2
splash,3658,t1,1
spoon,3658,t1,17
spoon,3658,t2,15
spot,3658,t1,47
spot,3658,t2,2
spot's,3658,t1,1
spots,3658,t1,5
spots,3658,t2,1
spotty,3658,t1,1
spray,3658,t1,2
spray,3658,t2,2
spraying,3658,t1,1
spy,3658,t2,1
square,3658,t1,1
square,3658,t2,1
squares,3658,t1,3
squash,3658,t1,4
squash,3658,t2,1
squashed,3658,t2,2
squashing,3658,t2,2
squeak,3658,t1,2
squeak,3658,t2,5
squeeze,3658,t1,3
squeezed,3658,t2,1
squeezing,3658,t2,4
squigglies,3658,t1,1
squirrel,3658,t1,2
squirrel,3658,t2,1
squirrel's,3658,t1,1
squirrels,3658,t2,3
squirter,3658,t1,1
ss,3658,t2,20
stabilize,3658,t2,10
stabilized,3658,t2,1
stabilizing,3658,t2,3
stable,3658,t2,12
staff,3658,t1,3
staff,3658,t2,1
stains,3658,t2,1
stairs,3658,t1,5
stake,3658,t2,1
stale,3658,t2,1
stamp,3658,t1,4
stamps,3658,t1,2
stand,3658,t1,5
stand,3658,t2,7
standing,3658,t1,8
stands,3658,t2,6
star,3658,t1,2
starfish,3658,t1,1
staring,3658,t1,1
stars,3658,t1,2
stars,3658,t2,1
start,3658,t2,2
started,3658,t2,1
starts,3658,t2,1
station,3658,t1,5
station,3658,t2,3
statue,3658,t2,2
stay,3658,t1,2
stay,3658,t2,5
staying,3658,t1,1
staying,3658,t2,3
steak,3658,t2,1
stealed,3658,t2,1
steam,3658,t1,1
steam,3658,t2,2
steaming,3658,t2,1
stem,3658,t2,3
stems,3658,t2,4
step,3658,t2,6
stepping,3658,t1,1
stepping,3658,t2,4
stew,3658,t1,10
stew,3658,t2,1
stick,3658,t1,2
stick,3658,t2,1
sticker,3658,t1,19
sticker,3658,t2,13
stickers,3658,t2,7
sticking,3658,t1,2
sticking,3658,t2,3
sticks,3658,t1,3
sticks,3658,t2,1
sticky,3658,t1,9
sticky,3658,t2,3
still,3658,t1,7
still,3658,t2,9
stitch,3658,t2,1
stocking,3658,t1,2
stomp,3658,t1,1
stool,3658,t1,7
stool,3658,t2,4
stop,3658,t1,2
stop,3658,t2,4
stopping,3658,t2,1
stops,3658,t1,1
store,3658,t1,6
store,3658,t2,12
stores,3658,t1,1
stories,3658,t2,2
story,3658,t1,10
story,3658,t2,8
stove,3658,t1,1
stove,3658,t2,1
straight,3658,t1,2
straighten,3658,t2,1
straightening,3658,t2,2
straw,3658,t1,3
straw,3658,t2,1
strawberries,3658,t1,2
strawberries,3658,t2,2
strawberry,3658,t2,5
straws,3658,t1,11
stream,3658,t2,3
street,3658,t2,2
striped,3658,t1,1
stroller,3658,t1,3
stroller,3658,t2,2
strong,3658,t2,1
stuck,3658,t1,5
stuck,3658,t2,3
stuff,3658,t1,3
stuff,3658,t2,5
stuffed,3658,t2,1
stump,3658,t1,1
sue,3658,t2,1
sugar,3658,t2,1
suit,3658,t1,6
suit,3658,t2,2
suitcase,3658,t2,1
summer,3658,t1,12
sun,3658,t1,5
sun,3658,t2,1
sunflower,3658,t1,2
sunset,3658,t1,3
super,3658,t1,1
supper,3658,t1,3
supper,3658,t2,1
supposed,3658,t2,3
sure,3658,t1,2
sure,3658,t2,3
susie,3658,t1,2
suzy,3658,t1,1
swallow,3658,t2,1
swallowing,3658,t2,1
swamp_thing,3658,t2,1
sweet,3658,t1,5
sweet,3658,t2,3
sweetie,3658,t2,1
swim,3658,t1,6
swim,3658,t2,1
swimming,3658,t1,3
swimming,3658,t2,4
swimsuit,3658,t2,3
swimsuits,3658,t1,1
swing,3658,t1,4
swing,3658,t2,1
sword,3658,t2,1
syrup,3658,t1,1
t,3658,t1,1
t,3658,t2,4
table,3658,t1,19
table,3658,t2,9
tablecloth,3658,t2,1
tables,3658,t1,1
taddy,3658,t2,1
tag,3658,t1,1
tagged,3658,t1,2
tags,3658,t1,1
tahoe,3658,t1,1
tahoe,3658,t2,1
tail,3658,t1,21
tail,3658,t2,5
tails,3658,t2,1
tajumbidi,3658,t1,1
tajumbuddy,3658,t1,1
take,3658,t1,56
take,3658,t2,53
taking,3658,t1,18
taking,3658,t2,21
talk,3658,t1,8
talk,3658,t2,8
talkie,3658,t1,2
talking,3658,t1,10
talking,3658,t2,6
tall,3658,t2,2
talulah,3658,t2,1
tangle,3658,t1,1
tank,3658,t2,1
tantrum,3658,t2,1
tape,3658,t1,9
tape,3658,t2,9
taste,3658,t2,2
tasted,3658,t2,2
tastes,3658,t2,3
tasting,3658,t2,1
tea,3658,t1,4
tea,3658,t2,1
teacher,3658,t1,1
teacher,3658,t2,1
teaching,3658,t2,4
teal,3658,t2,1
ted,3658,t2,1
ted's,3658,t1,1
teddy,3658,t1,2
teddy,3658,t2,3
teenager,3658,t2,1
teeny,3658,t1,4
teeth,3658,t1,2
teeth,3658,t2,10
telephone,3658,t1,1
telephone,3658,t2,1
telephones,3658,t2,2
television,3658,t2,1
tell,3658,t1,1
tell,3658,t2,10
telling,3658,t2,3
ten,3658,t1,3
ten,3658,t2,2
tennis,3658,t1,2
tentagon,3658,t1,16
testing,3658,t1,1
than,3658,t1,3
than,3658,t2,6
thank,3658,t1,1
thank,3658,t2,3
that,3658,t1,510
that,3658,t2,444
that's,3658,t1,172
that's,3658,t2,153
thayer,3658,t1,1
the,3658,t1,1280
the,3658,t2,1344
their,3658,t1,9
their,3658,t2,19
them,3658,t1,63
them,3658,t2,57
theme,3658,t2,1
themself,3658,t2,1
themselves,3658,t2,1
then,3658,t1,10
then,3658,t2,22
there,3658,t1,457
there,3658,t2,183
there's,3658,t1,72
there's,3658,t2,96
these,3658,t1,17
these,3658,t2,9
they,3658,t1,96
they,3658,t2,130
they'll,3658,t1,1
they're,3658,t1,36
they're,3658,t2,31
thicker,3658,t2,1
thigh,3658,t2,1
thing,3658,t1,3
thing,3658,t2,16
thingamajig,3658,t1,1
things,3658,t1,10
things,3658,t2,14
think,3658,t1,97
think,3658,t2,337
thinking,3658,t2,3
thinks,3658,t2,3
third,3658,t2,1
thirsty,3658,t2,1
this,3658,t1,126
this,3658,t2,255
this'll,3658,t1,1
this'll,3658,t2,2
thora,3658,t2,1
those,3658,t1,45
those,3658,t2,43
thought,3658,t2,12
three,3658,t1,8
three,3658,t2,13
throated,3658,t2,1
through,3658,t2,9
throw,3658,t1,3
throw,3658,t2,3
throwing,3658,t1,3
throwing,3658,t2,3
throws,3658,t2,1
thud,3658,t2,1
thumb,3658,t1,2
thunder,3658,t2,6
thwack,3658,t2,2
thwacking,3658,t2,1
tibble,3658,t1,3
tibble,3658,t2,3
tick,3658,t1,1
tick,3658,t2,5
ticker,3658,t1,2
tickle,3658,t1,1
ticklish,3658,t2,2
tide,3658,t2,2
tie,3658,t1,2
tie,3658,t2,5
tied,3658,t2,1
tiger,3658,t1,5
tigger,3658,t1,28
tigger,3658,t2,2
tight,3658,t1,1
tika,3658,t2,6
til,3658,t1,1
time,3658,t1,14
time,3658,t2,39
timmy,3658,t2,2
timothy,3658,t1,1
tina,3658,t2,1
tiny,3658,t1,1
tiny,3658,t2,5
tip,3658,t1,3
tired,3658,t1,2
tired,3658,t2,1
tissue,3658,t1,1
to,3658,t1,300
to,3658,t2,719
toad,3658,t1,1
toast,3658,t1,5
toast,3658,t2,5
toasted,3658,t2,2
toaster,3658,t2,1
tock,3658,t2,4
today,3658,t1,14
today,3658,t2,3
toddler,3658,t1,3
toddler,3658,t2,17
toddler's,3658,t2,3
toe,3658,t1,5
toe,3658,t2,1
toes,3658,t1,10
toes,3658,t2,2
tofu,3658,t1,1
tofu,3658,t2,1
together,3658,t1,3
together,3658,t2,7
toilet,3658,t2,2
tomato,3658,t1,10
tomato,3658,t2,20
tomatoes,3658,t1,1
tomatoes,3658,t2,4
tommy,3658,t2,3
tomorrow,3658,t1,1
tongue,3658,t1,2
tonight,3658,t1,2
tonight,3658,t2,4
too,3658,t1,13
too,3658,t2,32
took,3658,t1,3
took,3658,t2,9
tool,3658,t1,13
tooth,3658,t2,2
toothache,3658,t2,3
toothbrush,3658,t2,2
top,3658,t1,3
top,3658,t2,24
toucan,3658,t1,2
touch,3658,t1,1
touch,3658,t2,4
touched,3658,t1,4
touching,3658,t2,7
towel,3658,t1,23
towel,3658,t2,8
tower,3658,t1,5
tower,3658,t2,6
toy,3658,t1,11
toy,3658,t2,3
toys,3658,t1,6
toys,3658,t2,1
toystore,3658,t2,1
trace,3658,t1,1
track,3658,t1,2
tractor,3658,t1,15
tractor,3658,t2,3
tractors,3658,t1,1
train,3658,t1,29
trains,3658,t1,13
trape,3658,t1,1
trapeboid,3658,t1,2
trapecoid,3658,t1,2
trapegoid,3658,t1,7
trapemoid,3658,t1,6
trapeod,3658,t1,3
trapepoid,3658,t1,3
trapetoid,3658,t1,3
trapezoid,3658,t1,13
trappoid,3658,t1,1
tray,3658,t1,1
tray,3658,t2,2
treasure,3658,t2,1
treat,3658,t1,2
treating,3658,t1,1
tree,3658,t1,17
tree,3658,t2,8
trees,3658,t1,1
trees,3658,t2,1
triangle,3658,t1,12
triangle,3658,t2,2
triangly,3658,t1,1
triceratops,3658,t1,2
trick,3658,t1,3
tried,3658,t1,1
tries,3658,t2,1
trombone,3658,t1,5
trouble,3658,t2,4
trout,3658,t2,1
truck,3658,t1,2
truck,3658,t2,13
trucks,3658,t1,1
trucks,3658,t2,1
trunk,3658,t1,2
trunk,3658,t2,1
try,3658,t1,15
try,3658,t2,11
tryin,3658,t2,1
trying,3658,t1,10
trying,3658,t2,50
tub,3658,t2,3
tucking,3658,t1,1
tucks,3658,t1,1
tug,3658,t2,2
tugging,3658,t2,1
tulips,3658,t2,1
tumbled,3658,t2,1
tumbling,3658,t2,2
tummy,3658,t1,3
tummy,3658,t2,3
tunnel,3658,t1,1
tunnel,3658,t2,1
turkey,3658,t1,17
turkey's,3658,t1,1
turkeys,3658,t1,17
turn,3658,t1,36
turn,3658,t2,8
turtle,3658,t1,12
turtle,3658,t2,2
turtles,3658,t1,2
tv,3658,t2,3
tweet,3658,t1,16
tweet,3658,t2,24
tweety,3658,t1,2
twelve,3658,t2,1
twig,3658,t2,2
twigs,3658,t1,3
twigs,3658,t2,1
twine,3658,t2,8
twins,3658,t1,1
twins,3658,t2,4
two,3658,t1,15
two,3658,t2,24
tyler,3658,t1,5
u,3658,t1,1
u,3658,t2,2
uh,3658,t1,14
uh,3658,t2,6
uhhh,3658,t2,1
uhhuh,3658,t1,3
uhhuh,3658,t2,1
um,3658,t1,9
um,3658,t2,5
umbrella,3658,t1,2
umbrella,3658,t2,6
umbrellas,3658,t2,2
uncle,3658,t1,2
uncle,3658,t2,4
under,3658,t1,23
under,3658,t2,8
underpants,3658,t2,1
undershirt,3658,t2,2
underwear,3658,t2,1
undone,3658,t2,1
undressed,3658,t2,1
unhappy,3658,t1,1
unhappy,3658,t2,2
unlocked,3658,t1,1
unlucky,3658,t1,2
unsode,3658,t2,2
untest,3658,t2,3
until,3658,t1,1
until,3658,t2,1
unwrap,3658,t1,2
up,3658,t1,81
up,3658,t2,81
ups,3658,t1,1
upset,3658,t1,1
upset,3658,t2,1
upside,3658,t2,1
upstairs,3658,t1,1
upstairs,3658,t2,1
ursula,3658,t2,2
us,3658,t1,1
us,3658,t2,4
use,3658,t1,6
use,3658,t2,13
used,3658,t1,2
used,3658,t2,9
uses,3658,t2,1
using,3658,t1,6
using,3658,t2,6
utility,3658,t2,2
v,3658,t1,2
v,3658,t2,6
vacation,3658,t2,3
vacuuming,3658,t2,3
vacuums,3658,t2,1
vagina,3658,t2,1
vagwelly,3658,t1,1
valelly,3658,t1,2
valentines,3658,t1,1
vampire,3658,t1,1
vanessa,3658,t2,1
vanilla,3658,t2,4
vase,3658,t2,2
vavuvuvi,3658,t1,2
vawelly,3658,t1,1
vegetable,3658,t1,3
vegetable,3658,t2,6
vegetables,3658,t1,2
vegetables,3658,t2,1
vehicle,3658,t1,1
velly,3658,t1,1
very,3658,t1,12
very,3658,t2,8
vineyard,3658,t2,1
violet,3658,t2,2
