word,mean_dist_wiki
drive,0.17330584220398207
looks,0.23673783181160854
simple,0.2005872764455777
girls,0.19650210524429781
boy,0.2296668735871112
racing,0.15545710836798024
hot,0.1996880097009398
tower,0.15669636747440965
poor,0.17335963283332081
cricket,0.1531655974602559
hold,0.17642900176065204
getting,0.23315329535070842
piano,0.18715361411523912
moving,0.18228525149874206
wall,0.18940528923961691
coming,0.21625160912630978
letter,0.15226956128101765
tell,0.22979420085452254
tree,0.18801599924171586
count,0.13371009565229444
lady,0.18431121307102866
bottom,0.18969900735673356
giving,0.19179315886608236
boys,0.19955024629009
arms,0.15748165444023277
maybe,0.24191903439097454
ball,0.21156021890438348
fish,0.19688733165996516
gun,0.1874771790053882
check,0.19671767012321406
doctor,0.17523411144313827
stand,0.2053616073883805
bob,0.20186240304514366
horse,0.19494295780825296
wood,0.19377491266090321
pretty,0.24405380113125377
bus,0.16064129157304122
gas,0.1552858216231378
animals,0.20014687000579778
jim,0.19317912531296258
ones,0.21471420603124952
ask,0.21209224423712425
break,0.2132666722956119
bring,0.21115643648262886
piece,0.21833998864408724
leaves,0.18150075643073038
medicine,0.14391819448436413
garden,0.17774546141571723
reach,0.1541564655857835
turkey,0.14073919501881788
morning,0.2017866017049122
arthur,0.17248066471516532
flag,0.14697880292850557
cars,0.18837768623434437
secret,0.18087855097151692
build,0.1583257716922923
fixed,0.15958661098940063
yellow,0.18541817713451453
store,0.18560383114654072
ad,0.13236584597206605
teacher,0.1553713539846623
pictures,0.17832273345133717
thank,0.1836279832698209
di,0.13848157974792807
stephen,0.16017474646089358
painting,0.17794912229039134
flying,0.18654070852545684
cemetery,0.1358955829814673
fox,0.18181166431522663
feet,0.20064518563330655
guy,0.2104175539344012
share,0.16183467808825006
floor,0.187146443056574
bowl,0.17008653713623312
letters,0.13754925548646343
ben,0.18258764761376398
ring,0.1662012177224888
animal,0.19588309873536472
stay,0.20959480157348626
card,0.17029913532625704
hands,0.2136859965963693
ga,0.11801339339970557
row,0.1622869639237167
eye,0.20242678763779579
da,0.14246263335999074
draw,0.16633963099719828
un,0.1210813046645822
max,0.1555598642151049
plus,0.16750889287870094
happy,0.2297728940886464
save,0.20700083036918923
birds,0.18165564555530778
mine,0.15100541227075256
christmas,0.22363106201718264
standing,0.1825317087939894
moon,0.19251494511467293
minute,0.16917065796417974
wind,0.17324575728773933
step,0.1853272655937819
cold,0.1917644310764406
sam,0.19585692065983684
boat,0.1894531789730395
fell,0.16489490560874848
dog,0.2461320939935646
edge,0.18180901792916343
sunday,0.17871069146974314
broken,0.19744453613039065
trees,0.18209059309812012
gone,0.21979341976147718
fast,0.1871260793205327
straight,0.20239144168465104
foot,0.19457373269144426
orange,0.166844245777232
blues,0.19205120438500548
trains,0.15868564221061052
eyes,0.2252172793105337
finish,0.17901044758795467
beat,0.19420870745081684
sorry,0.23000279478797012
fan,0.17711804275440549
pieces,0.19668902239693908
driver,0.18035768035264937
dan,0.16770496391029496
baby,0.26735784253100037
anne,0.165647276802486
happened,0.2193746496492005
wants,0.22356277241529196
bird,0.2026447284836811
cat,0.21560854539359672
holding,0.16946293627666384
caught,0.1726945888979209
gordon,0.1899185428157657
wish,0.20734903937369353
watch,0.20030487589874313
door,0.21628697823792664
talking,0.25808832819332433
dean,0.17364183838529773
corner,0.1903778587561088
mill,0.17198840684685857
spot,0.17759418178844574
oh,0.18985799528741054
carry,0.18062810856908315
sky,0.18923383652364414
broke,0.17497405743532385
dropped,0.17419029275482903
twelve,0.16414721269592203
bought,0.16940162740735892
nice,0.21904120886625839
string,0.1665665052438114
arm,0.16130076346783248
chain,0.1549192412183799
carl,0.15927162830315383
circle,0.15732509868671768
jimmy,0.20526070846239802
andy,0.19578503831695426
tank,0.16734412552841885
matt,0.19144826451178043
bear,0.20067086224317363
chair,0.1615490874583401
opposite,0.1560384127565549
anna,0.15634040092826357
billy,0.21951516228030468
kelly,0.22318244793736092
ready,0.20914285530421062
pick,0.19755191495464383
ma,0.13611315793920564
salt,0.1660836002376304
blocks,0.15176717118034613
camera,0.19412132415242256
beautiful,0.207519964744906
jane,0.2027812713709217
tool,0.16577523725551646
singing,0.21089027233979116
mail,0.17021575983448484
christopher,0.17120490615700407
walk,0.21688370255884667
snow,0.20294788129158187
shop,0.21553402130930974
bush,0.176166530847462
measure,0.14991660363102755
clean,0.2014783114381652
biggest,0.16379928888300432
drop,0.2136861490580695
sarah,0.20265584115942387
swimming,0.1699021972428296
fit,0.2131438991259783
na,0.12095384375377578
plane,0.1744257256319319
quick,0.21305503979497392
welcome,0.1897398195099931
hair,0.2159936927216968
pool,0.175977495045047
driving,0.18508785271633374
phone,0.20117457326387833
fly,0.1994522626693766
ian,0.19155722237318717
window,0.1954215380667299
leg,0.18794794432796774
dry,0.19503633192346861
roof,0.20168891855221444
cards,0.167092278480787
choose,0.17680553504264784
rice,0.18026020765019546
happen,0.2276351740252038
ss,0.12172178144751296
hi,0.17233585499516954
safe,0.18546137315334552
charlie,0.2263603044052791
hop,0.19281096163388128
gate,0.14893943158139472
roy,0.17421858555438
roll,0.20619764803979027
shall,0.1650530652926165
giant,0.1961282676300854
bears,0.162065133637754
wheel,0.2014637412473024
uncle,0.1951799782480936
rain,0.19582725502648332
fishing,0.1682367419892929
trouble,0.24763743657020607
bat,0.17576432511154194
robin,0.18260784489092707
knew,0.21424201530368034
dragon,0.19693036022391291
carrying,0.17839888747344146
mouth,0.2007430510932483
fix,0.2170555673620524
warren,0.16525637675640154
buy,0.21013208173105027
colors,0.17759416230702224
cook,0.19991394354485972
drawing,0.187740143142957
jonathan,0.18002612522056846
crash,0.18386014399227688
flowers,0.20620397460538367
apple,0.19564537846765778
rolling,0.19484657541330988
tigers,0.15448692450949086
tend,0.17050481113915458
wait,0.23242039611115117
shopping,0.16953281731747863
kids,0.2500217839506942
barbara,0.16731361778355888
shell,0.16711339615242993
eleven,0.17164901743355138
putting,0.2292461876015937
boats,0.16887970810141398
plate,0.1605868360509279
em,0.16172812616693721
ride,0.2207834493863201
turning,0.2030587770871749
sugar,0.19123453759334041
fun,0.25245292102984945
feed,0.1712954463643795
photographs,0.15007134777451978
ghost,0.20349317621331284
tunnel,0.1540417629392054
lose,0.1987180010120004
fruit,0.19692738908951093
steps,0.17655489045628506
carrier,0.14761275141417737
kick,0.1838914345489273
coat,0.1592259696645221
alive,0.2205984086590691
bobby,0.20596073948737267
lots,0.21928809854473597
marks,0.17419998396878555
jump,0.19254717450838926
wonder,0.24901554125877864
friday,0.19263704953326194
hear,0.22548897666651813
hole,0.21054443531651015
suit,0.1773323681891338
horses,0.18592589738700901
somewhere,0.22432857576837595
pink,0.2102277107879805
fresh,0.20030565413093163
roots,0.15555513314405076
diamond,0.18008991723165366
empty,0.18778404755922626
branches,0.11993116538035614
brick,0.19300052954373628
tie,0.18935661074666155
touch,0.22361796531691172
cool,0.22826321051116527
sock,0.18450641158009604
lay,0.16357495646058176
tail,0.20353262222144222
mall,0.16304885592591606
steven,0.17268561918953684
falling,0.21276583014716982
belongs,0.10965613238532716
belong,0.136108842826629
belt,0.15459775958500468
click,0.17195499693151137
walking,0.22230454232498062
birthday,0.19733998183396767
eddie,0.20678275091723577
clock,0.18143125103309635
holiday,0.19472640430149576
pen,0.15822433200147584
rob,0.19153608352834392
dogs,0.20758110059435367
wells,0.17192891664456797
danny,0.21013640321569596
sand,0.1966061778700901
robot,0.18937817393616274
dancing,0.22274493184568556
spider,0.19522610070065563
rocks,0.1923308661271067
bed,0.22439871687747334
tiger,0.18469819742824573
sing,0.2142086446206885
shadow,0.1837666624820913
truck,0.20951223839182997
push,0.20524611152011643
lie,0.16185924786115283
lion,0.18899280337700242
lights,0.20603854443363012
chase,0.2091624755769248
aka,0.17276780114382442
flower,0.20261818085947209
murphy,0.21376773598892151
sharp,0.18548565760190402
meat,0.2083142739937454
telephone,0.16949259763452534
tea,0.198996956995733
ted,0.18892737837157914
pat,0.2057914345422478
catch,0.23536311533343282
blind,0.17423755673131258
gross,0.13118720906051282
legs,0.20680642331519286
sword,0.17996625332958488
purple,0.185234666753846
sean,0.20188149255557877
ha,0.14476484331312078
cloud,0.15413842938187067
noise,0.18949069689242423
beer,0.19323823541583593
drum,0.19540190638380955
hat,0.19427707412696144
eat,0.2343188278955287
coffee,0.20622596794305986
fill,0.1709450602989764
diesel,0.15479599025896829
milk,0.21334249287481769
sleep,0.20765550590492818
doors,0.19706681235871876
leaf,0.17178635796133737
shoot,0.2046205078449397
mirror,0.19218267207701595
sitting,0.20712403631984583
bone,0.1933710203360554
hello,0.2122980953083896
monster,0.22669974394966014
lap,0.17504101076698533
throw,0.21092640057487996
kid,0.24155231046214867
delivery,0.17020499350921767
stones,0.19493470350342215
switch,0.19220923056416891
bath,0.16523632435022964
cats,0.1910194756803609
socks,0.17720339349985204
grass,0.18816140876135756
tip,0.17796795984429062
faces,0.1822257722174649
laura,0.18487792996785324
fifteen,0.18609332820873895
bin,0.16065695400739252
stick,0.24022872018796984
rough,0.18910166061379782
cutting,0.19294783792576087
button,0.20184028080020353
neck,0.19666249803426145
drink,0.21762439927325417
poorly,0.1675423675414142
mouse,0.19832215453303406
somebody,0.25601649017051
oval,0.15210714320443042
farmer,0.18763679155179766
wake,0.17736236567734512
ba,0.12326076636096071
dress,0.2041317595568795
nancy,0.1853986706362396
watching,0.23061025710461905
eggs,0.20419248200470266
tape,0.2033427113180396
fee,0.1457577617292994
kiss,0.22129189752152406
shut,0.18272374748141088
sergeant,0.17424550557716878
thirteen,0.16945696010054984
warm,0.19415768233147002
lying,0.18345551978171462
treat,0.17437294690567406
drinking,0.1865368514900801
cole,0.20820717895369456
okay,0.22871045783621313
sandy,0.1837458320754314
paint,0.20238975098870335
marcus,0.1579507729200769
spell,0.17530928177308994
guys,0.266127468088328
stroke,0.15043936653640325
eve,0.1955962778430482
package,0.1798398863227751
shops,0.1808727256721563
tiny,0.21223050036805702
helicopter,0.17699457012566264
sit,0.19835682494700208
eating,0.22250249099141511
fork,0.16166393524722614
hammer,0.1866152236333711
pushing,0.20008083646722413
arch,0.14529559536548967
keys,0.17487712912200123
funny,0.2488421737530397
seeds,0.17490792296464436
ah,0.17053039680531587
devon,0.1600569418293489
eugene,0.15196039928779756
yeah,0.25442387051864757
mammals,0.15612836995498725
amy,0.21407155716997944
swing,0.19519955410881182
linda,0.1862218271726421
wet,0.19977867573011662
julia,0.17437992027612356
kitchen,0.22842721176348121
snake,0.2021094392961748
motorcycle,0.16912252586077675
bow,0.18754335991056043
rachel,0.20496102063682595
wheels,0.21916508944842872
pin,0.17722610438071826
tyler,0.19769657676139182
colored,0.18932444511732016
pushed,0.18124365770767625
duck,0.20834522422456692
zoo,0.18392015260971883
listen,0.20971076382739762
egg,0.21170492722076123
balls,0.21045719708783903
emily,0.2127053400514778
er,0.1525096418037295
spots,0.1947906531268075
sheep,0.19617228368635045
nursing,0.15120321774940507
triangle,0.1532677455704956
teeth,0.21069425425634122
bigger,0.2169733696002604
butterfly,0.16190514047758076
trick,0.2177096351767066
caroline,0.1816584669085672
pull,0.23923286786278808
coin,0.162476746911715
lucy,0.22338582279020533
dinner,0.23050933552223393
fourteen,0.16458108984897113
pipe,0.18354058397550055
hide,0.22177491171608285
tissue,0.17313552603515675
wednesday,0.17974456928210417
hey,0.24340770422722813
cream,0.2282839476472281
everybody,0.26137394511254713
hurt,0.23559408529580422
joel,0.17326652269001835
malcolm,0.18231026853453536
nose,0.22336159871973138
thunder,0.1874662652179206
fraser,0.17696690813267463
jam,0.19962773909012682
chicken,0.23813323314253382
betty,0.22246745076344787
fi,0.12906521303811866
pond,0.18796704731234007
lucky,0.23336069642113963
toy,0.2306727594480985
bicycle,0.17427424647157583
careful,0.20606809078655494
nurse,0.18706448717178895
boom,0.17880336630258684
smoke,0.2163125227793306
witch,0.20647320250782925
busy,0.20221758579975213
willie,0.21876472773582703
sick,0.22159656248837076
shorts,0.19142578293755305
drives,0.1895437101877287
emmy,0.16016216042700535
quiet,0.2053229260952242
knee,0.18723225499826016
annie,0.22173473816715786
badge,0.1532501690662587
bits,0.19691133360626423
mess,0.2239950232147039
wa,0.13177245744603974
pocket,0.1831200210064825
sad,0.1831625607041929
dear,0.20265265423870701
roller,0.1860110508982104
clothes,0.23875075343269503
blow,0.21564162504750561
cooking,0.21288446921831036
chip,0.20271673211813473
stamp,0.1533344700119253
dirty,0.2343577234239851
likes,0.24475882583291672
bag,0.247695326279237
throwing,0.21557645162720224
climb,0.17546853642196306
jumping,0.18719180237084931
sue,0.20121063443485304
bike,0.19438070209486155
tin,0.18433952495979347
builder,0.1421172579623034
bread,0.21673544966106556
lou,0.1938144443328198
nest,0.18862340728932486
happening,0.22234247219841408
frog,0.1949653468534082
silly,0.25579275795917134
scales,0.15796856881406302
bee,0.19585352036630654
bang,0.1870411989735675
bend,0.18002230797011656
dressed,0.22268110628281942
tongue,0.2064983672698203
cheese,0.21477632439440303
easter,0.1818290980808925
rat,0.18499838019398573
cry,0.22137116363755688
sleeping,0.22328767446183495
yo,0.19943701075239423
alphabet,0.15065783259346824
eighteen,0.15889707797987135
shirt,0.21168223674349312
finger,0.21343321474198454
garage,0.21614803244358616
shoes,0.23553622292750676
climbing,0.17554488038576194
ham,0.16692146237296243
monkey,0.23033419588178383
elephant,0.2165031822947708
polar,0.14504679304272908
corn,0.20420723984588685
trucks,0.18409362476305305
cleaning,0.21498521852379288
ni,0.12534691093733896
trailer,0.20948683688171127
sally,0.2371688518863629
stuck,0.2671195259134258
bye,0.18142163031973593
chocolate,0.2325417196033641
puppet,0.17237947336647327
hiding,0.20610422182971078
ear,0.20599837981386765
penny,0.22266170225330822
bug,0.18725368105439627
mud,0.2032607843255012
honey,0.23826749781828785
mickey,0.23249841960426348
trunk,0.1722289412867096
dish,0.18837097410387818
ya,0.18121097773533704
basement,0.20120696067358113
wheat,0.17807184062995327
knife,0.21039811461226798
percy,0.1803159607870557
zip,0.15202239400515055
po,0.12930190657767981
trevor,0.19908194745890387
comfortable,0.19642548144228456
floyd,0.19001350647048484
snail,0.16925787389907132
ta,0.13077671424780596
patch,0.20032123715655456
breakfast,0.21829293142061937
bottle,0.23905430055227866
slide,0.2049179054654619
telescope,0.15805275916728548
penguin,0.18177468159420804
shed,0.1954957836836781
yours,0.20986290148431927
toys,0.21955793597667003
jenny,0.21523367028106044
pirate,0.18151981966242475
din,0.13050873995719484
fixing,0.16463358332787476
choosing,0.17524134192359622
boot,0.19341840573495528
ribbon,0.17061447284548295
shark,0.1997211768883625
bare,0.1829907274241738
worry,0.23375586875865573
barn,0.19844383636970678
controller,0.168562178939093
ruby,0.19037599418793258
lunch,0.20384907144833253
lily,0.22061098641202834
pig,0.2368104894721871
whale,0.18606123061981997
frozen,0.20969572819536625
dee,0.213338954449877
candy,0.27172236703987235
pot,0.20713543656592492
rabbit,0.2403232467820013
powder,0.20330716953439976
rolls,0.18437738536960374
seventeen,0.17233172994622106
seth,0.166657090388679
wow,0.21882523429121564
valentine,0.2210622806370646
dishes,0.19770788536683703
pour,0.15801848286493078
loud,0.24017272629657094
walked,0.1982109444810126
rope,0.22472354783493903
nina,0.17649127514009505
gonna,0.2531385057249192
cow,0.23136856379526594
cloth,0.19828914404013737
wagon,0.2044373726414439
dad,0.256069012868126
clip,0.22525933485753522
dana,0.16353481388793698
happiness,0.19548914648446125
mice,0.19317775727693087
tired,0.2328396599702307
fingers,0.24237299876397422
mothers,0.18485893247059573
eleanor,0.1867948580455172
shapes,0.20168587232312774
plug,0.1906037078320402
puzzle,0.1967898867466506
scratch,0.2162079753842951
kicked,0.20735770414300222
pepper,0.21741168230849447
swim,0.19159501052260194
dirt,0.2214334704571336
fence,0.20675905161178984
cone,0.16977179752953933
owl,0.18465570527549469
knock,0.21417046468649292
lamb,0.21606477149321918
dub,0.18481579286519387
turtle,0.19964424920995932
cake,0.25271136301992786
bacon,0.19647044123135016
dig,0.19472078310418964
ears,0.23382378525999012
baba,0.14836395984348524
balloon,0.20228063246326114
screw,0.19177467067006784
sandra,0.17489207398833279
shoe,0.21414121161205246
basket,0.17499000938886558
tooth,0.19077958644145349
vegetables,0.21033253985340197
ant,0.17563642427080725
fits,0.20235217558498553
beef,0.1997748519931216
dinosaur,0.18563499368723338
wan,0.15884831599508442
pie,0.22258725125917644
cube,0.18706431805398546
boots,0.2266986726253809
ambulance,0.17480852565729324
forgot,0.21947684192812608
mans,0.14351057193861502
doll,0.2498510825127542
umbrella,0.172614736507332
sink,0.19662875765225687
um,0.1425421051999245
airplane,0.20557196886281617
smile,0.24501019180148942
jill,0.20544054809741402
nurses,0.16001594815062983
chin,0.18612081832736765
brittany,0.14610487281047813
una,0.14312592937723176
butterflies,0.16267261653213927
soup,0.22469940125199828
punjabi,0.15559213483123602
bark,0.19323574309113442
bert,0.19918945912362235
liz,0.21743923449645675
bees,0.1819869476374403
ducks,0.18833478970952208
bedroom,0.22064335208082472
grape,0.16852137509379236
stripes,0.19180081549195332
juice,0.22108405390615457
necessity,0.16757727548954868
buttons,0.21266411494141757
gram,0.1344228170861198
pizza,0.22417761924059415
dominic,0.16935184672693362
bite,0.23470987514212333
wanna,0.2435563563018555
bolt,0.19736334876816336
kite,0.1833929289851835
chips,0.21217432392283345
prayers,0.16671206336371783
teddy,0.2290701960041998
neville,0.1829363816775829
brush,0.202123778385205
mama,0.23603472015490157
jacket,0.2288319949928718
potato,0.21741701607346198
hm,0.12958258649209908
bubble,0.20742474580344797
skipped,0.1453794631179047
daisy,0.21226424226064455
darling,0.20705616066212393
cyril,0.15147617537158167
woo,0.1883485214483096
crack,0.22421058958441467
sauce,0.22010480841525817
peel,0.1905331561376337
ladder,0.1878118214969238
sandwich,0.18741424583279853
trombone,0.17487620673509327
wool,0.18366163023777674
wash,0.21380463591772383
lounge,0.19984013379154794
goat,0.22427996164927141
dolls,0.22336288198406024
lizard,0.18411682069256835
flour,0.19231698307235404
goose,0.2126239425733943
mom,0.24721563043133055
nineteen,0.17151501886591472
chairs,0.1736083468187177
shelf,0.17442644316418066
spells,0.15356073834462028
penguins,0.1788282276386952
elevator,0.20572196771455648
catching,0.22553148879248558
banana,0.2235985482931336
daddy,0.2530874397364475
guinness,0.17342553251644513
buzz,0.20744504815722384
recorder,0.15478760646375647
blah,0.2138437153332844
beans,0.22420358405759874
tractor,0.1877359961623324
butter,0.24320981469139402
lemon,0.21910559163827933
nuts,0.2106893253514674
pony,0.21425412579186767
toby,0.22145293836471247
mole,0.16820810427861607
foo,0.16103403833617996
sweep,0.17762277373072835
lara,0.15601184756680936
stairs,0.2088624178860267
picnic,0.20151586131957536
squash,0.16648572857853225
kitty,0.23345450885282362
ella,0.18854634881656432
glasses,0.22135438202634672
lovely,0.23916193674320094
lois,0.19464960483719942
dots,0.18267530616899977
tissues,0.16599818622179638
worm,0.18830045419249977
weasel,0.18288377016959007
kathy,0.2075852875189185
ramp,0.18888895131381173
toilet,0.2267424815072775
jumps,0.20443303104215374
clown,0.22690902303945493
tent,0.20736825300346853
papa,0.19117326115667255
boring,0.22105643968773142
choke,0.180182757672451
curtain,0.19973195288431705
monkeys,0.20944363646356629
reel,0.20616470608725507
