word,mean_dist
you,0.37652594220706204
the,0.37601176689468413
a,0.37616864318117227
it,0.3766470779210828
and,0.37594164140052577
to,0.37643133898052733
that,0.376632881643393
what,0.3763648024988564
is,0.37520805114884154
oh,0.3767034885441035
do,0.37636376947547256
in,0.3761016819932036
on,0.3756735419118605
your,0.3760850301660047
that's,0.37427859506199096
we,0.3766202852618232
no,0.37669522406186223
are,0.37400007263853663
there,0.37636922849187204
this,0.37659974942298136
don't,0.37670285040759105
one,0.3767870903794996
it's,0.3761053277424377
go,0.3768664997215743
he,0.37657258614558564
can,0.37644022477207906
okay,0.3768176000157349
have,0.37575523794736687
of,0.376626937109059
like,0.37628967816757886
right,0.3759340456901383
yeah,0.3769134842223273
see,0.3767721866851053
here,0.3768865737693089
not,0.3766391533241968
want,0.3768020161507375
put,0.37617583694732326
with,0.3766601607785021
look,0.376290840912067
for,0.3769037355834971
now,0.376813857840686
did,0.3766269130885991
up,0.376878730464749
get,0.376777467893394
me,0.3768555447305645
what's,0.37666119958071365
well,0.37691509244887766
think,0.37607051275066933
you're,0.3765897259460636
know,0.376910773008551
they,0.37601359228799397
was,0.37680811082157617
yes,0.37448345190572696
all,0.3768000228872996
going,0.37534435196978383
at,0.3763823581958146
got,0.3763541740261686
just,0.37683939179908016
some,0.3751043389624034
come,0.3761656073715656
she,0.3768169351280054
then,0.37674219313751023
be,0.37681799458579746
good,0.37687413689401694
little,0.37681941232067967
so,0.37684452726427997
NA,0.37689808036040207
them,0.37676912457744693
gonna,-0.02256198221801609
out,0.3767543785136465
where,0.37664466510525024
but,0.37664042559968636
because,0.3767495256087316
down,0.37659992692024247
how,0.37672073435679515
say,0.3758985310697749
her,0.37640562954773094
when,0.3768685034143795
very,0.37674776591942355
there's,0.3762890076791797
my,0.37689987384574447
let's,0.37653408427565344
about,0.37686197029491864
isn't,0.37665916452109965
back,0.37680719445585675
big,0.37681545146632445
he's,0.3769312437315983
his,0.3768985828817719
does,0.3767294640866628
doing,0.3768533618175923
has,0.37355862015714153
why,0.3769042702488245
didn't,0.3766877968695093
more,0.37653522895767916
him,0.3769000724373056
over,0.37690736483426673
off,0.37681269505595705
or,0.3768759044054203
nice,0.37625569895870625
too,0.3769052537612693
who,0.37689040739452584
two,0.37686984872518897
make,0.3768811924874724
hm,0.3768450398420178
can't,0.3769112077182882
eat,0.3768963639237222
take,0.37690526072515085
mhm,0.37689135759311715
play,0.37686797818407325
wanna,9.280947696491636e-4
where's,0.37642474772133916
were,0.3769205821275008
had,0.37689561095774327
those,0.3766657913864026
baby,0.3768217907293348
huh,0.010190878924030169
these,0.3769078425356193
they're,0.376767395199159
have_to,0.37685558393736335
said,0.37689677887428724
alright,0.37690521850106584
shall,0.3767691552479055
tell,0.376836843716312
we'll,0.3768964584387639
other,0.3768827208668545
need,0.37690753864511667
again,0.3769280959351175
book,0.37691050984444824
will,0.37688558814274264
please,0.37683183854919694
bit,0.3768633147936856
time,0.37687705843749175
sit,0.3764680482761502
something,0.37687427423615333
really,0.3769202381144495
let,0.3768731471744038
boy,0.3765494416807401
an,0.376894300368818
else,0.376865927029692
who's,0.37637014938844404
she's,0.37686326604175274
from,0.37692975170584725
way,0.37688632832085706
could,0.37684345070669095
another,0.3768556000489271
give,0.3768078732110812
car,0.3768332161618796
done,0.3767357566747309
girl,-0.02238255037071049
away,0.37686417002082995
today,0.3769017873090537
house,0.3768097646283296
any,0.3768829729872665
mm,0.3768893832759903
went,0.376898710626611
darling,0.37691131733333605
ah,0.3769207013139454
goes,0.37692029873115207
find,0.37692308505389494
better,0.3769120600706866
um,-0.0073785676623027725
things,0.37688932690260063
three,0.37688551321919206
read,0.3769177722525697
red,0.376632080592371
uh,-0.012114346406067938
says,0.37689412307945436
gone,0.37628575082693744
water,0.37691410678780196
turn,0.3769217840097497
dear,0.3755104192220032
which,0.3768791096258068
box,0.37666726872083267
called,0.37685346403103404
should,0.37688829425614034
blue,0.37563734050464576
here's,0.37687657926489165
thank,0.37688065519232117
been,0.3769114191660166
hey,0.3768552904845176
help,0.37648562120516055
into,0.3768883568136876
first,0.3769063919555769
hello,0.3768957462898666
try,0.3768922165329509
day,0.3769126953381778
still,0.37689339813612793
green,0.37650977302815875
much,0.37690140050779625
bed,0.37689992651466464
looks,0.37691100102780173
mean,0.37692037621883073
maybe,0.02597806949470829
might,0.3769037871291176
wait,-0.01111574955886791
color,0.376894248868352
train,0.37684428210424253
