word,Estimate,SE,t,n_know
ball,0.10528110569857636,0.09044396525403561,1.1640478765262752,28
down,0.07580161454230397,0.1042653495356813,0.7270067657171515,33
gate,-0.2671557340159638,0.3698706009633633,-0.7222951305676395,1
no,0.0318555075014129,0.09780787225289726,0.3256947193273523,62
oh,0.08773999023639793,0.09375172299061901,0.9358760291283114,57
sit,0.206129571389139,0.11414072443395439,1.8059248564557029,20
toys,0.19498103941778064,0.11359821801522879,1.7164093136711158,13
uh,0.050248312034768934,0.07376529155974197,0.6811918040623914,41
awoh,0.24862646754913934,0.25118111717721364,0.9898294519238405,2
back,0.08269002469451463,0.1040044205213332,0.795062597147526,26
it,0.01850987755727839,0.0986565479353557,0.18761935162587395,44
put,0.12670911270191493,0.11427766702550332,1.108782809449875,21
that,-0.006244400202961071,0.08996088417252039,-0.06941239251257267,46
mm,-0.005354499074647898,0.09125372510127135,-0.05867704653925737,27
catch,0.056511914974315056,0.1613560846989731,0.35023107482896615,5
Mommy,0.07219856155973764,0.11621158743596964,0.6212681811916361,16
hee_haw,0.5134012734038186,0.35321868912078314,1.4534940794943638,1
yeah,-0.002152222354785938,0.11330972790281525,-0.018994153411363585,31
beep,-0.053286334920012605,0.14766908931891018,-0.3608496210397424,8
box,0.09219661510653564,0.11222726708608968,0.8215170653296894,14
airplane,0.23386696685569439,0.21574941215221205,1.0839749898864166,3
apple,0.10901220471802321,0.127950360791471,0.8519882557868473,15
Appledumpling,0.338010755456415,0.39575185718093814,0.8540977112885061,1
bear,0.049435594837305114,0.12505110526743432,0.395323133942576,10
camera,0.27899635623503827,0.21018243605571696,1.3274009069010864,4
cheese,0.14931540772433557,0.1574809268736446,0.9481491548760019,8
cup,0.12999099096828082,0.13040305080460926,0.9968401058580612,11
doggie,0.2855208123713221,0.14057546202506688,2.031085711960236,10
five,0.1517454288177206,0.15176779949262104,0.999852599332828,7
funny,0.28118880957885517,0.18168216533599346,1.5476962697953283,5
Garfield,0.338010755456415,0.39575185718093814,0.8540977112885061,1
green,0.10775099681621433,0.1130414244510926,0.9531992129383758,18
here,0.06078006935375789,0.1179061903326372,0.5154951506980678,31
hold,0.20764744196443333,0.1587720939524872,1.3078333653933678,7
hum,0.05958804558818452,0.18920156913226469,0.31494477483180094,4
juice,0.1319360370574393,0.1186679190578073,1.1118088031287432,15
picture,0.21623862080903228,0.16167804731402646,1.3374643274175193,6
piggie,0.18498176228160135,0.21583037938342858,0.8570700881407255,3
piggies,0.11568496640053723,0.2627557738049871,0.4402756397139979,2
pink,0.20679614034581073,0.13761315834085835,1.5027352241534264,9
please,0.13179113064147943,0.12418689295148103,1.0612322082409238,13
raisins,0.13992889391728364,0.2659679321935319,0.5261118991422779,2
Roy,0.338010755456415,0.39575185718093814,0.8540977112885061,1
seeds,0.033905902987044954,0.2575584186563676,0.1316435438760864,2
Smurf,0.338010755456415,0.39575185718093814,0.8540977112885061,1
thank_you,0.25026616743601643,0.16469951325521917,1.5195319190057517,5
a,-0.15324180942579427,0.10137560589471314,-1.5116241039777205,49
again,0.08252531747244825,0.1146715231438854,0.7196670560388272,16
all,0.12716496636863214,0.12345502857474386,1.0300509249134568,22
all_gone,0.12854320382090756,0.11444487875015832,1.1231887807013796,12
and,0.075209844891660535,0.11914536249242147,0.6312444170577302,32
animal,0.09306173356333843,0.254243830047211,0.36603340008706453,2
another,-0.07074417584473808,0.11065683937424414,-0.6393113723904542,16
arm,0.08325321207135325,0.3588663081118598,0.23198949076435157,1
at,0.02555597932362614,0.14007501551166052,0.18244495087347493,12
away,0.11726937871323757,0.13345893211268517,0.878692619945602,12
baa,-0.0032314775919176867,0.20876428561840626,-0.015479072880427469,3
baby,0.13456283294277285,0.11608417371603667,1.159183277402985,26
bag,0.20138994463576337,0.12781156911607425,1.5756785244758842,10
barking,0.17622850271888515,0.25900321808161847,0.6804104752990022,2
baseball,0.08325321207135325,0.3588663081118598,0.23198949076435157,1
basement,0.08325321207135325,0.3588663081118598,0.23198949076435157,1
be,0.12901036884108705,0.15525285973644787,0.8309693557986036,10
bead,0.08325321207135325,0.3588663081118598,0.23198949076435157,1
beads,0.08325321207135325,0.3588663081118598,0.23198949076435157,1
because,0.015393730020169518,0.1868625689961012,0.08237995497370423,5
Becky,0.08325321207135325,0.3588663081118598,0.23198949076435157,1
bed,0.24958587284240563,0.1347838063306005,1.8517496992941145,11
behind,0.08325321207135325,0.3588663081118598,0.23198949076435157,1
