word,mean_dist
shopping,0.37644985886727056
leg,-0.014149764229560702
may,0.3760864821900584
sleeping,0.3763367499528081
drive,0.3763914724697638
trees,2.94191442259964e-4
bigger,-0.06831699777193438
watching,0.37645604539128985
everybody,0.0627080066061144
high,0.3763111773430293
basket,0.37646238958923334
its,0.376132883463834
tiger,0.011198803209711571
yummy,0.013828102626341068
snow,0.3764027421314265
banana,0.37646394532627586
swimming,0.036596071227563025
road,0.3764337930414977
snake,-0.002733385460636472
ta,0.01657397559076926
ears,0.3761814910369003
ow,0.05563074077923351
wonder,0.039021294474553325
eye,0.002608868820790681
tractor,-0.047493736403097786
microphone,-0.029688393309540942
kids,0.04315686672865409
press,0.37638973118846847
grass,0.37637469766222675
washing,0.37644573348314514
peekaboo,-0.006643752678638332
dinosaur,-0.0059441810006725234
guy,-0.0016774488442069665
uhuh,0.02885691694741079
bin,0.3764577433379471
brought,0.37605036791284585
shoe,0.3764624733650593
dropped,0.37645595138173477
wheels,0.3764248901072878
driver,0.3764530728094054
slide,0.37586939714948797
walking,0.37644207714766703
dark,0.3761490970246603
ha,-0.013433281785629995
boo,0.37602269049231324
boys,0.00892244311856862
card,0.3759300107582581
balloon,0.37645337536185514
cute,-0.032134331730552
circle,0.02493096784209175
guys,-0.0027693475923405314
tower,-0.04533611027607099
button,0.3764363623294863
cry,0.03842473738588698
bricks,0.02690973093122522
arm,-0.02081963807915448
sugar,0.03877522845738294
building,-0.034612401524032936
lorry,0.37644702212057946
cross,0.013112370042288504
cookies,0.016516655585386855
zoo,-0.008423945501198267
sad,0.3762118824170126
giving,0.3764172153731287
o,0.01519272319142447
shh,0.027068660925345017
dressed,0.37640721697441754
knock,0.37639169674443984
rain,0.37622455670631527
wall,0.37591673396901304
music,-0.04262668879894994
pot,0.3764237603531263
reading,0.3759543452213958
lie,0.37642927214163147
lid,0.37645013855876147
asleep,0.3764501764274862
sandwich,0.37560967631438846
present,-0.01464660013830236
toes,0.37607491738371074
telephone,0.3763711476426067
driving,0.37643902937303
quiet,0.37640759807316954
animal,0.3761381243543328
holding,0.37644682725324113
sky,0.3758593557406433
drawing,0.37608075728523593
flower,-0.030259287037580577
bubbles,0.3764273796138788
also,-0.0047554189207146685
straight,0.3759598181452045
diaper,0.039504118043559244
fly,-0.002905144478488883
boom,-0.0032995707097234084
nope,0.03499134320546176
butter,0.3764112008978581
butterfly,0.06610650765890481
hide,0.37643263052159814
fruit,0.3764575657486294
trousers,0.3764569596019355
paint,0.006473393405956517
quack,0.03150959987287525
missing,-0.006506388103360918
aw,0.0072408978126457585
doctor,-0.00928159527782507
doll,-0.006453120924426176
words,-0.02186144621031085
whee,-0.0655819126848832
heavy,0.37559464064893533
air,0.3761004620470044
pie,0.010599598098672126
grapes,0.37646280221730893
mummy,0.022787139915994042
sick,-0.009794274918140698
knee,0.376446214184801
singing,-0.0246250169155426
falling,0.37624580104538174
horsie,0.03470216867080841
broke,-0.025178035972571344
sticky,0.3760421034375129
poorly,0.3764385098483815
check,0.3760990433677224
cool,0.3758512339724526
forgot,0.04114115912808933
ear,0.37635823614431074
birds,-0.02253731873136102
ahhah,0.3759381688871289
stairs,0.37640498121046073
baby's,0.37601897393618805
crayons,0.045702108619302476
yup,-0.033358349517231274
owl,-0.0062916861336409806
wake,-0.006805221322291803
drop,0.3762940762887572
arms,8.706657328122239e-5
frog,-0.02645099897894537
trains,0.37644165077147757
carry,0.007967293212800527
track,0.0037312504378291932
post,0.035918037320721574
cereal,0.3758208262939644
moo,0.030649439106074223
bump,0.37567107903826014
sausage,0.006964290268504848
pen,0.37638579159574415
spider,-0.019144768523766585
beep,0.3764459648994937
picnic,0.3761977013737899
daddy's,0.03398892953297411
bits,0.37582915616676543
chips,0.0026822652405037502
blanket,0.003960091305213071
space,0.02090691197905293
cards,-0.002796877034201016
standing,0.003099647514731746
feed,0.37567188242555966
oop,0.37620212762964284
em,0.0050021088928405896
lights,0.3763578059693557
knew,0.01248631846387791
reach,0.3761094984184054
oink,0.01991506106425386
empty,0.3764495683538012
cook,0.014146701843753866
soup,0.030005487277775966
meow,-0.02229868820259816
loud,0.3763074871788988
happen,0.3762627618522136
pour,0.3763147846223494
garage,-0.00768996036283786
climb,-0.06691836412371704
all_gone,0.06737452364620027
giraffe,0.37636737821186883
meat,0.3761286935182127
square,-0.01957332041892556
puppy,-0.011587908326230639
trouble,-0.001566517149757423
clock,-0.018427258038358603
nap,0.028194627039200806
towel,0.3759480807634197
airplane,0.019429804811634678
van,0.37643364131629536
beach,0.01319259635487643
neck,0.3763682730747625
girls,-0.03732145357904872
leaf,0.040544550881107415
ice+cream,-0.02587985624797889
person,0.013448099322710683
coat,0.3763499246352339
bike,-0.041230739262211144
nappie,0.3759683166881369
leaves,0.023982428392952844
beans,-0.025510646906419975
star,0.07606298252414843
jigsaw,0.37633954041863726
raining,0.3761009365493358
scared,-0.045995913742469564
doggy,0.37614174925666016
bears,0.015521854003617877
hug,-0.0010490972015972642
i,0.03692217851258624
corner,0.37603943721217276
care,0.042273856480282354
piggy,0.017073066229859223
recorder,0.03548655899492015
camera,-0.0200242574907397
throwing,0.37645195200255127
chew,0.01601713581711398
where'd,-0.02137836803873588
happening,0.37633949855889137
drinking,0.376458653381059
medicine,0.37606716414249364
hooray,-0.05810742493322278
sand,-0.003201593817480355
pocket,-0.01066803561804929
supper,0.03484134638303584
ouch,-0.06409247041755706
wind,0.3762525396415803
thanks,0.021953718816378517
tissue,-0.025746067270514726
police,-0.007856550271840502
station,-0.029108009616181922
choo,0.3763782196145585
kick,0.376110236221876
block,-0.03818295419042223
apples,0.37599392685982863
potty,-0.012855760795866908
tv,0.02246518790260323
jumping,-0.011124464858639214
mummie,0.0014293770805331694
biscuits,0.3764047285514711
years,-0.06263176107415196
cover,0.059111884863781015
swing,-0.07068310498504701
dancing,0.03604125391910536
uhhum,-0.0024026323400998745
street,0.022951388263599676
digger,0.3764336794231303
sleepy,-0.02107079890568935
share,0.03347787901672417
pencil,0.03571838450249555
wheel,0.3761807385590838
ducks,0.3764184762984534
crash,-0.01595858169972501
strawberry,0.37643101331069223
yeh,0.009189338645991444
dance,-0.01867262420096278
rock,-0.03318492884691656
seat,0.375984777921441
writing,0.3763107856365282
woo,-0.006684404515298744
fork,-0.014175883520837438
welcome,-0.03173009716058981
mommy's,-0.026464016545135464
biscuit,0.3764249442195333
noisy,0.3763403449188441
p,-0.05041323335731267
summer,-0.026664556894399418
twelve,0.028408270872093154
buttons,0.37645930310409803
jelly,0.0318580316578973
football,0.3764190260099039
glasses,-0.0011839161432088548
flying,-0.007412967170234864
cats,-0.0062214586868797155
lay,-0.014586641784832653
clap,0.3764156064530091
tunnel,0.3759606071898704
balls,-0.02263368425763563
carrots,-0.002036011008143827
mirror,-0.020787026547460098
closed,0.3759265179844163
monster,0.05827463063049658
boots,0.004721458858438045
pajamas,0.04200247677440162
caught,0.05455922838673684
rice,0.001992965707358352
bee,0.01098829499249034
sock,0.3764029583995986
moving,-0.02965163466394665
toilet,0.0011103467858295296
peas,0.37639972418180406
dogs,0.016916884889730307
w,-0.017001274247585952
crayon,0.035392291841887365
holiday,0.013221923458353546
cows,-0.009502032896928676
hop,0.008078060941690182
plane,0.010459927050928814
woof,0.04047420910424615
trucks,0.37633348053157345
painting,0.058439066560161276
corn,-0.019624804740638338
pool,-0.021562432917608787
hammer,-0.00342692902560651
knife,0.3764093499805897
eleven,0.37635003369655384
shapes,-0.024453868625505516
lying,0.3758836749350848
roof,0.021906597595402772
swim,0.026243607112139616
grandma,-0.030780081843072897
panda,0.014467193017531797
tip,0.3759403813584826
turtle,-0.007423385962557716
mama,-0.0016029031066712844
spill,0.37627826564570815
tidy,0.3763939765674787
stars,0.37634622592119926
triangle,0.028819098825244374
tongue,-0.013245484198176194
jam,0.019401463654444763
yucky,-0.0026880336339650695
shops,-0.02224811398189551
pear,0.3764527024824044
chairs,0.3757791738319296
ambulance,0.011701400136999437
spell,0.059403239227110154
pretending,0.37639310174080015
chimney,0.03664020192642625
class,0.012646396824037506
point,0.046545369163107184
fits,-0.06594814243462609
splash,0.0066490319486082845
teacher,-0.030939734746248143
worry,0.37591453850924694
bib,0.3764288553504103
dragon,-0.009071114068208961
la,-9.214694417373116e-4
cutting,0.001646379303730348
fence,-0.021814308322177792
comb,0.02005199525425933
pillow,-0.006522338453711104
horses,0.045457551970521856
clown,-0.0011828464818690277
cuddle,0.3762478480638883
tomato,0.3753012593991355
laughing,0.3763622700010739
oy,0.03598939105519618
slippers,0.3764709737233756
cooking,-0.010011289522406094
rolling,0.3763345046999236
bedroom,0.3755844021031382
pumpkin,-0.01666420689092371
lap,0.037869239145961756
hurts,0.37611672868908996
coloring,-0.012808780524036724
wood,-0.0069426538191691345
body,0.027738244326967837
scissors,0.025367528775901385
bath+room,-0.0161540146264394
living,0.029424489296791406
oo,0.008388695082554826
key,0.025266394482931682
tin,0.37643090552566555
hippo,-0.047016719288475894
helicopter,-0.005260498688720368
yogurt,0.0034315838631174067
bug,-0.020453468464471554
pizza,-0.028893937127847144
crocodile,0.019999862000878603
steps,0.3763974087085919
y,0.042312131898387055
eats,0.02846234580481367
wish,0.3762909314938828
carrot,0.007467342175621801
poo,0.37638089350728193
bounce,-0.01062133945951587
backpack,0.03950202532268987
lose,-0.019141758610210446
smile,-0.0454015346420781
jacket,0.010644723759150826
cleaning,0.37603235946607727
mud,0.37578447550689953
video,0.37618289526771054
walked,0.06544986185230368
sore,0.001653495721990007
dump,0.02074581369140842
balloons,0.3763818367227849
bicycle,-0.006151827806454181
lucky,0.3760873362920651
string,0.028329619190438513
pasta,5.176249056412771e-4
glue,-0.02282110471520442
mail,-0.010338821000513518
cough,0.3764557478760976
hafta,-0.02130061060974791
candy,0.03922477363067714
field,-0.006730476453693896
fox,8.08976633077015e-4
penguin,0.017170873755467022
step,-0.030326960026676154
potato,0.01980981500110487
pushing,0.37624708781854466
ladder,0.02453317340644622
climbing,0.02898738671545985
save,0.010380000776798114
barn,0.016942338859796496
aah,0.3764493987937408
fresh,0.37637188309065467
sharp,0.3762675127673063
fixed,-0.00985759679491596
rub,-0.030235492508162688
whale,-0.004390486238547224
choose,0.37605174479590087
tray,0.3763955360532869
scary,-0.015100340311898375
yuck,0.022486936894036146
snowman,-0.004991319482461635
doo,-0.025648756802126704
refrigerator,0.04389615518673876
umbrella,-0.024392701369843395
tie,0.37594199543938456
mat,-0.027104308649124022
goat,0.053661150605501425
pottie,0.011764148994636198
aeroplane,0.3763356865309857
keys,0.006892646331356494
meet,-0.03867369547910821
kangaroo,0.3758077195681149
heart,0.3760890849084724
lamb,-0.006360063604119285
potatoes,-0.028469346067968384
kid,-0.04999193619320004
somebody's,0.3758911414497744
gate,-0.01473791202566685
cakes,0.0056189543040249266
ssh,0.3759293449211006
cloth,0.3762860741568564
doors,-0.002748252153917302
pushed,-0.001775429806971876
shower,0.3764302016648977
turning,0.3759286365288691
castle,-0.0028441838296401137
sink,0.04505564467825196
farmer,-0.016777470989136838
salt,0.004114987179873101
hee,0.03468702113928465
dishes,0.027421223233311136
dolly's,-0.0313868786462919
row,-0.043431919872351364
donkey,0.05555998469598803
baba,0.002622892445158771
hum,-0.01122792676298964
scratch,-0.013080760661569449
trailer,0.013896719363637507
baa,0.03474042778219977
sauce,0.0036104865831796023
lemon,0.3763247742724641
birdie,0.0042014718513071385
mice,0.3764220771999357
jumper,0.37643669887012576
library,-0.06431019428128767
seeds,-0.010793604975341337
lego,-0.012362672180342567
belong,0.06533715229253505
edge,0.020759938404423094
mummy's,0.009064207925132238
stickers,-0.014804311862025975
raisins,-0.008824996505549762
belongs,0.014247561307987452
giant,-0.0193240347538748
sticker,-0.03812867417616381
trunk,-0.01092782395437492
pat,0.01608955163572189
carrying,-0.03271420318165332
dad,-1.5098511125658502e-4
banging,0.04176598171641966
nurse,0.027146120783876335
monkeys,-0.054694125229303524
turkey,0.009356792378940885
fifteen,0.004702581953975385
squeak,-0.011512207083393457
spot,-0.05892769908188258
rocks,-0.00537422561687829
napkin,0.030918160587498408
bees,0.008445413687247954
teddy+bear,0.3764727632021542
rug,0.012186901587114806
chin,5.123729538733107e-4
chip,-0.0066492602248485215
god,-0.037249092080354616
safe,0.007362948477822431
mom,0.0013501423794949196
clip,-0.005532841295836424
bumped,0.376352426724178
beads,0.3763765351010122
cracker,0.01726030901203818
pond,0.025841383919060507
night_night,-0.0011915071026549983
good_night,0.037292837068741626
drum,0.02644183496013852
hats,-0.02275576451178954
fill,0.37608117341875413
cat's,-0.0359635306498713
wrap,-0.006807153316808779
cone,0.004871849837735602
bubble,0.0018449443100577202
rough,0.376134643423651
hen,-0.017319232313713483
shed,-0.00809179299781527
knees,-0.003460937915726369
hurting,0.0862052987073992
shorts,-0.009228826573550635
yoghurt,0.376471915169584
dead,-0.06485120993823622
dirt,0.045766006653940226
wee+wee,-0.03857846202509414
bow,-0.04003153052423584
brick,-0.016285703486945823
oil,0.02377992688491486
colored,0.3764222824995295
spots,0.37586843275241366
stones,0.37611276777685404
icing,0.02607754572220483
purse,0.014783275024587351
bone,-0.03026203543104553
worm,0.028144736776577882
racing,-0.09696815154508844
dig,-0.0019629418627655605
river,0.02173639774337293
nest,-0.009259067376629085
chickens,0.0037324316558306095
stories,-0.028955749083705268
ladybird,0.022309874621009407
peel,0.3763632758621058
vegetables,-0.033767598587191715
chick,-0.006039505593761198
zip,0.37562440145478404
kite,-0.00893488231744008
record,0.04676289460378912
dish,0.03920109930755675
penny,0.001967810739236527
zebra,-0.02915981760386418
fishing,-0.0389551933316013
ding,-0.01621550110412235
motorcycle,-0.018725922544191132
jigsaw+puzzle,0.017337462077293062
screw,-0.010294299155080667
kitty+cat,0.026425951381578883
puzzles,0.032932651529905446
crab,-0.006807960866871692
biggest,-0.033642478345415006
piggie,-0.0587621453538127
shelf,-0.04347312418236775
shark,0.032490341091891826
rabbits,-0.029685696116444452
duckie,0.028368962271827464
oatmeal,-0.020018426812763706
sweeties,0.03176870255294731
pepper,-0.006687488196372805
pickle,-0.0010345844314830848
whistle,-0.0039793642805716475
suit,0.3763781214518672
nuts,-0.031544284743623835
spoons,0.020676634780580173
ham,-0.009210264254486483
pipe,0.00909382845346479
tooth,0.006495082989692215
wagon,0.03861834022666336
mum,-0.03980241881397206
trick,0.03461228433157496
babys,-0.02030630215561848
smoke,0.0012586846957648038
boring,-0.05055640282156895
pram,-1.5463542956673194e-5
goose,0.011812378020136323
crawl,0.0025345556860699773
rattle,0.37634256760864204
hhh,-0.012369757028538163
radio,0.3762741994082296
flour,0.018861276710639488
daisy,-0.026197642462642057
stool,0.01537956197763304
gold,-0.020238509675790155
ribbon,0.37643196890258457
powder,0.3764428323344425
thirteen,0.0070762685516563275
tweet,0.37642700897297915
switch,-0.005218675550658325
