target_child_id,words_in_norms_t1,total_words_t1,mean_log_word_freq_t1,log_density_t1,log_centrality_t1,log_total_words_t1,log_word_in_norms_t1,words_in_norms_t2,total_words_t2,mean_log_word_freq_t2,log_density_t2,log_centrality_t2,log_total_words_t2,log_word_in_norms_t2,delta_resid_group,age_t1,age_t2,mtld_diff,age_diff,log_mtld_t2,log_mtld_t1,log_num_trigrams_t1,log_num_trigrams_t2,mean_log_freq_trigrams_t1,mean_log_freq_trigrams_t2
4753,3,3,4.5632,6.924739815058352,-1.8835566336445624,1.0986122886681098,1.0986122886681098,10,11,5.21105,7.04037242746819,-1.7817831449724195,2.3978952727983707,2.302585092994046,high,608.749499989733,852.249299985626,23.5029690177746,243.499799995893,3.4841433919479914,2.2073427075018035,6.20050917404269,9.401291255468191,1.0419454966622081,0.8246245231543056
4755,1,1,4.5632,6.045062913381028,-1.9430074036934237,0,0,26,29,4.77294375,6.99083553333931,-1.8064626200820526,3.367295829986474,3.258096538021482,low,608.749499989733,852.249299985626,4.58982344836425,243.499799995893,2.3724055881977626,1.8137383759468297,5.771441123130016,9.948938815440046,1.0749284786847697,0.7915983164779877
4757,1,1,4.5632,6.045062913381028,-1.9430074036934237,0,0,1,1,4.5632,6.045062913381028,-1.9430074036934237,0,0,high,608.749499989733,852.249299985626,15.8888888888889,243.499799995893,3.0231312477421075,1.5404450409471495,2.4849066497880004,7.4821189235521155,1.0917786675150212,0.8816366485142221
4759,3,4,5.3076,6.163690778411243,-1.7336413850684897,1.3862943611198906,1.0986122886681098,31,36,5.064073076923077,7.091565364473689,-1.7678141431151844,3.58351893845611,3.4339872044851463,high,608.749499989733,852.249299985626,9.59658593522031,243.499799995893,2.8957232981168253,2.1400661634962708,6.054439346269371,10.583726782795289,1.061281141071622,0.7544962163452964
4846,246,258,3.7774666666666668,6.824612320212718,-1.8547656274179374,5.552959584921617,5.5053315359323625,580,638,3.6034774066797643,6.867484873868475,-1.853208176819298,6.45833828334479,6.363028103540465,high,731.780648935296,819.600889302142,3.23125798930225,87.8202403668454,2.5495298246532108,2.258614984220155,11.530264275246719,12.628129348731258,0.5503729197705809,0.46842131233928963
5005,282,327,4.008350427350427,6.984932134265298,-1.831535917591938,5.7899601708972535,5.641907070938114,569,645,3.824877689243028,6.982288682242962,-1.8328274127785182,6.4692503167957724,6.343880434126331,high,675.358820278651,824.652471507871,7.40118369243914,149.293651229221,3.38723557056665,3.099320477440245,12.686883293023065,13.053602621833537,0.4808253522412609,0.42340665902698343
5049,236,254,3.8105073529411766,6.798881223433988,-1.8504301502560632,5.537334267018537,5.4638318050256105,505,547,3.8291075555555554,6.853763543481532,-1.848303742314356,6.304448802421981,6.22455842927536,high,692.436931251155,823.972537497103,6.46940376481663,131.535606245948,2.574085246943147,1.8946028656156608,11.678905896551063,12.663000533662387,0.5473044810455789,0.47446693998565814
14768,71,85,3.949010416666667,6.7554507880607835,-1.8530509503333492,4.442651256490317,4.2626798770413155,657,774,3.366318450184502,6.823213276797837,-1.8656739631901664,6.651571873589727,6.48768401848461,low,746.099387174275,824.991657279972,2.19362764830578,78.8922701056973,2.195462723454032,1.9155289395795734,10.085225605791667,12.652222138690846,0.6966351328380941,0.45778887045177347
14797,53,63,4.4052,6.99129810622617,-1.8219333626781025,4.143134726391533,3.970291913552122,146,170,4.157364761904762,6.817230703985377,-1.8630646975466967,5.135798437050262,4.983606621708336,high,680.015066454137,830.115389594389,-6.87987459226777,150.100323140252,3.204656623467396,3.4508414650113743,11.010415172807951,12.127754283650875,0.7358851942325242,0.5793179219549337
14809,15,15,4.43771,6.742555964825441,-1.835391001571773,2.70805020110221,2.70805020110221,38,41,5.029932142857143,6.893863084289622,-1.7821128915111297,3.713572066704308,3.6375861597263857,low,683.624438489497,821.811824986139,2.69612820116531,138.187386496643,2.5457199557049255,2.308197091042857,9.311090275076326,10.798554647958657,0.8663760315905326,0.7355235704038847
14830,32,34,4.412233333333333,6.841892172273329,-1.8207315278553915,3.5263605246161616,3.4657359027997265,48,53,4.464011904761905,6.858242469919874,-1.8219259683458593,3.970291913552122,3.871201010907891,low,682.905689079858,824.811822522023,0.705279192814077,141.906133442165,2.38042757975798,2.3129555946432716,9.960670966063581,10.810515517131098,0.7577987713610608,0.7417351006537822
14844,35,40,3.5997041666666667,7.056819488923316,-1.8424043172241507,3.6888794541139363,3.5553480614894135,53,62,4.2736878048780484,6.9422338275788,-1.8216296120101307,4.127134385045092,3.970291913552122,low,688.343184613647,823.811823343395,4.42790890097733,135.468638729748,2.4657162794687038,1.9938839542622862,8.847216104357543,10.387332447970344,0.844640345168098,0.7452150106779598
14854,16,17,3.9914222222222224,6.768677285329044,-1.8794454392562334,2.833213344056216,2.772588722239781,22,23,4.261616666666667,6.7806541258345785,-1.860963190141751,3.1354942159291497,3.091042453358316,low,687.843185024333,817.374328630978,0.497161726550829,129.531143606645,1.9459101490553132,1.8722387390481872,7.853993087224244,8.629807335785372,1.1159924886536394,0.9319320013519911
14871,54,60,5.244451219512195,7.021562540321417,-1.7713047120966137,4.0943445622221,3.9889840465642745,69,75,5.101084905660377,7.018887635184868,-1.7844675632401485,4.31748811353631,4.23410650459726,low,697.624426990287,830.593067773466,-3.79755389985191,132.968640783178,2.3947730642234824,2.6921418763632454,11.622721130793112,11.843243086457699,0.6683553619897595,0.6374156825673177
14879,38,41,4.722731818181818,6.984370642436193,-1.837683273093696,3.713572066704308,3.6375861597263857,52,55,4.804379310344828,6.922601140559408,-1.8389600993855681,4.007333185232471,3.9512437185814275,low,684.124438078811,812.374332737839,0.640824112451861,128.249894659028,2.7533837424037286,2.711698741175103,9.94515718770752,10.52891783292566,0.8375956874763816,0.762632773316833
14909,8,9,4.3739,6.823817696832823,-1.8258843806686469,2.1972245773362196,2.0794415416798357,20,23,4.98255,6.91810544300095,-1.7934795191450617,3.1354942159291497,2.995732273553991,low,682.124439721555,820.374326166862,1.36327683142537,138.249886445307,2.3991640617868653,2.267029281222338,8.139148678884066,9.612198984490236,0.841477142798271,0.7966652459418123
14917,13,14,5.230333333333333,7.0388165256695565,-1.825987647787124,2.6390573296152584,2.5649493574615367,17,19,4.8634375,6.859234227796295,-1.8620767034049686,2.9444389791664403,2.833213344056216,low,685.124437257439,823.811823343395,3.91855111592059,138.687386085957,2.238575601273308,1.6977069701605827,7.501082124259871,8.374938143835367,0.9241658917287322,0.8986477977871509
14928,15,17,4.863222222222222,7.031555739396499,-1.8356959885266577,2.833213344056216,2.70805020110221,39,46,4.779020689655172,7.018634001106611,-1.815598438063706,3.828641396489095,3.6635616461296463,high,687.843185024333,825.811821700651,3.10162545829837,137.968636676318,2.7971699277255384,2.5875044200988047,9.033603193476129,10.532202872936685,0.7101289995970851,0.749228154970687
14942,38,44,5.067570370370371,6.753968569035713,-1.8100099962795295,3.784189633918261,3.6375861597263857,53,62,4.988562857142857,6.885366802145975,-1.806487400007534,4.127134385045092,3.970291913552122,low,686.62443602538,856.249296700138,1.934304277506,169.624860674757,2.517719649939443,2.3481302955559604,10.199993083535142,10.649962207136612,0.84017372761857,0.7540499160404617
14954,6,6,4.95455,6.427442690130433,-1.912289271836906,1.791759469228055,1.791759469228055,13,14,5.471433333333334,6.991888657590994,-1.8286228170736596,2.6390573296152584,2.5649493574615367,low,645.186970060987,820.374326166862,5.58370870870871,175.187356105875,2.5466200033396325,1.9713244774778809,7.577633832602728,8.948585921534317,0.9137731445711591,0.9019304059574863
14966,36,42,4.480325806451613,6.784379368703303,-1.808447634576038,3.7376696182833684,3.58351893845611,66,74,4.648243396226415,6.950062616043513,-1.8009746281197339,4.30406509320417,4.189654742026425,high,691.62443191852,826.811820879279,4.5553622004959,135.187388960759,2.6149289162212286,2.209469599502445,10.33543229344867,11.450368978303967,0.7100350928062906,0.645917254779738
14977,20,21,5.1585875,6.906251476129612,-1.85359001881077,3.044522437723423,2.995732273553991,33,36,5.144126315789474,6.978696809083299,-1.816333134687057,3.58351893845611,3.4965075614664802,high,685.843186667077,823.811823343395,6.3564506460212,137.968636676318,2.528223563072181,1.8204724081281751,8.69851424787661,9.912100355634351,0.9346064450996634,0.8681651048909484
14994,15,16,5.01734,6.818200807015777,-1.880044528776407,2.772588722239781,2.70805020110221,27,28,5.072171428571429,6.761749492092197,-1.8532783751759216,3.332204510175204,3.295836866004329,low,673.124447113904,852.030550165301,3.12637502268747,178.906103051397,2.175239360642838,1.73658448386278,7.986164860332727,9.6445872815098,0.9698164082829295,0.8057155079364553
15001,19,20,4.76116,6.700949072985722,-1.845785678934803,2.995732273553991,2.9444389791664403,50,54,4.753635483870967,6.85527571506781,-1.8291340971635945,3.9889840465642745,3.912023005428146,low,687.843185024333,856.030546879813,0.757981519404252,168.18736185548,2.35763027988118,2.2831883930053776,8.811503250158239,10.903641377417275,0.8013080018414412,0.6610925267942953
15014,7,7,3.6617,6.237737021607816,-1.9287112295170565,1.9459101490553132,1.9459101490553132,14,14,4.4375,6.643265952667752,-1.8653848110769813,2.6390573296152584,2.6390573296152584,low,688.843184202961,822.811824164767,-0.0133805305971677,133.968639961806,1.9189724933235044,1.9209342634102742,6.525029657843462,7.734996194022781,0.6608743754297002,0.7567436879797099
15030,38,43,4.513375757575758,6.869489380593249,-1.7799538274125033,3.7612001156935624,3.6375861597263857,67,78,4.707508474576271,6.947844335863547,-1.786718690384896,4.356708826689592,4.204692619390966,high,681.90568990123,817.374328630978,4.24477151787632,135.468638729748,2.7909066507380857,2.489148986354602,10.409190075603348,11.628510531305272,0.6972601690597029,0.6242049567364877
15038,10,11,4.61494,7.26701222124772,-1.8300251612985112,2.3978952727983707,2.302585092994046,18,19,4.757036363636364,7.1600379242060415,-1.8109361095619765,2.9444389791664403,2.8903717578961645,low,691.343182149531,868.249286843672,4.19755041149981,176.906104694142,2.348247811299283,1.8357225578635643,7.71244383427499,9.748528212497986,0.9513589423669342,0.9214861597443773
15062,5,5,5.324199999999999,7.379591682045343,-1.7417907460966606,1.6094379124341003,1.6094379124341003,9,9,5.074316666666666,7.13648236487036,-1.8148581903110286,2.1972245773362196,2.1972245773362196,low,726.061903632518,808.593085843652,-3.98071172248804,82.5311822111337,2.313544554940842,2.6455298441208766,6.679599185844383,8.258681496264236,1.2599187702242094,0.9209961356825314
15068,8,8,4.7409,6.421048876575509,-1.9130746857874568,2.0794415416798357,2.0794415416798357,14,14,5.066885714285714,6.844392200893157,-1.8477238478327203,2.6390573296152584,2.6390573296152584,low,689.843183381589,824.811822522023,0.713493567189079,134.968639140434,2.343387828782873,2.2724322807947477,7.912056888179006,8.626406276389554,1.1829286719226029,0.9959090880297039
15080,7,8,5.252525,7.187345338114492,-1.7909240733276683,2.0794415416798357,1.9459101490553132,15,16,5.5353,7.218974435584108,-1.7687106278732208,2.772588722239781,2.70805020110221,high,687.343185435019,833.811815129674,3.78571428571429,146.468629694655,2.7331298854992347,2.4505945047992217,6.175867270105761,8.724207360800564,0.7614082222605195,0.8583301407251813
15093,11,12,4.437316666666667,6.8351691319182475,-1.8572553857020806,2.4849066497880004,2.3978952727983707,22,23,4.90865,6.79498364662382,-1.8437576436837029,3.1354942159291497,3.091042453358316,low,686.124436436067,816.37432945235,2.35047337486362,130.249893016284,2.2803893606022614,2.005527800856238,7.872073979866873,9.136586183387521,0.9192366155223761,0.8258101111019309
15109,17,18,4.26233,7.172347780028925,-1.8227762647605124,2.8903717578961645,2.833213344056216,33,35,4.808382608695652,7.01110055992215,-1.8155686289819906,3.5553480614894135,3.4965075614664802,high,695.843178453356,821.811824986139,7.13592884177468,125.968646532783,2.9101558998741988,2.418030444699305,8.845777255188445,10.427594586608032,0.8822013974140063,0.7717016905449736
15120,6,6,5.4793666666666665,6.954659864759634,-1.8076158547142576,1.791759469228055,1.791759469228055,29,31,5.280404545454545,6.813191664734784,-1.8106762659918663,3.4339872044851463,3.367295829986474,low,685.124437257439,826.811820879279,-9.56060607534968,141.68738362184,2.8118218680707883,3.2657904391556314,9.657650950674242,10.630238740509851,0.8363790986267794,0.6992737922240145
15134,3,3,5.0259,7.672363408664268,-1.705784184940818,1.0986122886681098,1.0986122886681098,25,26,5.410355,7.077428538253743,-1.7535404710456186,3.258096538021482,3.2188758248682006,low,727.061902811146,821.811824986139,-8.57774999028754,94.7499221749932,3.180869835538994,3.485704857037351,9.015541293671115,10.569725916538856,0.8905626340723214,0.7710927919898809
15156,1,2,NaN,7.618715468557367,-1.7473020988876637,0.6931471805599453,0,3,4,4.9803,6.932045715328991,-1.8297481371694935,1.3862943611198906,1.0986122886681098,high,743.499389309842,818.374327809606,18.8338823110478,74.8749384997639,3.409807350140501,2.4358504927988047,5.924255797414532,7.5953872788539725,0.8069895147938425,0.9335164296692592
15170,6,7,4.978975,6.851534837576871,-1.8327055618590933,1.9459101490553132,1.791759469228055,7,9,5.09072,6.940928617522389,-1.8226442799652467,2.1972245773362196,1.9459101490553132,low,688.124434793322,820.374326166862,-10.0813600176866,132.24989137354,2.682846346738922,3.207128157821466,9.356084386028888,9.69818391935025,0.823938905651327,0.7974792488668584
15197,8,8,4.5632,5.978946773812763,-1.994835899897711,2.0794415416798357,2.0794415416798357,11,11,4.3716,6.319834461338748,-1.9605169131300617,2.3978952727983707,2.3978952727983707,low,698.770259382465,825.811821700651,-0.431431084437095,127.041562318186,1.8144670201004716,1.882397397073329,6.169610732491456,6.9726062513017535,1.135717575514694,0.9012028529261247
15206,11,13,4.6531375,6.587132981429015,-1.8345536266049847,2.5649493574615367,2.3978952727983707,22,24,4.90065,6.69554109450424,-1.8206130351254497,3.1780538303479458,3.091042453358316,high,664.811953941559,826.811820879279,12.2010980825519,161.99986693772,3.2404593965353734,2.591093558606621,9.799015530939418,10.352203702638608,0.7538915926602625,0.7357179654163016
15227,5,6,4.086399999999999,6.820240710490889,-1.864435179053141,1.791759469228055,1.6094379124341003,11,13,3.54506,6.704022037420588,-1.8798258634298368,2.5649493574615367,2.3978952727983707,low,674.405696061521,831.811816772418,1.48364176507439,157.406120710898,1.9500095275426879,1.7129169599922216,5.147494476813453,7.932721027481948,1.049138396024061,0.9205725545959174
15392,199,217,3.90778202247191,6.909426758272806,-1.838486494021213,5.37989735354046,5.293304824724492,445,499,3.766293170731707,6.9041782373564455,-1.8388177665244476,6.212606095751519,6.09807428216624,high,713.561913899669,826.115392879877,5.11407481799236,112.553478980208,3.0076768733652917,2.7164316193785605,11.846393192571142,12.63627264175785,0.5634916895344302,0.470932885873612
15397,120,125,4.071210185185185,6.759257951402441,-1.8507806713996595,4.8283137373023015,4.787491742782046,339,379,3.810113268608414,6.806447562797717,-1.8503470487146643,5.937536205082426,5.82600010738045,high,727.530652426128,827.901105698856,4.66362792914714,100.370453272728,2.7381929553323143,2.3791198176973998,10.863086785010477,12.282982759443607,0.6268591072677473,0.5075924728873692
15400,68,74,3.995898181818182,6.768813237451506,-1.8415604528698735,4.30406509320417,4.219507705176107,391,430,3.766710434782609,6.890218302995312,-1.840036980480934,6.063785208687608,5.968707559985366,high,740.999391363272,827.98146277571,5.47703279214644,86.9820714124373,2.7417471278626673,2.3062816221841973,10.272081185868387,12.580765782471536,0.6928394451300078,0.48914885427804367
15404,268,318,3.810197807017544,6.847476940336264,-1.8461669322342191,5.762051382780177,5.5909869805108565,498,589,3.6690114942528735,6.90404945390177,-1.8451620141365483,6.3784261836515865,6.210600077024653,high,688.244226361595,822.037786339002,3.82670714625839,133.793559977407,2.7663981005788845,2.4910998378349825,11.678168680229431,12.358858108158087,0.5385581374098913,0.491470059272979
15412,108,123,3.9647574468085107,6.887068492119967,-1.8366039643338992,4.812184355372417,4.68213122712422,318,359,3.8422247272727272,6.929396423891862,-1.8315744481039766,5.883322388488279,5.762051382780177,high,714.66191299616,820.503232310982,4.09649355244935,105.841319314822,2.6167797800856487,2.261249333611109,10.950016761334012,12.339068269656384,0.6543289193286644,0.4992804816953849
15418,83,92,4.275360869565217,6.871785795896299,-1.8180099952208435,4.5217885770490405,4.418840607796598,317,359,3.8874664259927796,6.957446559759102,-1.8283840898214636,5.883322388488279,5.75890177387728,high,737.353561024525,822.456055226217,4.59841953125741,85.1024942016921,2.9176356057564092,2.6318227084943353,11.179743808447082,12.471440088247848,0.6470528095109165,0.4761242441786655
15423,82,87,3.980090625,6.924678832096709,-1.8283769073092206,4.465908118654584,4.406719247264253,335,371,3.896051748251748,6.93272812363889,-1.830547448548593,5.916202062607435,5.814130531825066,high,721.149407667509,826.065988158552,7.01065501437062,104.916580491044,2.9497706007607674,2.492454453755336,10.922280719644574,12.525834611445367,0.6429125514282684,0.4737960870111862
15430,124,138,3.7672364485981307,6.75588480132189,-1.8474654027603403,4.927253685157205,4.820281565605037,325,366,3.5996,6.803673418823432,-1.851614690028592,5.902633333401366,5.783825182329737,low,734.030647087209,816.483704362513,-0.286710354978473,82.4530572753034,2.469344513353062,2.49332199869168,11.087038237720428,11.965579455880851,0.63713114459753994,0.5373842927247413
15436,135,149,3.8556655462184874,6.8149482387472755,-1.844739795211095,5.003946305945459,4.90527477843843,437,490,3.704527594936709,6.8505572021093775,-1.847633528469766,6.194405391104672,6.07993319509559,high,726.780653042157,823.274323784883,4.15655672561659,96.4936707427258,2.6172779932314194,2.255685182697632,11.001733107298913,12.383017272511303,0.6141771078070757,0.48620680847453235
15449,33,35,4.697935,6.738182880489636,-1.8390191031137926,3.5553480614894135,3.4965075614664802,135,151,4.152893396226415,6.733991293412679,-1.8512402174173852,5.017279836814924,4.90527477843843,low,723.541072369727,825.186822214009,1.30465157512498,101.645749844282,2.199413897381741,2.0431760632266838,9.048291920021784,10.498994340453384,0.8163040685246791,0.641542968633657
