target_child_id,words_in_norms_t1,total_words_t1,mean_log_word_freq_t1,log_density_t1,log_centrality_t1,log_total_words_t1,log_word_in_norms_t1,words_in_norms_t2,total_words_t2,mean_log_word_freq_t2,log_density_t2,log_centrality_t2,log_total_words_t2,log_word_in_norms_t2,delta_resid_group,age_t1,age_t2,mtld_diff,age_diff,log_mtld_t2,log_mtld_t1,log_num_trigrams_t1,log_num_trigrams_t2,mean_log_freq_trigrams_t1,mean_log_freq_trigrams_t2
15455,172,189,3.8126187096774196,6.819496063956897,-1.843049344404884,5.241747015059643,5.147494476813453,415,464,3.6649103448275864,6.864190292385369,-1.8474734956705912,6.139884552226255,6.028278520230698,high,709.999416825808,819.807362346836,4.34195946407997,109.807945521029,2.9063724316852677,2.6353625979963375,11.323579293239309,12.336548123600519,0.5973231168646719,0.4768337842647991
15480,321,363,3.9653350364963504,6.8529438028263545,-1.8395243206834484,5.8944028342648505,5.771441123130016,764,883,3.566553064275037,6.881001369728923,-1.848428399574725,6.78332520060396,6.638567789166521,high,740.499391773958,809.008016058395,2.95442158573232,68.5086242844366,3.043245967328095,2.8914150821742597,12.695722639863787,13.133932199773405,0.4775060361466017,0.40594384677778517
15513,495,584,3.517478718535469,6.878588542990178,-1.8526950173278822,6.369900982828227,6.20455776256869,1152,1384,3.319954223968566,6.869960319469796,-1.8579394016432826,7.232733136177615,7.049254841255837,high,740.285106235681,805.139141312207,3.18959215699136,64.8540350765259,2.7015034583162967,2.460658991185615,12.593254970793236,13.157993035044404,0.4709495567069715,0.39901733863550637
15532,164,188,4.046310294117647,6.8649177969452975,-1.832945781982459,5.236441962829949,5.099866427824199,334,377,3.869731506849315,6.882842413348191,-1.8370389641715372,5.932245187448011,5.811140992976701,high,710.489801038404,815.459856519263,3.50694426122835,104.970055480859,2.7087045893915085,2.442596984606856,11.728093294606746,12.358081032285398,0.5836292912398465,0.5001489614337219
15614,20,23,4.94341875,6.994007900799989,-1.7800358807782644,3.1354942159291497,2.995732273553991,45,54,4.645426315789473,6.953687999821837,-1.8034188544499081,3.9889840465642745,3.8066624897703196,low,736.999394648761,785.082688487786,-0.435249476225952,48.0832938390248,2.2476543583008914,2.2926111748578046,10.055951095662596,11.090507465209402,0.8266638246554268,0.6987927847549403
15657,11,13,4.924966666666666,6.89261990664547,-1.7779684711710495,2.5649493574615367,2.3978952727983707,58,69,4.894352941176471,6.872854785848555,-1.7887359076120457,4.23410650459726,4.060443010546419,low,718.395243263038,839.061810817471,-30.2101610631142,120.666567554433,3.7270914062541625,4.273441728528246,8.963672275615016,11.185254384302084,0.6031461513884739,0.6107691654298448
15658,29,32,4.840865217391304,6.677754828937399,-1.7935600715526083,3.4657359027997265,3.367295829986474,79,91,4.762836231884058,6.9259697324341625,-1.7852364834600534,4.51085950651685,4.3694478524670215,high,698.436926322923,839.061810817471,-9.93591928759583,140.624884494548,3.8382445866498154,4.032110830661028,10.294042047908539,11.495351951353065,0.6091673163311937,0.600390928663127
2591,NA,NA,NA,NA,NA,NA,NA,5,5,3.3773999999999997,7.143649291014333,-1.8158191995948327,1.6094379124341003,1.6094379124341003,low,637.749476169942,834.811814308302,-0.188082519730738,197.06233813836,2.2530356133515435,2.272606513539203,4.59511985013459,8.14002395246292,1.0504714031915923,0.8131695875984034
4709,NA,NA,NA,NA,NA,NA,NA,6,6,4.585533333333333,6.308616280157871,-1.871976004990409,1.791759469228055,1.791759469228055,low,608.749499989733,852.249299985626,7.06098011678616,243.499799995893,2.7541425365238106,2.1571646008996557,4.110873864173311,7.903596289614301,1.4469489423962933,0.8331156159997876
4713,NA,NA,NA,NA,NA,NA,NA,7,8,5.31658,7.400411980438042,-1.7355004649628352,2.0794415416798357,1.9459101490553132,low,608.749499989733,852.249299985626,6.62652917440594,243.499799995893,2.4794100278432363,1.6691571471357232,0,9.394160804893874,4.890349128221754,0.83697400427011
4715,NA,NA,NA,NA,NA,NA,NA,8,8,5.3204714285714285,6.530870076692366,-1.7825211028772165,2.0794415416798357,2.0794415416798357,high,608.749499989733,852.249299985626,30.2055880222508,243.499799995893,3.631936645802949,2.0255574904168165,4.634728988229636,10.349262524047791,1.0276175052504013,0.7337354940229094
4719,NA,NA,NA,NA,NA,NA,NA,10,10,5.2444,7.040313114430241,-1.784889262379311,2.302585092994046,2.302585092994046,high,669.624449988706,852.249299985626,6.10352941176471,182.62484999692,2.6880875610046644,2.151762203259462,2.1972245773362196,9.057771773331575,1.4617776993113425,0.9134257365080083
4723,NA,NA,NA,NA,NA,NA,NA,14,14,5.064875,7.123168848919688,-1.7784783761343972,2.6390573296152584,2.6390573296152584,high,608.749499989733,852.249299985626,17.2669581346052,243.499799995893,3.045329642065616,1.3217558399823195,2.1972245773362196,9.849400886632361,1.5114653605868498,0.8794825589351911
4727,NA,NA,NA,NA,NA,NA,NA,10,11,5.399114285714286,6.968626057825502,-1.7483950584054073,2.3978952727983707,2.302585092994046,high,608.749499989733,852.249299985626,12.5528007678133,243.499799995893,3.0386055937820564,2.119060298251378,3.367295829986474,10.610882746361275,0.6975220147893623,0.8267698161616327
4733,NA,NA,NA,NA,NA,NA,NA,25,25,5.048535,6.933986441454348,-1.7888648971577048,3.2188758248682006,3.2188758248682006,low,608.749499989733,852.249299985626,4.12340425531915,243.499799995893,2.2745357891841462,1.7227665977411035,4.143134726391533,9.784197131344804,1.3823098933753342,0.7940347490590299
4761,NA,NA,NA,NA,NA,NA,NA,16,16,4.796936363636363,6.93111171809968,-1.782797521978271,2.772588722239781,2.772588722239781,low,608.749499989733,852.249299985626,1.52286157745596,243.499799995893,2.678553680658135,2.5681099163503736,4.59511985013459,9.596486735697948,1.3119485235934027,0.8071714896331086
4763,NA,NA,NA,NA,NA,NA,NA,9,9,4.4913,6.206905616311169,-1.8996522736879615,2.1972245773362196,2.1972245773362196,high,608.749499989733,852.249299985626,12.1716496162556,243.499799995893,2.8572787217365705,1.6567840330312984,3.044522437723423,9.093469420244768,1.6094255657776508,0.8232663050309612
15217,NA,NA,NA,NA,NA,NA,NA,12,12,5.593766666666666,6.562724456230099,-1.7908930689558673,2.4849066497880004,2.4849066497880004,high,642.186972525103,821.37432534549,3.88845778790708,179.187352820387,3.439765340746145,3.3065636804519616,4.762173934797756,10.180096038519288,0.8767795992050609,0.8519852071338242
