word,Estimate,SE,t
hand,1.3409280253625726,2.8469510066575316,0.47100495309783774
have,-0.04290784110045974,2.347372021670647,-0.018279097094256843
he,-2.644312328338119,2.120119399542985,-1.2472468903912346
he's,-3.744841691270592,2.0725381865213137,-1.806886703282502
here's,4.367951182715095,2.4505296567623924,1.7824518755206475
hi,1.806735903907359,2.110943084495061,0.8558903919190846
hold,3.654380782947507,2.6851409484203397,1.3609642298656122
hole,0.8906130148551189,3.5720765656644096,0.24932640677859155
horsie,4.075188536760455,3.113355049922956,1.3089379371817231
hot,5.320126607792215,2.5869839000766026,2.0564977646883236
hurt,4.399842401265202,2.8515448511571897,1.5429679808401735
just,-1.6923278392154282,2.2502797226076376,-0.7520522103155907
kitty,3.2270008843948883,2.783477549944329,1.159341444826609
look,-3.286700700742731,2.0116806869095507,-1.6338083484769808
man,0.3938980199470779,2.6116789856106437,0.15082175953373517
me,3.5357254349266034,2.2612461174450673,1.5636181341116209
mine,-1.125743479469751,2.261373751139323,-0.4978139853717591
more,6.174598743732446,1.8950500635370695,3.2582773735315955
o,0.39537484133654316,2.9754682779670927,0.13287819072521662
off,1.8941798192068469,2.050171830592724,0.9239127135305637
other,0.8225456901012427,2.207950880801916,0.37253803843792865
outside,5.405110164698142,2.7362199691527924,1.9753931429612765
ow,-0.8904219097229559,4.410487375788561,-0.20188741829552462
people,-1.7942217463679941,2.8200386193762714,-0.6362401330393253
play,6.786018631603622,1.985020955460615,3.4186130947060747
run,-5.573213073578125,4.000142779690315,-1.3932535363174197
she,-4.686420819592267,2.236586829048874,-2.09534490623161
sit,0.7667431146892232,2.2632562759835526,0.3387787423039472
somebody,-2.9377114069754287,4.000601645358949,-0.734317402079618
spoon,3.226787800009765,3.130899704294656,1.030626370938545
tape,4.95987187114757,2.923694186571836,1.6964400360091163
then,-1.271582988132997,2.3147715938581612,-0.5493341077395794
thing,0.1585129555203965,2.6138311084521053,0.0606439165131319
too,1.408911581095218,2.116960241513978,0.6655352110380743
turn,0.8008082323580547,2.226515980592823,0.35966875573236834
way,-0.5863684323075934,2.18046567738752,-0.2689189003929374
wet,5.8320587864598545,3.9193893288805324,1.4880019046552908
when,-6.753110259838878,2.455970145505996,-2.749671152231191
yep,-3.0025839864634376,2.559690114412519,-1.1730263634481273
am,3.5905733524999555,3.618794338855533,0.9922015500984501
because,-3.0610314489278023,2.33077221923594,-1.3133121390691929
bird,1.572408278687108,2.745313491855255,0.5727609190542718
books,-1.5460130326752526,3.618403489701639,-0.4272638574098688
boy,-1.6551468343153453,2.326622654283086,-0.711394617974849
broke,-5.516069295897993,2.8515564066456456,-1.9344065167508568
brush,8.367736648013988,3.8847559414346344,2.1539928824779135
bunny,2.0380717749485475,2.9730549107315025,0.6855143400116657
cake,2.862452423328931,3.184205861924378,0.8989533175468136
chair,1.432611354923,2.5491704305542275,0.5619912022169223
cream,7.773077119030706,4.173869938562346,1.8623189590109932
dat,2.781091023954153,3.129714067974633,0.8886086599450638
dere,3.6313186316563213,3.223574696188751,1.1264881300717642
dis,1.8353366556257678,3.0487159932824275,0.6020031579424806
doggie,3.015777143229579,3.238450663019787,0.9312407249760076
door,-2.5445673164561047,2.62779703931149,-0.9683271875223697
duck,-6.079490053979416,2.8074760962469134,-2.165464582977783
got,-0.605913841634169,2.061553859449122,-0.29391123538051933
house,-0.7123801608943635,2.0540733364637007,-0.34681340157055907
how,2.427956432693098,2.0916202228883294,1.1608017584283632
ice,10.788858859839447,4.4083196183830315,2.4473858054323188
let's,1.4301227220562838,2.182060551679533,0.6554001083771565
m,0.02910513695559085,3.9717682656355193,0.007328004810203538
making,5.876431426934788,2.710446587331607,2.1680675997825305
not,0.6743469417498312,2.1780481937383094,0.30961066136576654
picture,-2.6309082349142026,2.966987429559101,-0.8867271255359378
push,2.842106516175623,2.8580163811808,0.994433249189914
read,2.009591363733654,2.0729413013500375,0.969439589256519
so,-2.039027511231611,2.3087706622979605,-0.8831658962619228
stand,3.432723395358125,3.561861418976659,0.9637442313363118
them,-2.6105053025124882,2.1864711712859757,-1.1939353862951307
these,-1.5307572888306165,2.268942142394798,-0.6746568192413005
top,4.357533696959461,2.7413013822523107,1.5895857803782303
train,3.3154394470277855,2.3517162422874396,1.4097957004383161
two,1.6427668801227366,1.8916778204575133,0.868417899896624
with,-1.5918084092040485,2.2175878370800346,-0.7178107593248848
work,-1.1148715255904176,2.96500801902509,-0.3760096156357085
are,-5.6312158941946056,2.2071780135477046,-2.5513193134536882
bad,-6.0168805679259405,3.2655662263625933,-1.842522904405447
ball,3.028551594741651,1.9104752361533202,1.5852346774405415
birthday,-2.67379573044321,2.9600870651975963,-0.9032827993066902
bit,-9.036014786650105,4.237939319149672,-2.132171818935612
bite,3.6287030688763937,3.180659331807066,1.1408650503965714
blow,10.272712104210951,4.494151099366959,2.2857958882730833
boom,2.2260766192510038,3.9470438825790457,0.5639857790981687
button,7.778911824227479,4.83313183101818,1.6094971327501988
by,-3.6137739439458616,2.9847727163792706,-1.2107367251499175
bye,-2.158512690332636,2.854086896271207,-0.7562883572860654
catch,6.961255978295552,3.4349373645960353,2.0266034688275103
cold,0.10111311582497287,2.815351942367279,0.03591491149058695
coming,-0.2826291308530443,3.010501078007381,-0.09388109272497373
day,2.3225742656128223,3.7982557185640524,0.6114844385703662
don't,0.873168781910998,2.274938304729775,0.3838208623484917
e,0.5428766333214186,3.2671351058825024,0.16616289676663965
eh,-0.6330351456174973,3.0747984231546726,-0.2058785840562575
five,-1.3984790045643436,2.703398699991009,-0.5173040160776117
food,-3.6581610708383376,3.6923164289496246,-0.9907496123995517
four,-1.3716769702088605,2.2702152231281736,-0.6042056965501271
had,-0.678788244071353,2.6811182045154616,-0.2531735612880318
happy,2.1352983593847967,2.970778138021038,0.718767359991147
hat,2.003699941610637,2.2525854656331,0.889511173795791
head,2.3434387933497134,2.774555237649432,0.8446178189391699
hey,-2.0942736247215787,2.1953663005867217,-0.9539517957262414
him,-3.4923178259261696,2.146048495085116,-1.6273247477511725
inside,-7.567981269576552,4.440144835674581,-1.7044446858515068
into,-1.9290760591306015,3.4196024167271495,-0.5641229078838035
mommy's,1.7072101924469747,3.7167873943065666,0.45932414511039993
mouth,4.714964662844467,3.741692311112542,1.2601155495446217
ones,5.9085916867825725,3.207081971370183,1.8423575510476289
page,6.292973105332031,3.640835691395235,1.7284419399109023
paint,-5.71332609686642,4.335435071537244,-1.3178207037109677
part,3.1085930259734247,3.673748803804989,0.8461637395441357
playing,-1.660977821554178,3.302924488403061,-0.5028809551614206
putting,-0.5205310630892241,3.595762683859814,-0.14476235192764958
ready,3.3908498667298477,3.2335178450746525,1.048656611527549
set,4.068456907736679,5.273727374237973,0.7714575705242159
she's,-3.748489596588305,2.794924050005829,-1.341177623978901
show,2.855558279445293,2.8751210147550896,0.9931958567276296
sleeping,-1.5953893757010913,3.4295000448920017,-0.4651959045976136
something,0.28550594150521497,2.4928292124271545,0.11453088726733542
stop,-2.2764389283889157,3.3108551940806468,-0.6875682550112355
think,-1.1714913623009982,2.4886259671014574,-0.47073822172861635
three,0.30806210898546904,1.9888635971041835,0.15489353288682658
time,-5.032408760958441,2.66439589918218,-1.8887616373013891
tree,2.7609239672635,2.820433727887939,0.9789004931986109
uh,-0.7524926755480639,1.7735504688967578,-0.4242860232876001
wake,-2.5406263208897286,4.194843532987687,-0.6056546092626778
wash,4.201647680144829,3.6045955564675274,1.1656363701070551
went,-3.0918014297915333,2.8436149553259447,-1.0872785093497797
will,-6.644923113838124,2.262668630104202,-2.936763706991469
window,7.131721625080599,5.032266979378382,1.4171985815350272
your,-2.9318140577962204,2.1086305691258285,-1.3903877240154294
hair,1.3040226143024365,2.686126639122341,0.4854657987117502
her,-5.504811439410037,2.228113401818803,-2.4706154699830245
his,-6.361292335394813,2.1020876795485655,-3.026178402206769
hit,4.583355535923319,3.416643434162058,1.341479034685222
well,-3.594473482832823,3.25396824301404,-1.1046430740526787
yup,-1.7259079910199486,3.8129343474281066,-0.4526456093281818
any,-4.821308262949868,2.998537325010557,-1.6078866928671278
bed,0.8044569918449661,2.562014327200237,0.31399394738126807
but,-6.58089181763416,2.2876215340253307,-2.8767397577580636
called,3.952033392296412,3.812421782274984,1.0366201899985257
coffee,6.917274050214602,3.219199000071752,2.1487562744833184
color,2.609129344043702,3.024727546850482,0.8625997891150478
dad,-1.0154022108524543,3.168736184848148,-0.3204439093755337
dirty,1.0414594667230952,3.189587245770011,0.3265185701078612
feet,2.9664740626230053,4.317695320114194,0.6870503457720931
fell,-1.739028483808926,3.0193638163644105,-0.575958575903872
getting,-2.22254374462275,3.526004643544825,-0.6303292165799145
hard,3.8980008202080576,3.8831144527648904,1.0038336154198513
have_to,-2.5728085648630863,2.6904301214291984,-0.9562815047195392
help,3.4573022141326573,2.251427466283105,1.5356045290858684
hm,2.189920685610361,2.5310515070862527,0.865221699155146
huh,3.005404523342059,2.2467398698738426,1.337673561430508
i'll,-2.8019201138804597,2.4162014961938807,-1.1596384317674588
jump,1.2867584536990901,3.214772823996278,0.4002641941272613
know,-3.517509435350938,2.2049094888320835,-1.5953078587430471
milk,1.685122333118455,2.2338400070245976,0.7543612469198201
mom,1.6910425467346952,2.0708209578177335,0.81660490268397945
of,-6.4737330276540135,2.2378707831848903,-2.8928091274513776
pretty,-6.861024322889702,3.450723301847058,-1.9882858527709895
pull,3.539576184694956,3.638196727312227,0.972893015411476
said,-6.2084467060420945,2.6112860943869918,-2.3775436630200217
side,2.6527992278467227,3.635724791989766,0.7296479738211686
sleep,1.3646560179597558,2.899315696572059,0.47068210597874055
snake,-2.5461889549277656,3.8909719784072205,-0.6543837809826775
talk,-2.4437148807033524,3.171231735013375,-0.770588555141665
under,0.9941511063056137,3.314994803297714,0.29989522315891565
very,3.429347734418276,3.567191102831773,0.9613580084610348
was,-6.000859547549823,2.181654682471956,-2.7506000815630736
watch,-1.0192804638245474,2.43722388414037,-0.4182137186728155
why,-5.884636226838533,2.1762847351085672,-2.703982678325853
won't,-1.732681477799944,3.1248204553311467,-0.5544899307235003
woof,1.634456552281079,4.327616383949325,0.37768055374388243
you're,-7.761869926224307,2.707028161542211,-2.8673029843185383
close,5.2638734546164425,3.526173422778085,1.4928005017034347
cup,6.581415171886595,3.1491377606739692,2.0899102141781376
find,7.160261707866487,2.414951353945126,2.964971404566515
first,-0.9433384129540453,3.5307281470899956,-0.2671795657027684
looking,5.0860107604643385,3.7210869767100943,1.3668078151081025
nope,2.007024795311059,3.438168291716429,0.5837482708878967
or,-5.475256780711791,2.99426193241122,-1.8285831047194574
plate,6.170777115854374,4.2543780585029465,1.4504533990629362
there's,-2.474143737737158,2.0686187084350514,-1.1960366246561183
use,0.2618977013557588,3.3658802374034327,0.07780957220206877
better,-5.806593420222355,2.7809165889383998,-2.0880142336232357
blue,2.811330434829172,2.070270516711719,1.3579531815458126
byebye,7.425518457073675,3.8340119110714075,1.9367489275740482
didn't,-1.7226671287786428,2.554065237635517,-0.6744804726967116
does,-1.041817276579582,2.492128465100352,-0.41804316718385154
doesn't,-8.436950934908436,2.641682802049988,-3.1937789534614933
leave,2.5257408714686562,5.070891377328425,0.498086171350673
light,1.810118356074447,3.0717203020593034,0.5892848886211842
need,0.37362046426150003,2.1371946621232203,0.17481817210338835
orange,2.9870631290203695,2.646294756527054,1.128771888185477
out_of,-1.3974515633831228,3.9108025663472397,-0.3573311461458838
says,-0.6984300326781747,3.593328736267881,-0.1943685323385083
things,2.3427645219159325,3.466382118227708,0.6758529331191396
ya,6.225420946985693,3.645645259500653,1.7076321210249608
has,-2.33790457142601,2.3939798895857036,-0.9765765291497925
kind,-3.048983800998713,3.695601179667002,-0.8250305302893767
next,-0.1723716734327043,3.5969087351699156,-0.04792217043131665
those,-1.121376297316327,2.4139122913160107,-0.46454724198159575
apple,-1.1591892832759123,2.4905099030083457,-0.4654425512926892
bring,0.7785361084036406,3.351705864477837,0.2322805579853377
comes,-6.1959663381755306,4.880537093301634,-1.269525509124657
crash,-2.134428711841176,5.111629495955608,-0.41756326696407975
give,1.7788428343142983,2.461804531530366,0.7225767974391092
let,-1.858197976522342,2.6303937293710367,-0.7064333965572
lion,5.0321851648961795,3.9941964055213464,1.2598742410212922
wait,4.506200156252916,3.417370901733409,1.318616060658565
would,-5.632696546466929,3.5407471328920046,-1.590821466503954
c,-1.1196062361290746,3.7808451255331743,-0.29612591866512594
came,4.922186586428102,3.6893251685687716,1.3341698987019903
cookies,3.076055038146807,3.761148112461417,0.8178500144557553
fish,4.450383455281664,2.6551351501948837,1.6761419677469194
if,-6.186728261981789,2.9180110557991927,-2.1201867106316876
new,1.0381662452470255,2.6266251555816362,0.39524720268550667
our,-0.7019393400796377,3.509639222995185,-0.20000327540236196
pop,7.9490191903498735,3.700992292935701,2.147807550294722
they're,-5.015500100944605,2.5650700670241346,-1.9553072508320741
we're,-2.9309156091094155,3.1449153754815797,-0.9319537282177602
who,-1.3788513445382868,2.2552600091670865,-0.6113935151306676
y,-12.27589680363765,5.495533760272912,-2.2337951760718546
bigger,-2.4962412560444354,4.049482361635833,-0.6164346534000092
buy,-0.8786042180785938,3.65190544988827,-0.24058788764793312
clothes,-4.575152815748082,4.4824913933361055,-1.0206718572956395
could,-9.463492912057122,2.911714997948489,-3.250143959393288
funny,-2.9610125047185143,2.980391915066676,-0.993497697316184
good,-0.388639428589241,2.1151792286034796,-0.1837382966576479
horse,-2.392129759470873,3.4715292846092938,-0.689070885870432
party,-8.005899773085204,5.150534654205343,-1.5543822749641134
stay,-8.304267489469996,3.6567043334509965,-2.270970451043518
street,1.133128226577771,4.321042009484694,0.26223494798026786
toy,3.600913591305249,3.5779452701055012,1.0064194165829345
cars,0.8174022222115516,3.7672076612198837,0.21697827561405608
long,1.6023601087688943,4.295620466345252,0.3730218070527528
only,-7.301536965133548,5.811245203909815,-1.256449643567107
saw,1.7296481100991479,3.293178965332214,0.5252214132020797
yyy,-4.778193823910287,1.860390535502884,-2.568382139516039
cow,2.6472781673648584,3.022174125849704,0.8759515690117818
yours,-4.313942698385556,3.944645733463504,-1.0936198051422479
mama,1.7210156401967835,2.1822789608010242,0.7886322835486944
puppy,0.859510561380618,3.8608938146726404,0.22261958050081587
which,-1.2047961878405895,4.183911539621205,-0.28795928796087
eye,3.261093167089535,3.803683975407623,0.8573512384766557
tiger,6.239514468184182,3.9010254753582125,1.5994549401426907
toys,0.2755659703576303,3.081584347923047,0.0894234715799224
circle,-2.280624316133921,3.741535427082513,-0.6095423551587891
moon,1.6458855008304385,3.5265132101538383,0.46671752032332225
purple,2.2308405124538817,3.365296813345193,0.6628956184807866
airplane,-2.22538785445102,3.246134401619668,-0.6855501279739548
bear,1.4510447130023354,2.7195721568182765,0.5335562468399309
cheese,6.951333663107833,3.0351134418107195,2.2903043976375175
pink,6.281825368231531,2.998014188315388,2.0953287655257387
please,3.221579453511609,2.334933260713954,1.3797308504340482
blanket,2.0717544739357403,3.7931165180627757,0.5461879338718096
eyes,4.2801244739777005,3.5802592639955635,1.1954789188091055
move,-2.6738133001101216,3.893849474672828,-0.6866760817288097
nose,2.552014306037594,3.24660986051586,0.7860551207813123
pig,-6.886552564970462,3.7328360385077692,-1.8448580366051697
uhhuh,2.5981385338984118,2.868484704496248,0.9057529676996087
who's,0.6670267887547635,2.798832780048025,0.23832320155379846
banana,2.0987481173734492,3.7643010546232705,0.5575399222641323
school,-1.1505781429557262,3.1788850518175344,-0.36194392820145566
shoe,-4.414548784078585,3.2390590747993273,-1.3629108584109675
monkey,3.5933480799784454,3.0689974421160824,1.170854048513257
teeth,5.603391559060111,4.315626650457538,1.2983958096713595
candy,1.68220461400127,3.7777404206996574,0.4452938599973253
tv,-2.887549964801922,4.940026299429349,-0.5845211725159194
bottle,1.269951731502275,3.114516536792678,0.40775244456080767
hello,6.580832190179662,3.174757448180334,2.072861406767178
us,-1.9010074504940622,4.7274798489719005,-0.40211857294483866
slide,7.000643189586078,4.264746142103785,1.6415146309582411
alright,1.717420904321443,3.7291510780613573,0.46053937434314524
eight,-6.556255075367499,3.3248191341509625,-1.9719133013957848
momma,0.5880073427456246,4.274738231164331,0.13755400002246831
white,-1.0516142994929196,2.91896981013862,-0.3602689879971657
elephant,2.6516046462672875,3.3120069756648114,0.8006035813783384
fire,-4.693200203503251,3.0736530289285806,-1.5269128165514554
fix,0.41300300657788114,2.645933928053219,0.15608968999530293
foot,3.356181290018357,4.183400969966073,0.8022614408978291
lady,4.406958736629557,3.822283731595217,1.152964836231644
night,-3.7142884528969593,3.776401498297064,-0.9835523194691788
pick,8.71247005561451,3.7951512165041157,2.29568456132295
ride,2.597640056935636,3.175760739421465,0.817958363390075
tea,9.242551982887662,4.014958749503803,2.3020291264586272
fit,0.2930096643168189,4.328723558847153,0.06768962266438994
morning,-4.406771455833371,4.636885929060403,-0.9503730571017818
nine,-2.526985797306422,3.748173515357484,-0.6741912526067805
ten,-3.609137701238654,4.098082502174112,-0.8806893710226519
together,7.834088069758957,3.712679577672523,2.11009000530828
yellow,5.361667530454727,2.471112040612043,2.169738742046983
about,1.0480731553953926,2.4528719056305905,0.4272840962422582
fly,-0.8364886394097764,3.593425034381383,-0.23278310564610957
after,-0.9856242214169907,3.4469117121819925,-0.2859441447060049
bag,5.217430065162601,3.0903472765569657,1.6882989509759796
egg,3.402355272122575,2.945981297393013,1.1549140774021278
puzzle,-0.7395171040033136,3.9042736152706734,-0.18941221258440022
sing,7.931474378487624,3.611352565947235,2.196261437688582
else,2.866166339086555,3.7496756065673003,0.7643771461367647
face,-1.076428361089209,4.108503704252839,-0.2620000950650147
found,1.073182472336247,3.915002035725976,0.27412054005158193
nice,-5.967467734851121,3.3034828343031526,-1.8064170556254513
story,2.657484470911084,4.0332435561788715,0.6588951135469753
hands,5.573700813318664,4.146040924964417,1.3443429320144733
money,0.7146955400445931,3.553432127708532,0.20112823725311224
shoes,-0.7514717711431385,2.9889449978916223,-0.2514170624328051
gone,0.03309504060418383,3.3208489581011524,0.00996583735717611
turtle,1.226455819296821,4.525228452738468,0.2710262768180519
tail,0.9541702277182396,4.016718467374829,0.23754969024300282
tell,-0.3155345177123425,3.5854019656334697,-0.0880053396346576
black,2.4543006836067716,2.981790968603702,0.8230961557832001
bus,-0.7467786427315185,3.3629054642547964,-0.22206352532630622
clean,-1.6525206519045115,3.4231062832045294,-0.48275470148636745
knock,-2.810549693974255,4.067468435572443,-0.6909825456527992
ma,-0.3600457551022196,4.181438586358424,-0.08610571401833743
b,0.7648040818878598,3.095659576597079,0.2470569075713987
lunch,11.627792536317054,4.131302105343957,2.814558761334876
took,-4.559557231400698,4.72339905887695,-0.9653127280939061
carry,-0.21577370674909632,5.483718593648926,-0.03934806337418532
silly,-1.355126590120667,4.528496672484402,-0.299244249941609
eggs,1.7918778087631393,4.264233455931526,0.42021100094101244
six,-10.998230343470842,3.491627302144423,-3.149886683700793
store,-9.534389286570667,4.246931873086339,-2.2450064120387725
maybe,-5.566911087560324,2.901496925083789,-1.9186341503358868
rock,4.041224521284612,4.325690051173386,0.9342381154166118
mouse,2.196624168951234,3.3820364756453776,0.6494974802221974
old,2.840081646816265,3.753800180958055,0.756588393069823
seven,-6.909442918043723,3.601925803069541,-1.9182635334008087
brown,-6.027451466501329,4.1585245415643115,-1.4494206794398246
dark,1.12159381141126,5.3544551783941285,0.20946926886922615
flower,1.24204761099301,4.2053142247659485,0.29535191536421695
girl,-6.189184268159138,2.9354824802451596,-2.1084044308935006
mhm,-2.3743669018805806,3.188012674967744,-0.744779630433748
their,-1.704715676685358,3.521505406019636,-0.48408719571218867
moo,2.4700361189976943,4.198923674563569,0.5882545886606112
done,1.4618035365882314,3.227083811564291,0.4529797247130186
rabbit,-7.281519794089938,3.8834474581477068,-1.8750143712676917
guy,-7.334704871240204,3.4745625417170665,-2.1109721823039984
