target_child_id,vocab_delta,vocab_t1,vocab_t2,mtld_delta,mtld_t1,mtld_t2,age_diff,mean_log_word_freq_t1,log_num_trigrams_t1,mean_log_freq_trigrams_t1,mean_log_word_freq_t2,log_num_trigrams_t2,mean_log_freq_trigrams_t2
2521,-7,72,65,4.801495097776519,7.18013942931258,11.9816345270891,272.749775970759,0,7.368970402194793,1.135413545782918,0,9.677026002747972,0.7999965282594446
2567,181,39,220,7.938130792996899,5.625,13.5631307929969,260.937285673217,0,6.343880434126331,0.7074147348142277,0,11.06333604067481,0.7156940535680608
2576,39,8,47,4.86046511627907,3.8,8.66046511627907,238.499804102754,3.7053125,2.1972245773362196,1.4973647252921403,0,7.975564658495202,0.9550430973271966
2585,57,29,86,12.46053415020139,5.86841321821971,18.3289473684211,254.93729060145,0,2.1972245773362196,2.005427950249106,0,9.13399913871946,0.9318315569653766
2588,122,44,166,19.655015953071793,6.31578947368421,25.970805426756,265.499781925707,0,6.519147287940395,0.9654085698036353,0,10.892303576214507,0.7563413810932245
2591,45,9,54,-0.18808251973073098,8.70466321243523,8.5165806927045,197.06233813836,4.5803666666666665,4.59511985013459,1.0504714031915923,0,8.14002395246292,0.8131695875984034
2600,41,41,82,3.608094602826231,9.00936037441497,12.6174549772412,233.499808209614,0,5.5053315359323625,1.081448646093406,0,9.114600099695346,0.723361151850932
2618,226,148,374,8.07971613614437,8.08130081300813,16.1610169491525,91.31242499846,0,8.80941494391005,0.7442788008154346,0,11.270535381710154,0.6258771968187339
2964,47,1089,1136,8.3267177710711,15.5184370306583,23.8451548017294,121.749899997947,0,12.429616116865711,0.5059605363870389,0,12.811216138741559,0.4555024287133986
3012,-75,960,885,3.6560454516647987,16.3282598436203,19.9843052952851,117.95728947673,0,12.68737161653782,0.49606884849597693,0,12.904739564267844,0.45606043563103765
3167,-531,993,462,4.566386421721931,7.22454528711127,11.7909317088332,77.3407698077305,0,11.829326181003843,0.5499530830548014,0,12.072929748859895,0.5289283045859626
3617,297,212,509,0.8919733144727502,4.83528900477344,5.72726231924619,152.813510846779,0,10.466070363074957,0.7740014529723636,0,11.52247967777504,0.5961184039254339
3633,-39,1115,1076,4.6299398294878,13.5641677838769,18.1941076133647,164.619814280716,0,12.536882452240109,0.488077439583717,0,12.916106441246543,0.44329725528158037
3643,563,1055,1618,4.427436811403409,9.03202630295469,13.4594631143581,140.009354697097,0,11.80558015344853,0.5438774995420766,0,12.824709080526384,0.4487642069358328
3658,257,1923,2180,2.3977717433903987,12.7098745932769,15.1076463366673,161.804926621648,0,12.91738876670544,0.44713075797122503,0,13.162518269461208,0.4000618266130087
3670,357,593,950,4.150640131688601,10.2123637906989,14.3630039223875,149.500571648745,0,11.795393970369123,0.5698353797863496,0,12.570806032821068,0.4860984050756025
3679,211,504,715,3.15906446945763,5.76609596593859,8.92516043539622,157.838254194339,0,11.204741320667946,0.61065579926859,0,12.081534973595048,0.5237409227999306
3694,391,117,508,3.8290758950012016,11.8846153846154,15.7136912796166,115.999904720836,0,7.8567067930958405,0.7924667975560225,0,11.973345820988902,0.5830169783434704
3841,245,243,488,5.095407277483499,20.7672446452526,25.8626519227361,173.697773996044,0,10.9033470758296,0.7267880455142857,0,11.992805164886171,0.5821596241417641
3951,-103,973,870,3.546931618216311,6.20806245753918,9.75499407575549,120.481671872968,0,11.905967053079335,0.5254943235544367,0,12.486949112293342,0.4893473619066225
4580,174,139,313,1.6459138507823594,6.31820100035007,7.96411485113243,113.418656841003,0,8.464846711044029,0.6888923787527156,0,10.500756892202675,0.6619729018263865
4585,116,293,409,1.6902634737874997,11.8220328141532,13.5122962879407,145.143630782973,0,10.94641093534365,0.6869919249809138,0,11.731996735794215,0.5860766287037232
4589,34,388,422,2.7117397239327,10.9506747407653,13.662414464698,150.806126131954,0,11.553981032210253,0.6401150803891895,0,12.065303696293757,0.5663381355122125
4709,56,10,66,7.06098011678617,7.64658634538153,14.7075664621677,243.499799995893,0,4.110873864173311,1.4469489423962933,0,7.903596289614301,0.8331156159997876
4711,54,17,71,7.53864953333043,4.27027027027027,11.8089198036007,243.499799995893,0,5.3230099791384085,1.0788472936059494,0,8.65591111072806,0.9635433086551862
4713,83,5,88,6.62652917440599,4.30769230769231,10.9342214820983,243.499799995893,3.47844,0,4.890349128221754,0,9.394160804893874,0.83697400427011
4715,103,17,120,30.20558802225083,6.58033573141487,36.7859237536657,243.499799995893,0,4.634728988229636,1.0276175052504013,0,10.349262524047791,0.7337354940229094
4717,72,14,86,4.15576301615799,4.52423698384201,8.68,243.499799995893,0,3.6635616461296463,1.5457776083220611,0,8.513787398281405,0.8842682558730448
4719,64,11,75,6.1035294117647005,7.6,13.7035294117647,182.62484999692,0,2.1972245773362196,1.4617776993113425,0,9.057771773331575,0.9134257365080083
4721,106,18,124,22.371657178299436,4.86710459828196,27.2387617765814,243.499799995893,0,5.556828061699537,0.789575444428483,0,9.745839095947058,0.8352311935070336
4723,107,5,112,17.2669581346052,2.75,20.0169581346052,243.499799995893,4.30984,2.1972245773362196,1.5114653605868498,0,9.849400886632361,0.8794825589351911
4727,109,17,126,12.55280076781339,7.32331238043181,19.8761131482452,243.499799995893,0,3.367295829986474,0.6975220147893623,0,10.610882746361275,0.8267698161616327
4729,30,10,40,6.72119654124794,4.36363636363636,11.0848329048843,243.499799995893,0,3.9512437185814275,1.1632985977940162,0,7.5745584842024805,1.0554758383995388
4731,116,39,155,10.456433572542181,7.47736165455562,17.9337952270978,243.499799995893,0,7.717796211013582,0.9760537649684582,0,10.836891022686792,0.8090572559067751
