Betty,Bates,4848,608.75,7.646586345381526
Betty,Bates,4848,852.25,10.98213576816197
Chuck,Bates,4850,608.75,4.27027027027027
Chuck,Bates,4850,852.25,10.266666666666667
Doug,Bates,4852,608.75,4.307692307692308
Doug,Bates,4852,852.25,11.889322454771195
Ed,Bates,4854,608.75,6.580335731414867
Ed,Bates,4854,852.25,37.95392242636337
Frank,Bates,4856,608.75,4.524236983842011
Frank,Bates,4856,852.25,9.75
Gloria,Bates,4858,669.625,7.6
Gloria,Bates,4858,852.25,11.550913838120104
Hank,Bates,4860,608.75,4.86710459828196
Hank,Bates,4860,852.25,29.973013493253376
Ivy,Bates,4862,608.75,2.75
Ivy,Bates,4862,852.25,18.89329073482428
Jane,Bates,4864,608.75,Inf
Jane,Bates,4864,852.25,24.527099463966646
Jim,Bates,4866,608.75,7.323312380431812
Jim,Bates,4866,852.25,23.6620507650338
Kathy,Bates,4868,608.75,4.363636363636363
Kathy,Bates,4868,852.25,11.52346570397112
Keith,Bates,4870,608.75,7.477361654555618
Keith,Bates,4870,852.25,14.491107847936043
Kent,Bates,4872,608.75,4.6
Kent,Bates,4872,852.25,8.725
Linda,Bates,4874,608.75,5.96321393998064
Linda,Bates,4874,852.25,17.391304347826086
Mandy,Bates,4876,608.75,5.333333333333333
Mandy,Bates,4876,852.25,21.876993166287015
Nan,Bates,4878,608.75,5.416666666666667
Nan,Bates,4878,852.25,14.362515413070284
Olivia,Bates,4880,608.75,8.782608695652174
Olivia,Bates,4880,852.25,18.37948717948718
Paula,Bates,4883,608.75,3.4885245901639346
Paula,Bates,4883,852.25,8.355353075170843
Pete,Bates,4885,608.75,Inf
Pete,Bates,4885,852.25,13.744473737578584
Ruth,Bates,4887,608.75,4.454545454545454
Ruth,Bates,4887,852.25,11.513513513513514
Steve,Bates,4889,608.75,3.096774193548387
Steve,Bates,4889,852.25,12.631171345595355
Sue,Bates,4892,608.75,8.091525423728813
Sue,Bates,4892,852.25,27.688118811881186
Tom,Bates,4894,608.75,5.133333333333334
Tom,Bates,4894,852.25,10.156039896564463
Vicki,Bates,4896,608.75,3.6666666666666665
Vicki,Bates,4896,852.25,19.555555555555557
Wanda,Bates,4898,608.75,7.5
Wanda,Bates,4898,852.25,15.21951219512195
Will,Bates,4900,608.75,12.041152263374487
Will,Bates,4900,852.25,13.235394862036156
Zeke,Bates,4902,608.75,4.242424242424243
Zeke,Bates,4902,852.25,13.055921052631579
Anne,Bernstein,4676,517.4375,Inf
Anne,Bernstein,4676,608.75,Inf
Anne,Bernstein,4676,669.625,7.839999999999999
Cindy,Bernstein,4678,NA,NA
Dale,Bernstein,4681,517.4375,4.226415094339623
Dale,Bernstein,4681,578.3125,Inf
Dale,Bernstein,4681,639.1875,12
Gail,Bernstein,4684,639.1875,6.571428571428571
Gail,Bernstein,4684,700.0625,Inf
Gail,Bernstein,4684,760.9375,Inf
Lena,Bernstein,4689,578.3125,Inf
Lena,Bernstein,4689,669.625,Inf
Lena,Bernstein,4689,730.5,12.886363636363635
Marie,Bernstein,4691,547.875,Inf
Marie,Bernstein,4691,608.75,NA
Marie,Bernstein,4691,669.625,NA
Eric,Bloom70,5234,653.1875,3.6534508076358296
Eric,Bloom70,5234,696.625,4.161832441180133
Peter,Bloom70,5241,647.1875,4.192109777015437
Peter,Bloom70,5241,664.1875,NA
Peter,Bloom70,5241,680.625,4.801255230125523
Peter,Bloom70,5241,705.0625,4.761739633001011
Peter,Bloom70,5241,717.0625,5.431832452997451
Peter,Bloom70,5241,740.5,10.447444506621899
Peter,Bloom70,5241,760.9375,9.284210526315789
Peter,Bloom70,5241,778.9375,9.838559905567578
Peter,Bloom70,5241,804.375,NA
Peter,Bloom70,5241,824.8125,13.102034484579638
Peter,Bloom70,5241,845.8125,11.594654788418708
Peter,Bloom70,5241,867.25,13.862371220306484
Peter,Bloom70,5241,885.6875,13.635772357723578
Peter,Bloom70,5241,904.6875,12.904789450463257
Peter,Bloom70,5241,929.125,15.966674380930339
Peter,Bloom70,5241,956.5625,17.888616462346757
Peter,Bloom70,5241,986,15.794054183649004
Peter,Bloom70,5241,1019.4375,18.040462427745666
Peter,Bloom70,5241,1053.875,NA
Peter,Bloom70,5241,1146.1875,17.13582778062532
Laura,Braunwald,5193,527.4375,8.820512820512821
Laura,Braunwald,5193,528.4375,13.680781758957657
Laura,Braunwald,5193,529.4375,5.666666666666667
Laura,Braunwald,5193,530.4375,NA
Laura,Braunwald,5193,531.4375,4.660691421254802
Laura,Braunwald,5193,536.4375,4.7960848287112565
Laura,Braunwald,5193,539.4375,6.703968770331816
Laura,Braunwald,5193,545.4375,5.0476190476190474
Laura,Braunwald,5193,547.875,NA
Laura,Braunwald,5193,549.875,NA
Laura,Braunwald,5193,550.875,4.446746072846539
Laura,Braunwald,5193,551.875,NA
Laura,Braunwald,5193,552.875,13.044185675546338
Laura,Braunwald,5193,554.875,8.17142857142857
Laura,Braunwald,5193,561.875,8.279024861211681
Laura,Braunwald,5193,562.875,14.471910112359549
Laura,Braunwald,5193,563.875,9.625
Laura,Braunwald,5193,566.875,4.995398230088496
Laura,Braunwald,5193,568.875,7.165798525798526
Laura,Braunwald,5193,574.875,7.666666666666667
Laura,Braunwald,5193,575.875,NA
Laura,Braunwald,5193,576.875,NA
Laura,Braunwald,5193,583.3125,6.556301267710665
Laura,Braunwald,5193,584.3125,20.160000000000007
Laura,Braunwald,5193,585.3125,8.453389830508474
Laura,Braunwald,5193,586.3125,NA
Laura,Braunwald,5193,595.3125,9.660907127429805
