target_child_id,words_in_norms_t1,total_words_t1,mean_log_word_freq_t1,log_centrality_t1,log_total_words_t1,words_in_norms_t2,total_words_t2,mean_log_word_freq_t2,log_centrality_t2,log_total_words_t2,delta_resid_group,age_t1,age_t2,mtld_diff,age_diff,log_mtld_t2,log_mtld_t1,log_num_trigrams_t1,log_num_trigrams_t2,mean_log_freq_trigrams_t1,mean_log_freq_trigrams_t2,log_transcript_length_t1,log_transcript_length_t2,log_n_adult_trigrams_t1,log_n_adult_trigrams_t2
3658,1603,1897,3.159949023709902,-1.8541220210256506,7.5480289699350145,1772,2134,3.148353024691358,-1.8521371625180139,7.665753431861699,high,675.975635248206,837.780561869854,2.39777174339045,161.804926621648,2.7792940869912424,2.618116346433694,12.91738876670544,13.162518269461208,0.44713075797122503,0.4000618266130087,10.0841827875855,10.216544931319138,7.4318919168078,8.034306936339489
3670,534,591,3.5577166315789475,-1.8547132113819116,6.3818160174060985,853,943,3.4616979328165374,-1.848638565919897,6.849066282633458,high,672.005698032814,821.506269681559,4.15064013168859,149.500571648745,2.731962276462394,2.417017079324407,11.795393970369123,12.570806032821068,0.5698353797863496,0.4860984050756025,8.193123721512068,9.001222992395064,5.241747015059643,6.799055862058796
3679,448,496,3.695685878962536,-1.8475818647415043,6.206575926724928,626,706,3.5885813308687617,-1.8460235549489716,6.559615237493242,low,669.763338763516,827.601592957854,3.15906446945763,157.838254194339,2.2950729912180434,1.911924253813738,11.204741320667946,12.081534973595048,0.61065579926859,0.5237409227999306,8.185071477532283,9.066008001086264,4.0943445622221,5.817111159963204
3694,97,117,3.541297297297297,-1.8601969000125762,4.762173934797756,428,497,3.876177808988764,-1.8413019646196922,6.208590026096629,high,700.061924988193,816.061829709029,3.82907589500122,115.999904720836,2.8162282206426292,2.5560339938035854,7.8567067930958405,11.973345820988902,0.7924667975560225,0.5830169783434704,5.697093486505405,8.316055720364643,1.0986122886681098,5.529429087511423
3841,213,243,3.988342105263158,-1.8216539459359828,5.493061443340548,427,486,3.827809749303621,-1.828877196645852,6.186208623900494,high,669.405700168381,843.103474164425,5.09540727748346,173.697773996044,3.290736917522151,3.080406300642412,10.9033470758296,11.992805164886171,0.7267880455142857,0.5821596241417641,6.658011045870748,7.791935956938058,4.2626798770413155,5.883322388488279
3951,793,971,3.3610240896358543,-1.8515412919487073,6.878326468291325,721,867,3.580790346907994,-1.8332549389231516,6.7650389767805414,low,697.056719123254,817.538390996222,3.54693161821632,120.481671872968,2.375370211883232,1.9752001852989034,11.905967053079335,12.486949112293342,0.5254943235544367,0.4893473619066225,9.337325383730672,9.107532151994501,5.393627546352362,6.175867270105761
4580,121,139,3.8364638554216866,-1.8504980893810294,4.9344739331306915,273,310,3.804433653846154,-1.853174469240161,5.736572297479192,low,704.843171061008,818.26182790201,1.64591385078236,113.418656841003,2.1932293683434856,1.99036453278856,8.464846711044029,10.500756892202675,0.6888923787527156,0.6619729018263865,6.577861357721047,7.393263094763838,2.1972245773362196,2.8903717578961645
4585,263,293,3.9402899082568807,-1.830846487814816,5.680172609017068,370,406,3.869569905956113,-1.8369413008212738,6.0063531596017325,low,674.405696061521,819.549326844494,1.69026347378747,145.143630782973,2.67499630991882,2.5511650047688725,10.94641093534365,11.731996735794215,0.6869919249809138,0.5860766287037232,7.739359202689098,8.236685322712457,4.6443908991413725,5.697093486505405
4589,338,384,3.8646783972125434,-1.829335797473354,5.950642552587727,375,419,3.8823155688622752,-1.8295181319543488,6.037870919922137,high,666.655702427155,817.461828559108,2.71173972393266,150.806126131954,2.685287380352894,2.480787740445875,11.553981032210253,12.065303696293757,0.6401150803891895,0.5663381355122125,7.950149887652018,8.40737832540903,5.25227342804663,6.021023349349527
4709,9,10,4.3908000000000005,-1.8166652556708895,2.302585092994046,60,66,4.291802083333334,-1.8494906761914374,4.189654742026425,low,608.749499989733,852.249299985626,7.06098011678616,243.499799995893,2.7541425365238106,2.1571646008996557,4.110873864173311,7.903596289614301,1.4469489423962933,0.8331156159997876,2.6390573296152584,4.804021044733257,-Inf,1.3862943611198906
4711,14,17,4.93907,-1.860316912018441,2.833213344056216,60,71,4.380802040816326,-1.8176168933995134,4.2626798770413155,low,608.749499989733,852.249299985626,7.53864953333038,243.499799995893,2.5501417878879282,1.6620816459195222,5.3230099791384085,8.65591111072806,1.0788472936059494,0.9635433086551862,4.3694478524670215,5.351858133476067,0,2.6390573296152584
4713,5,5,2.63775,-1.8804362697676353,1.6094379124341003,79,88,4.489271875,-1.8046165160662317,4.477336814478207,low,608.749499989733,852.249299985626,6.62652917440594,243.499799995893,2.4794100278432363,1.6691571471357232,0,9.394160804893874,4.890349128221754,0.83697400427011,2.0794415416798357,5.303304908059076,-Inf,2.5649493574615367
4715,15,17,3.802506666666667,-1.851372335862133,2.833213344056216,109,120,4.519786734693877,-1.790935439092144,4.787491742782046,high,608.749499989733,852.249299985626,30.2055880222508,243.499799995893,3.631936645802949,2.0255574904168165,4.634728988229636,10.349262524047791,1.0276175052504013,0.7337354940229094,3.332204510175204,5.521460917862246,-Inf,3.871201010907891
4717,9,14,4.077185714285714,-1.8615735250243215,2.6390573296152584,81,86,4.015578260869566,-1.841882440665544,4.454347296253507,low,608.749499989733,852.249299985626,4.15576301615799,243.499799995893,2.2700619012884857,1.7091451353947575,3.6635616461296463,8.513787398281405,1.5457776083220611,0.8842682558730448,3.58351893845611,5.375278407684165,-Inf,1.0986122886681098
4719,9,11,3.7607666666666666,-1.7554176450685404,2.3978952727983707,67,75,4.465607272727273,-1.8096462237555981,4.31748811353631,high,669.624449988706,852.249299985626,6.10352941176471,182.62484999692,2.6880875610046644,2.151762203259462,2.1972245773362196,9.057771773331575,1.4617776993113425,0.9134257365080083,2.9444389791664403,5.298317366548036,-Inf,1.9459101490553132
4721,16,18,4.79863,-1.8249645341198815,2.8903717578961645,113,124,4.159851546391753,-1.8348482739891645,4.820281565605037,high,608.749499989733,852.249299985626,22.3716571782995,243.499799995893,3.340695565225422,1.7693612580244404,5.556828061699537,9.745839095947058,0.789575444428483,0.8352311935070336,3.7612001156935624,5.6131281063880705,-Inf,2.833213344056216
4723,5,5,4.375025,-1.8742985820285352,1.6094379124341003,101,112,4.297580487804878,-1.8194380475195668,4.718498871295094,high,608.749499989733,852.249299985626,17.2669581346052,243.499799995893,3.045329642065616,1.3217558399823195,2.1972245773362196,9.849400886632361,1.5114653605868498,0.8794825589351911,2.3978952727983707,5.634789603169249,-Inf,2.772588722239781
4727,15,17,4.2447923076923075,-1.8568708368600624,2.833213344056216,110,126,4.354733333333333,-1.7972111031906604,4.836281906951478,high,608.749499989733,852.249299985626,12.5528007678133,243.499799995893,3.0386055937820564,2.119060298251378,3.367295829986474,10.610882746361275,0.6975220147893623,0.8267698161616327,3.1354942159291497,5.645446897643238,0,3.5263605246161616
4729,8,10,5.232275,-1.8643495787304738,2.302585092994046,38,40,4.362145833333333,-1.8234905111724784,3.6888794541139363,low,608.749499989733,852.249299985626,6.72119654124796,243.499799995893,2.4919511874056828,1.6796421711073481,3.9512437185814275,7.5745584842024805,1.1632985977940162,1.0554758383995388,3.1780538303479458,4.343805421853684,-Inf,0
4731,36,39,4.810352,-1.8139199395513022,3.6635616461296463,135,155,4.298638333333333,-1.809945087198999,5.043425116919247,high,608.749499989733,852.249299985626,10.4564335725421,243.499799995893,2.940948432558842,2.137399275752162,7.717796211013582,10.836891022686792,0.9760537649684582,0.8090572559067751,4.51085950651685,6.045005314036012,1.9459101490553132,3.9889840465642745
4733,9,11,4.2877,-1.8366242422555168,2.3978952727983707,101,106,4.324153658536585,-1.8122316698614955,4.663439094112067,low,608.749499989733,852.249299985626,4.12340425531915,243.499799995893,2.2745357891841462,1.7227665977411035,4.143134726391533,9.784197131344804,1.3823098933753342,0.7940347490590299,3.044522437723423,6.0112671744041615,-Inf,2.995732273553991
4735,20,24,4.764385714285714,-1.8300652724222608,3.1780538303479458,97,110,4.405692771084337,-1.8113373338232808,4.700480365792417,high,608.749499989733,852.249299985626,11.8419574370488,243.499799995893,2.9341319052564443,1.9406411407477178,6.679599185844383,9.957312639231036,1.3578302343396813,0.8565887379414663,3.9889840465642745,5.424950017481403,0.6931471805599453,2.5649493574615367
4737,9,12,4.1383375,-1.870199338959217,2.4849066497880004,122,140,4.280897196261682,-1.8027256148068547,4.941642422609304,high,608.749499989733,852.249299985626,16.5436598329537,243.499799995893,3.130131740318167,1.8458266904983303,3.2188758248682006,10.377918865109015,0.9697977365463276,0.7210660284671032,3.4339872044851463,5.814130531825066,-Inf,2.70805020110221
4739,18,20,4.1549700000000005,-1.8480983836795393,2.995732273553991,118,130,4.304831372549019,-1.8138083272104977,4.867534450455582,low,608.749499989733,852.249299985626,7.45655403308057,243.499799995893,2.6299604135532637,1.858898772065684,4.90527477843843,10.029503273118987,0.9447006514319264,0.7534716749061241,4.174387269895637,6.040254711277414,-Inf,3.5263605246161616
4741,42,43,4.264903448275862,-1.841912110571869,3.7612001156935624,100,116,4.2452,-1.8058526904996188,4.7535901911063645,low,608.749499989733,852.249299985626,5.26818844563425,243.499799995893,2.7114309559906573,2.28060618627527,7.637716432664798,10.336016443526942,0.9750024285101279,0.8250707495846149,4.61512051684126,5.755742213586912,0,3.4339872044851463
4744,6,7,4.6991,-1.7546566521456692,1.9459101490553132,81,91,4.356121212121212,-1.81479538920647,4.51085950651685,low,608.749499989733,852.249299985626,5.81901309827828,243.499799995893,2.3328754420018583,1.5015240486810364,3.6888794541139363,9.462654300590172,1.311807859272748,0.9001461118429289,2.9444389791664403,5.929589143389895,0,2.3978952727983707
4748,14,18,4.65874,-1.8595834084366445,2.8903717578961645,100,111,4.327343529411765,-1.8006635888784945,4.709530201312334,low,608.749499989733,852.249299985626,9.47291568535092,243.499799995893,2.7032025461796447,1.6964492894237293,5.293304824724492,9.886799071249893,1.1165634181315254,0.7629081337446152,3.8066624897703196,5.634789603169249,-Inf,2.6390573296152584
4750,13,15,3.96913,-1.8385906833902363,2.70805020110221,129,140,4.288277884615384,-1.8094344526655395,4.941642422609304,low,608.749499989733,852.249299985626,10.1604101491221,243.499799995893,2.6572609440644195,1.4101998819734456,3.8066624897703196,10.273843483530724,1.0992814058545832,0.8125280591815918,3.784189633918261,5.855071922202427,-Inf,3.4965075614664802
4753,20,27,4.7595846153846155,-1.8584823815874336,3.295836866004329,90,94,4.361323287671233,-1.8116971533378858,4.543294782270004,high,608.749499989733,852.249299985626,23.5029690177746,243.499799995893,3.4841433919479914,2.2073427075018035,6.20050917404269,9.401291255468191,1.0419454966622081,0.8246245231543056,4.07753744390572,5.313205979041787,-Inf,2.8903717578961645
4755,19,31,4.804966666666667,-1.8088280347992463,3.4339872044851463,111,135,4.315513793103448,-1.8234791704237479,4.90527477843843,low,608.749499989733,852.249299985626,4.58982344836425,243.499799995893,2.3724055881977626,1.8137383759468297,5.771441123130016,9.948938815440046,1.0749284786847697,0.7915983164779877,4.007333185232471,6.018593214496234,-Inf,3.332204510175204
4757,4,4,4.4774,-1.971029554753421,1.3862943611198906,50,54,3.963925,-1.823156665674439,3.9889840465642745,high,608.749499989733,852.249299985626,15.8888888888889,243.499799995893,3.0231312477421075,1.5404450409471495,2.4849066497880004,7.4821189235521155,1.0917786675150212,0.8816366485142221,2.3978952727983707,4.477336814478207,-Inf,-Inf
4759,22,23,5.06055,-1.7949126417163968,3.1354942159291497,135,152,4.439858823529412,-1.8073486616388663,5.0238805208462765,high,608.749499989733,852.249299985626,9.59658593522031,243.499799995893,2.8957232981168253,2.1400661634962708,6.054439346269371,10.583726782795289,1.061281141071622,0.7544962163452964,4.31748811353631,6.133398042996649,-Inf,4.127134385045092
4761,11,13,4.529218181818182,-1.7805731891635028,2.5649493574615367,107,115,4.178267415730337,-1.8226689783555885,4.74493212836325,low,608.749499989733,852.249299985626,1.52286157745596,243.499799995893,2.678553680658135,2.5681099163503736,4.59511985013459,9.596486735697948,1.3119485235934027,0.8071714896331086,2.9444389791664403,5.739792912179234,-Inf,2.1972245773362196
4763,5,5,4.14595,-1.8766896973868081,1.6094379124341003,85,93,4.208530555555556,-1.8130668478671603,4.532599493153256,high,608.749499989733,852.249299985626,12.1716496162556,243.499799995893,2.8572787217365705,1.6567840330312984,3.044522437723423,9.093469420244768,1.6094255657776508,0.8232663050309612,2.302585092994046,5.2574953720277815,-Inf,2.1972245773362196
4846,590,653,3.5158009523809524,-1.8568055335475597,6.481577129276431,1129,1316,3.3637126607319487,-1.8510465039792867,7.182352111885263,high,731.780648935296,819.600889302142,3.23125798930225,87.8202403668454,2.5495298246532108,2.258614984220155,11.530264275246719,12.628129348731258,0.5503729197705809,0.46842131233928963,8.838986793496787,10.194999780568262,5.214935757608986,7.377133712833954
5005,1219,1554,3.3613952919020718,-1.847261673052695,7.348587530927593,1472,1846,3.3662553680981593,-1.8468192312614296,7.520776415062797,high,675.358820278651,824.652471507871,7.40118369243914,149.293651229221,3.38723557056665,3.099320477440245,12.686883293023065,13.053602621833537,0.4808253522412609,0.42340665902698343,9.759963542450086,10.00622462998724,6.413458957167357,7.398174092970465
5049,560,636,3.6192224899598395,-1.8531895312112545,6.455198563340122,956,1092,3.533010312862109,-1.8541457729051118,6.9957661563048505,high,692.436931251155,823.972537497103,6.46940376481663,131.535606245948,2.574085246943147,1.8946028656156608,11.678905896551063,12.663000533662387,0.5473044810455789,0.47446693998565814,9.077722847361343,10.161303025381615,5.123963979403259,7.347943823148687
14768,223,277,3.728610119047619,-1.8599599414543326,5.6240175061873385,1813,2357,2.984313820078227,-1.8671024047089815,7.7651449029361315,low,746.099387174275,824.991657279972,2.19362764830578,78.8922701056973,2.195462723454032,1.9155289395795734,10.085225605791667,12.652222138690846,0.6966351328380941,0.45778887045177347,8.066521490469993,11.47421582119874,2.6390573296152584,6.459904454377535
14797,374,574,3.5686712598425196,-1.8858353063834896,6.352629396319567,672,929,3.5107936863543787,-1.8823923248697454,6.834108738813838,high,680.015066454137,830.115389594389,-6.87987459226777,150.100323140252,3.204656623467396,3.4508414650113743,11.010415172807951,12.127754283650875,0.7358851942325242,0.5793179219549337,7.428927194802272,8.216898580913613,2.9444389791664403,5.111987788356544
14809,109,121,4.133454022988506,-1.8321308657776114,4.795790545596741,98,117,4.584086419753087,-1.8069818512545262,4.762173934797756,low,683.624438489497,821.811824986139,2.69612820116531,138.187386496643,2.5457199557049255,2.308197091042857,9.311090275076326,10.798554647958657,0.8663760315905326,0.7355235704038847,5.7745515455444085,5.968707559985366,2.302585092994046,3.6888794541139363
14830,172,191,3.861474675324675,-1.839574016759462,5.25227342804663,97,111,4.225862068965517,-1.7962095036444146,4.709530201312334,low,682.905689079858,824.811822522023,0.705279192814077,141.906133442165,2.38042757975798,2.3129555946432716,9.960670966063581,10.810515517131098,0.7577987713610608,0.7417351006537822,6.395261598115449,5.720311776607412,3.295836866004329,3.58351893845611
14844,133,156,3.891065420560748,-1.857937924285345,5.049856007249537,157,185,4.036268461538461,-1.8293858111340875,5.220355825078324,low,688.343184613647,823.811823343395,4.42790890097733,135.468638729748,2.4657162794687038,1.9938839542622862,8.847216104357543,10.387332447970344,0.844640345168098,0.7452150106779598,6.46302945692067,6.253828811575473,1.791759469228055,3.044522437723423
14854,62,68,4.3194083333333335,-1.867439255889117,4.219507705176107,38,46,4.4844333333333335,-1.8221464019585236,3.828641396489095,low,687.843185024333,817.374328630978,0.497161726550829,129.531143606645,1.9459101490553132,1.8722387390481872,7.853993087224244,8.629807335785372,1.1159924886536394,0.9319320013519911,5.572154032177765,4.770684624465665,1.3862943611198906,0
14871,247,282,4.251475813953489,-1.8081784455883032,5.641907070938114,157,174,4.123276,-1.842477174465124,5.159055299214529,low,697.624426990287,830.593067773466,-3.79755389985191,132.968640783178,2.3947730642234824,2.6921418763632454,11.622721130793112,11.843243086457699,0.6683553619897595,0.6374156825673177,6.957497370876951,6.226536669287466,4.762173934797756,3.1354942159291497
14879,141,182,4.197761,-1.8472754717192041,5.204006687076795,121,143,4.166681176470588,-1.8415681518497975,4.962844630259907,low,684.124438078811,812.374332737839,0.640824112451861,128.249894659028,2.7533837424037286,2.711698741175103,9.94515718770752,10.52891783292566,0.8375956874763816,0.762632773316833,6.51471269087253,5.802118375377063,3.1780538303479458,1.6094379124341003
14909,82,90,4.288042372881356,-1.8350528301404618,4.499809670330265,74,82,4.329994736842106,-1.8284910497184954,4.406719247264253,low,682.124439721555,820.374326166862,1.36327683142537,138.249886445307,2.3991640617868653,2.267029281222338,8.139148678884066,9.612198984490236,0.841477142798271,0.7966652459418123,5.3230099791384085,5.389071729816501,0.6931471805599453,2.0794415416798357
14917,47,56,4.4962,-1.8178550197701833,4.02535169073515,35,39,4.352880952380953,-1.8427905208244897,3.6635616461296463,low,685.124437257439,823.811823343395,3.91855111592059,138.687386085957,2.238575601273308,1.6977069701605827,7.501082124259871,8.374938143835367,0.9241658917287322,0.8986477977871509,5.3981627015177525,4.700480365792417,0.6931471805599453,-Inf
14928,119,129,4.1439034090909095,-1.8387992040143788,4.859812404361672,118,134,4.344249484536083,-1.8181630363714518,4.897839799950911,high,687.843185024333,825.811821700651,3.10162545829837,137.968636676318,2.7971699277255384,2.5875044200988047,9.033603193476129,10.532202872936685,0.7101289995970851,0.749228154970687,5.8916442118257715,5.971261839790462,1.9459101490553132,3.332204510175204
14942,141,178,4.313008653846154,-1.839019260829074,5.181783550292085,101,120,4.448582666666667,-1.8132243998418303,4.787491742782046,low,686.62443602538,856.249296700138,1.934304277506,169.624860674757,2.517719649939443,2.3481302955559604,10.199993083535142,10.649962207136612,0.84017372761857,0.7540499160404617,6.6052979209482015,6.095824562432225,3.5263605246161616,3.2188758248682006
14954,41,43,4.86138695652174,-1.8398835423779074,3.7612001156935624,44,49,4.876824137931035,-1.8084251057758367,3.8918202981106265,low,645.186970060987,820.374326166862,5.58370870870871,175.187356105875,2.5466200033396325,1.9713244774778809,7.577633832602728,8.948585921534317,0.9137731445711591,0.9019304059574863,4.770684624465665,4.787491742782046,-Inf,1.9459101490553132
14966,189,220,3.9388024691358026,-1.84356426275005,5.393627546352362,200,229,4.167920467836257,-1.8192741610947558,5.43372200355424,high,691.62443191852,826.811820879279,4.5553622004959,135.187388960759,2.6149289162212286,2.209469599502445,10.33543229344867,11.450368978303967,0.7100350928062906,0.645917254779738,6.680854678790215,6.60934924316738,3.784189633918261,4.727387818712341
14977,73,91,4.343616,-1.8514074767023398,4.51085950651685,90,103,4.254020588235294,-1.827628256429562,4.634728988229636,high,685.843186667077,823.811823343395,6.3564506460212,137.968636676318,2.528223563072181,1.8204724081281751,8.69851424787661,9.912100355634351,0.9346064450996634,0.8681651048909484,5.860786223465865,5.713732805509369,2.302585092994046,2.302585092994046
14994,53,59,4.57029696969697,-1.8482149566337749,4.07753744390572,93,103,4.388945588235294,-1.8316540720173136,4.634728988229636,low,673.124447113904,852.030550165301,3.12637502268747,178.906103051397,2.175239360642838,1.73658448386278,7.986164860332727,9.6445872815098,0.9698164082829295,0.8057155079364553,6.0014148779611505,5.823045895483019,0.6931471805599453,1.791759469228055
15001,111,125,4.071841558441559,-1.8525985646618621,4.8283137373023015,222,243,4.039576436781609,-1.8446937422395044,5.493061443340548,low,687.843185024333,856.030546879813,0.757981519404252,168.18736185548,2.35763027988118,2.2831883930053776,8.811503250158239,10.903641377417275,0.8013080018414412,0.6610925267942953,5.948034989180646,6.904750769961838,1.3862943611198906,3.2188758248682006
15014,49,52,4.262069444444444,-1.85438391909993,3.9512437185814275,36,40,4.186273076923077,-1.8304359892252864,3.6888794541139363,low,688.843184202961,822.811824164767,-0.0133805305971677,133.968639961806,1.9189724933235044,1.9209342634102742,6.525029657843462,7.734996194022781,0.6608743754297002,0.7567436879797099,4.8283137373023015,4.820281565605037,-Inf,0
15030,192,219,4.051368292682927,-1.8401504836489386,5.389071729816501,182,212,4.281312962962963,-1.8016525682698112,5.356586274672012,high,681.90568990123,817.374328630978,4.24477151787632,135.468638729748,2.7909066507380857,2.489148986354602,10.409190075603348,11.628510531305272,0.6972601690597029,0.6242049567364877,6.618738983517219,6.618738983517219,3.4339872044851463,4.574710978503383
15038,60,71,4.355822857142857,-1.8464359141443951,4.2626798770413155,61,66,4.708165384615385,-1.8173988792507745,4.189654742026425,low,691.343182149531,868.249286843672,4.19755041149981,176.906104694142,2.348247811299283,1.8357225578635643,7.71244383427499,9.748528212497986,0.9513589423669342,0.9214861597443773,5.455321115357702,5.10594547390058,0,1.9459101490553132
15062,32,36,4.575090909090909,-1.8292475670829655,3.58351893845611,45,50,4.306534375,-1.857063851197126,3.912023005428146,low,726.061903632518,808.593085843652,-3.98071172248804,82.5311822111337,2.313544554940842,2.6455298441208766,6.679599185844383,8.258681496264236,1.2599187702242094,0.9209961356825314,4.290459441148391,4.564348191467836,0,-Inf
15068,45,53,4.440792857142857,-1.8482629693322838,3.970291913552122,49,56,4.315802777777778,-1.84848115424655,4.02535169073515,low,689.843183381589,824.811822522023,0.713493567189079,134.968639140434,2.343387828782873,2.2724322807947477,7.912056888179006,8.626406276389554,1.1829286719226029,0.9959090880297039,4.820281565605037,4.770684624465665,0,-Inf
15080,45,48,4.23623,-1.8414870053284385,3.871201010907891,52,62,4.968833333333333,-1.7799857178271774,4.127134385045092,high,687.343185435019,833.811815129674,3.78571428571429,146.468629694655,2.7331298854992347,2.4505945047992217,6.175867270105761,8.724207360800564,0.7614082222605195,0.8583301407251813,4.672828834461906,5.0106352940962555,1.0986122886681098,2.4849066497880004
15093,66,80,4.399057777777778,-1.8532333456112233,4.382026634673881,65,75,4.434277272727273,-1.8459875119323605,4.31748811353631,low,686.124436436067,816.37432945235,2.35047337486362,130.249893016284,2.2803893606022614,2.005527800856238,7.872073979866873,9.136586183387521,0.9192366155223761,0.8258101111019309,5.5254529391317835,5.187385805840755,0,1.0986122886681098
15109,114,130,4.026638043478261,-1.8356439152885442,4.867534450455582,131,146,4.188707142857143,-1.807854079731896,4.983606621708336,high,695.843178453356,821.811824986139,7.13592884177468,125.968646532783,2.9101558998741988,2.418030444699305,8.845777255188445,10.427594586608032,0.8822013974140063,0.7717016905449736,5.799092654460526,5.823045895483019,1.791759469228055,2.5649493574615367
